id,rL,rLrL,rQvrai
1,-1.10135,-1.08482,-1.07173
2,-0.66271,-0.70565,-0.69668
3,-1.06397,-1.05366,-1.08431
4,-1.46831,-1.37927,-1.36219
5,-0.95819,-0.96433,-0.96617
6,-0.98907,-0.99059,-0.94534
7,-0.87723,-0.89478,-0.96197
8,-1.08192,-1.06865,-1.09237
9,-1.11847,-1.09902,-1.04454
10,-0.58037,-0.63117,-0.64313
11,-1.46236,-1.37466,-1.45248
12,-1.15228,-1.12693,-1.14334
13,-0.80971,-0.83602,-0.85043
14,-1.01432,-1.01194,-0.96886
15,-1.24526,-1.20276,-1.14872
16,-0.94605,-0.95396,-0.93527
17,-0.83827,-0.86096,-0.78176
18,-1.00883,-1.00731,-0.96427
19,-0.41745,-0.48073,-0.43789
20,-0.72085,-0.75761,-0.72317
21,-1.25677,-1.21206,-1.22898
22,-1.25309,-1.20909,-1.17586
23,-1.32904,-1.26996,-1.22283
24,-0.85090,-0.87195,-0.77533
25,-0.95339,-0.96023,-0.94817
26,-0.92791,-0.93843,-0.98278
27,-0.70113,-0.74004,-0.82634
28,-0.40819,-0.47206,-0.38208
29,-0.63045,-0.67659,-0.58322
30,-0.89753,-0.91232,-0.91840
31,-1.30622,-1.25176,-1.20109
32,-1.09401,-1.07872,-1.16710
33,-1.05190,-1.04355,-1.05569
34,-1.31627,-1.25979,-1.32589
35,-1.02352,-1.01971,-1.04971
36,-1.01973,-1.01651,-0.96157
37,-0.48534,-0.54392,-0.55800
38,-1.37615,-1.30727,-1.36054
39,-1.36181,-1.29595,-1.28913
40,-0.85615,-0.87652,-0.76790
41,-0.86018,-0.88001,-0.88797
42,-1.00355,-1.00285,-1.11061
43,-0.48958,-0.54784,-0.54033
44,-0.77287,-0.80366,-0.62837
45,-0.56792,-0.61982,-0.70533
46,-1.23906,-1.19775,-1.15562
47,-1.29675,-1.24419,-1.18657
48,-0.86561,-0.88472,-0.93094
49,-1.07758,-1.06503,-1.02284
50,-0.77207,-0.80296,-0.84810
51,-0.72860,-0.76449,-0.73286
52,-1.09673,-1.08098,-1.10659
53,-0.91341,-0.92599,-0.99424
54,-1.15961,-1.13296,-1.15295
55,-1.19332,-1.16056,-1.16731
56,-0.91632,-0.92848,-0.95853
57,-1.33176,-1.27212,-1.31280
58,-0.90018,-0.91460,-0.97048
59,-0.25136,-0.32315,-0.35993
60,-1.23876,-1.19751,-1.20927
61,-1.26411,-1.21798,-1.22380
62,-0.63459,-0.68033,-0.60064
63,-0.57424,-0.62559,-0.64956
64,-0.66346,-0.70632,-0.76917
65,-0.63116,-0.67723,-0.63308
66,-0.92192,-0.93330,-0.95433
67,-1.21262,-1.17630,-1.19774
68,-1.06383,-1.05355,-1.04631
69,-1.13738,-1.11465,-1.15852
70,-1.00531,-1.00433,-1.00742
71,-0.90637,-0.91994,-0.93279
72,-0.86378,-0.88314,-0.92028
73,-1.11477,-1.09595,-1.10130
74,-0.77751,-0.80775,-0.79585
75,-1.61887,-1.49409,-1.47918
76,-0.60664,-0.65505,-0.58449
77,-1.29317,-1.24133,-1.14726
78,-0.74964,-0.78314,-0.78660
79,-0.91437,-0.92681,-0.95691
80,-0.82525,-0.84961,-0.76772
81,-0.96064,-0.96642,-1.00130
82,-1.24845,-1.20534,-1.24809
83,-0.51857,-0.57458,-0.65183
84,-0.60496,-0.65352,-0.71578
85,-0.87675,-0.89437,-0.89855
86,-0.52344,-0.57907,-0.58735
87,-1.02359,-1.01976,-1.06830
88,-0.81535,-0.84096,-0.87556
89,-1.63442,-1.50575,-1.46769
90,-0.54263,-0.59668,-0.62840
91,-1.15265,-1.12723,-1.09960
92,-0.93254,-0.94240,-0.90881
93,-1.10733,-1.08978,-1.05974
94,-0.69253,-0.73237,-0.76617
95,-1.00158,-1.00118,-1.06800
96,-0.77866,-0.80876,-0.85322
97,-0.99392,-0.99469,-1.03136
98,-1.22780,-1.18863,-1.22000
99,-1.23981,-1.19835,-1.14971
100,-1.13838,-1.11547,-1.09823
101,0.92015,0.90894,0.93179
102,0.93974,0.93134,0.88203
103,0.83009,0.80673,0.77883
104,0.60836,0.56039,0.56989
105,1.19500,1.22860,1.18872
106,0.41643,0.35328,0.39478
107,1.05256,1.06149,0.98980
108,0.43398,0.37198,0.39268
109,0.93775,0.92906,0.91082
110,0.72445,0.68842,0.70781
111,1.47572,1.56711,1.59147
112,1.41299,1.49041,1.44286
113,0.63689,0.59166,0.61895
114,0.98205,0.97992,1.01024
115,0.90779,0.89483,0.90408
116,1.44977,1.53531,1.49461
117,0.87368,0.85605,0.84035
118,1.06568,1.07676,1.09070
119,1.15329,1.17935,1.21080
120,0.95837,0.95270,0.95577
121,0.92066,0.90952,0.92244
122,1.34282,1.40534,1.42438
123,1.06797,1.07942,1.13938
124,0.55148,0.49842,0.50079
