id,rL,rLrL,rQvrai
1,-0.76804,-0.79764,-0.77446
2,-0.69424,-0.73206,-0.83951
3,-0.79502,-0.82141,-0.83991
4,-1.15715,-1.12981,-1.19056
5,-0.65306,-0.69511,-0.67930
6,-1.01261,-1.00908,-0.93361
7,-0.94213,-0.94907,-1.01491
8,-1.01513,-1.01122,-0.97777
9,-0.87934,-0.89499,-0.93139
10,-1.05885,-1.04805,-1.03279
11,-1.23252,-1.19151,-1.07968
12,-0.82738,-0.84977,-0.74861
13,-1.13098,-1.10819,-1.16653
14,-1.05343,-1.04350,-1.04836
15,-1.01306,-1.00946,-1.09501
16,-1.02260,-1.01753,-1.04139
17,-1.46110,-1.37341,-1.34596
18,-0.63193,-0.67606,-0.65571
19,-1.22750,-1.18743,-1.19752
20,-1.01680,-1.01263,-0.96225
21,-0.90889,-0.92051,-0.83577
22,-1.22637,-1.18651,-1.23186
23,-1.02467,-1.01928,-1.00593
24,-0.88182,-0.89713,-0.81921
25,-0.81157,-0.83593,-0.85384
26,-0.93588,-0.94372,-1.06949
27,-0.87912,-0.89479,-0.83127
28,-0.74551,-0.77770,-0.80913
29,-0.69629,-0.73389,-0.71909
30,-0.73756,-0.77065,-0.86040
31,-0.49062,-0.54688,-0.56728
32,-0.76545,-0.79535,-0.84228
33,-0.92258,-0.93229,-0.83711
34,-0.92007,-0.93014,-0.94120
35,-0.71160,-0.74757,-0.70513
36,-1.11701,-1.09660,-0.99866
37,-1.27333,-1.22457,-1.20356
38,-0.89104,-0.90511,-0.83939
39,-1.22678,-1.18684,-1.13923
40,-0.81638,-0.84014,-0.86544
41,-1.19636,-1.16202,-1.19652
42,-0.85502,-0.87387,-0.92688
43,-1.44702,-1.36243,-1.29216
44,-0.66180,-0.70298,-0.67279
45,-0.82263,-0.84561,-0.76561
46,-0.55729,-0.60820,-0.66149
47,-0.93613,-0.94393,-0.92334
48,-1.36274,-1.29610,-1.25890
49,-0.90618,-0.91818,-0.87514
50,-0.78333,-0.81113,-0.75531
51,-1.14480,-1.11962,-1.12395
52,-0.63116,-0.67536,-0.60299
53,-1.17359,-1.14335,-1.21605
54,-1.19792,-1.16329,-1.13492
55,-0.68381,-0.72273,-0.71423
56,-0.82508,-0.84776,-0.77327
57,-0.92731,-0.93636,-0.91592
58,-1.09154,-1.07540,-1.07286
59,-1.29551,-1.24243,-1.25728
60,-0.93239,-0.94072,-0.99177
61,-1.12255,-1.10120,-1.16591
62,-1.18129,-1.14967,-1.17121
63,-0.93286,-0.94113,-0.98087
64,-0.51882,-0.57289,-0.56256
65,-1.33775,-1.27623,-1.22968
66,-1.08917,-1.07342,-1.04902
67,-0.96171,-0.96583,-0.98211
68,-1.32516,-1.26619,-1.28869
69,-1.15664,-1.12939,-1.08894
70,-1.67196,-1.53422,-1.58212
71,-0.98580,-0.98635,-1.04587
72,-1.62563,-1.49946,-1.56406
73,-0.84280,-0.86323,-0.92558
74,-1.17799,-1.14696,-1.20514
75,-0.80431,-0.82957,-0.82936
76,-1.20773,-1.17131,-1.23742
77,-1.16942,-1.13992,-1.06560
78,-0.07798,-0.15242,-0.22629
79,-1.02816,-1.02223,-1.07032
80,-0.93640,-0.94416,-0.94615
81,-0.28629,-0.35476,-0.37050
82,-1.08363,-1.06880,-1.12682
83,-1.13526,-1.11173,-1.16281
84,-0.52008,-0.57406,-0.56833
85,-0.84664,-0.86658,-0.77765
86,-0.59693,-0.64434,-0.62107
87,-1.10835,-1.08940,-1.00825
88,-0.95154,-0.95714,-0.96422
89,-0.76092,-0.79135,-0.76141
90,-0.74386,-0.77624,-0.69936
91,-1.24927,-1.20511,-1.15687
92,-0.64476,-0.68764,-0.63044
93,-1.47410,-1.38352,-1.46767
94,-1.10260,-1.08462,-1.10442
95,-0.86438,-0.88201,-0.88391
96,-0.78838,-0.81556,-0.82975
97,-1.01821,-1.01382,-1.02818
98,-1.03296,-1.02628,-1.11653
99,-0.80155,-0.82714,-0.84662
100,-0.99775,-0.99650,-1.01810
101,1.01244,1.01347,0.97786
102,1.54915,1.65315,1.58957
103,0.42687,0.36508,0.41817
104,1.14865,1.17170,1.24554
105,0.52046,0.46525,0.41801
106,0.93234,0.92173,0.85657
107,0.76423,0.73233,0.81066
108,0.73532,0.70018,0.64975
109,1.26787,1.31249,1.20269
110,0.80785,0.78106,0.87405
111,0.99261,0.99067,0.91939
112,1.04455,1.05052,1.07715
113,0.99059,0.98834,1.01308
114,0.89970,0.88462,0.86140
115,1.13949,1.16097,1.13442
116,0.65415,0.61061,0.57187
117,1.24415,1.28431,1.21271
118,0.93885,0.92915,1.04208
119,0.70504,0.66665,0.66238
120,1.02882,1.03235,0.97810
121,0.75209,0.71882,0.78484
122,1.01010,1.01078,1.11910
123,1.07406,1.08470,1.06533
124,0.60662,0.55862,0.68379
125,0.92581,0.91429,0.96154
126,0.73858,0.70380,0.63367
127,1.25249,1.29421,1.26881
128,0.98961,0.98722,0.97970
129,1.11388,1.13105,1.11668
130,1.09669,1.11102,1.13279
131,0.49093,0.43350,0.52677
132,1.40037,1.47147,1.42069
133,1.11722,1.13494,1.22229
134,1.28761,1.33601,1.30561
135,1.43515,1.51364,1.53156
136,0.86600,0.84648,0.78531
137,1.08455,1.09689,1.05237
138,1.14999,1.17327,1.23851
139,1.51743,1.61414,1.60193
140,0.71745,0.68038,0.57595
141,0.89421,0.87840,0.78894
142,1.12296,1.14164,1.13904
143,0.99424,0.99254,1.00731
144,0.99630,0.99491,1.02899
145,0.29340,0.22453,0.19410
146,0.81967,0.79432,0.84411
147,1.34136,1.40034,1.37121
148,0.71954,0.68269,0.66561
149,1.04513,1.05119,1.05732
150,0.83003,0.80595,0.86010
151,1.01963,1.02175,1.04862
152,0.95863,0.95173,0.98262
153,0.81880,0.79334,0.82543
154,0.80922,0.78260,0.75981
155,1.18743,1.21726,1.26857
156,0.77499,0.74432,0.76948
157,0.87235,0.85365,0.94261
158,1.05303,1.06033,1.01496
159,0.90993,0.89623,0.84681
160,1.31381,1.36731,1.36873
161,0.78394,0.75431,0.81252
162,0.91732,0.90463,0.90052
163,1.21813,1.25349,1.22443
164,0.78218,0.75234,0.74190
165,1.12259,1.14121,1.12158
166,0.55047,0.49764,0.50882
167,0.93918,0.92953,0.90399
168,0.92864,0.91751,0.92463
169,0.61108,0.56348,0.57420
170,0.78328,0.75357,0.77758
171,1.08201,1.09394,1.13288
172,0.78608,0.75671,0.71047
173,1.05921,1.06748,1.02334
174,0.93742,0.92752,0.96874
175,1.02232,1.02485,1.04287
176,1.78804,1.95184,1.96094
