id,rL,rLrL,rQvrai
1,-0.61639,-0.66079,-0.69044
2,-1.03973,-1.03160,-1.01658
3,-0.96215,-0.96563,-0.98343
4,-1.04543,-1.03641,-1.00700
5,-1.20329,-1.16777,-1.17605
6,-0.95064,-0.95577,-0.96418
7,-0.97761,-0.97885,-0.91391
8,-1.17030,-1.14062,-1.11234
9,-0.50505,-0.55887,-0.47575
10,-1.13341,-1.11007,-1.06328
11,-1.23842,-1.19650,-1.19181
12,-0.72930,-0.76228,-0.78855
13,-0.92928,-0.93741,-0.96596
14,-0.32498,-0.39015,-0.45854
15,-0.77494,-0.80277,-0.83300
16,-1.18757,-1.15485,-1.13196
17,-1.03675,-1.02908,-1.04136
18,-1.17161,-1.14170,-1.14250
19,-1.27519,-1.22638,-1.31551
20,-1.07340,-1.05996,-1.06700
21,-0.57888,-0.62666,-0.63430
22,-0.94045,-0.94702,-1.01957
23,-1.16308,-1.13466,-1.16066
24,-0.76659,-0.79538,-0.76898
25,-0.90117,-0.91315,-0.96501
26,-1.02718,-1.02099,-1.09697
27,-0.93141,-0.93925,-0.87035
28,-1.16914,-1.13967,-1.15043
29,-1.09375,-1.07701,-1.04725
30,-1.40239,-1.32819,-1.37330
31,-1.10857,-1.08940,-1.06830
32,-1.06896,-1.05623,-1.15192
33,-1.28002,-1.23028,-1.26865
34,-0.92281,-0.93184,-0.96621
35,-0.57121,-0.61966,-0.56494
36,-1.13407,-1.11063,-1.15376
37,-0.74396,-0.77532,-0.82982
38,-0.62054,-0.66456,-0.53841
39,-1.07124,-1.05815,-0.98228
40,-0.61735,-0.66167,-0.74431
41,-1.13008,-1.10731,-1.14054
42,-1.38792,-1.31673,-1.34416
43,-1.24329,-1.20047,-1.07296
44,-0.33262,-0.39741,-0.39648
45,-0.93836,-0.94522,-0.99112
46,-0.88466,-0.89885,-0.87837
47,-0.70546,-0.74101,-0.75890
48,-0.70941,-0.74454,-0.78423
49,-0.91240,-0.92286,-0.92321
50,-1.43083,-1.35063,-1.32635
51,-1.60945,-1.48881,-1.46054
52,-1.07473,-1.06107,-1.06503
53,-0.66371,-0.70356,-0.71611
54,-1.10082,-1.08293,-1.07620
55,-1.13185,-1.10878,-1.05683
56,-0.92264,-0.93169,-0.98784
57,-0.90259,-0.91438,-0.88992
58,-0.65335,-0.69422,-0.66458
59,-1.24746,-1.20387,-1.09802
60,-1.54728,-1.44125,-1.40622
61,-1.11720,-1.09659,-1.18668
62,-0.80507,-0.82933,-0.78677
63,-0.87860,-0.89359,-0.86283
64,-0.90896,-0.91988,-0.93021
65,-1.05604,-1.04536,-1.09952
66,-1.14639,-1.12085,-1.11258
67,-1.09464,-1.07776,-1.08369
68,-1.37562,-1.30696,-1.36414
69,-1.00200,-0.99963,-1.01250
70,-0.79396,-0.81955,-0.77281
71,-0.63737,-0.67980,-0.58632
72,-0.79852,-0.82357,-0.89179
73,-1.17726,-1.14637,-1.10807
74,-0.91520,-0.92527,-0.87468
75,-0.97857,-0.97967,-0.99480
76,-0.75023,-0.78089,-0.78369
77,-0.73243,-0.76507,-0.81222
78,-0.83070,-0.85182,-0.80200
79,-1.16997,-1.14035,-1.13915
80,-1.36140,-1.29565,-1.33053
81,-0.81769,-0.84042,-0.76715
82,-0.95642,-0.96072,-0.98915
83,-0.99306,-0.99202,-0.87977
84,-0.99541,-0.99402,-1.11411
85,-0.26288,-0.33086,-0.34323
86,-0.83232,-0.85324,-0.90722
87,-0.69313,-0.72998,-0.70594
88,-1.04577,-1.03670,-1.06928
89,-0.89343,-0.90645,-0.93393
90,-0.42395,-0.48348,-0.44423
91,-1.21119,-1.17425,-1.18629
92,-0.77417,-0.80210,-0.76009
93,-1.03519,-1.02777,-1.03741
94,-1.31395,-1.25765,-1.20252
95,-1.00371,-1.00108,-1.01668
96,-0.31495,-0.38062,-0.35308
97,-0.87658,-0.89184,-0.79781
98,-0.99715,-0.99550,-1.01087
99,-0.78585,-0.81240,-0.81619
100,-1.25068,-1.20648,-1.14997
101,1.13941,1.15988,1.17400
102,1.05331,1.05998,1.21579
103,0.77024,0.73924,0.71157
104,1.01027,1.01045,0.90043
105,1.05740,1.06470,0.97455
106,1.06558,1.07415,1.05098
107,0.92319,0.91107,0.97221
108,1.21211,1.24509,1.21127
109,0.87724,0.85908,0.93562
110,0.89915,0.88383,0.89559
111,0.76598,0.73450,0.71249
112,1.41659,1.48895,1.48002
113,1.20446,1.23609,1.29360
114,1.26517,1.30778,1.23440
115,1.29245,1.34016,1.34084
116,0.87585,0.85751,0.90803
117,0.56001,0.50870,0.64281
118,1.00205,1.00102,0.93783
119,0.71896,0.68240,0.70629
120,0.70329,0.66511,0.64987
121,1.10526,1.12012,1.10537
122,0.93366,0.92296,0.95395
123,0.67552,0.63456,0.66360
124,0.93801,0.92791,0.93752
125,0.57463,0.52452,0.62005
126,0.86071,0.84046,0.84634
127,0.78082,0.75101,0.68393
128,0.67658,0.63572,0.62662
129,0.31935,0.25281,0.22401
130,0.53770,0.48462,0.44402
131,0.81353,0.78752,0.78699
132,1.19636,1.22657,1.20985
133,0.99753,0.99584,1.03916
134,1.42802,1.50276,1.48263
135,0.80223,0.77489,0.77051
136,1.35524,1.41513,1.43312
137,1.14577,1.16731,1.12191
138,0.85593,0.83509,0.82365
139,1.13046,1.14944,1.18548
140,0.03862,-0.03487,-0.10214
141,1.13770,1.15788,1.11961
142,1.26260,1.30473,1.32183
143,0.74461,0.71078,0.85725
144,0.75773,0.72534,0.72673
145,1.54713,1.64786,1.61125
146,0.88620,0.86919,0.83840
147,0.85614,0.83532,0.87078
148,0.92247,0.91026,0.86938
149,0.62695,0.58140,0.54985
150,0.77320,0.74253,0.66118
151,1.55898,1.66240,1.69543
152,1.09616,1.10956,1.08622
153,0.87299,0.85430,0.89687
154,1.14911,1.17121,1.12696
155,0.73164,0.69642,0.64090
156,1.08313,1.09446,1.10620
157,1.28376,1.32984,1.33418
158,0.63795,0.59341,0.56482
159,0.69987,0.66134,0.61178
160,1.01044,1.01064,1.11082
161,0.98229,0.97839,1.09766
162,0.72780,0.69217,0.67394
163,1.07467,1.08466,1.05678
164,1.41440,1.48630,1.43723
165,0.51689,0.46222,0.35507
166,0.99270,0.99030,0.92466
167,1.01019,1.01035,1.00357
168,1.06566,1.07424,1.11174
169,1.64645,1.77045,1.81982
170,1.49172,1.58010,1.53565
171,1.27944,1.32470,1.31738
172,1.25245,1.29271,1.21578
173,0.95688,0.94939,0.88499
174,1.08844,1.10061,1.07218
175,0.68500,0.64498,0.61774
176,0.85383,0.83273,0.90778
177,1.10175,1.11605,1.14306
178,0.78095,0.75115,0.69869
179,1.11918,1.13631,1.23243
180,1.16071,1.18477,1.17513
181,0.80477,0.77773,0.80870
182,0.94823,0.93953,0.97660
183,0.74212,0.70803,0.73273
184,0.69018,0.65068,0.66730
185,0.63415,0.58925,0.57807
186,0.89691,0.88130,0.90013
187,1.39182,1.45908,1.42408
188,0.87371,0.85510,0.87406
189,0.52527,0.47123,0.56633
190,0.79133,0.76272,0.78711
