id,rL,rLrL,rQvrai
1,-0.84523,-0.86551,-0.90623
2,-0.88852,-0.90317,-0.89307
3,-1.14127,-1.11743,-1.04971
4,-1.07817,-1.06484,-1.06464
5,-0.79988,-0.82577,-0.83157
6,-0.88985,-0.90432,-0.93548
7,-0.75088,-0.78247,-0.71793
8,-0.65039,-0.69257,-0.67150
9,-1.06357,-1.05258,-1.08324
10,-0.93541,-0.94364,-0.94719
11,-0.91570,-0.92666,-0.95682
12,-0.47457,-0.53165,-0.58976
13,-0.68916,-0.72743,-0.78892
14,-1.33942,-1.27875,-1.22836
15,-0.86250,-0.88057,-0.87018
16,-1.14442,-1.12005,-1.09530
17,-1.06138,-1.05074,-1.08677
18,-1.12435,-1.10339,-1.08381
19,-0.31897,-0.38539,-0.38326
20,-1.20630,-1.17102,-1.23348
21,-0.90031,-0.91338,-0.77449
22,-1.32478,-1.26703,-1.32038
23,-1.15286,-1.12704,-1.08870
24,-1.11656,-1.09691,-1.15563
25,-0.97359,-0.97635,-0.90816
26,-0.79196,-0.81879,-0.81203
27,-1.14712,-1.12229,-1.10104
28,-1.12568,-1.10450,-0.97763
29,-1.03757,-1.03068,-1.00104
30,-1.28885,-1.23814,-1.25095
31,-0.86424,-0.88208,-0.91087
32,-1.08198,-1.06803,-1.07171
33,-1.05971,-1.04934,-0.99230
34,-1.11256,-1.09357,-1.09939
35,-1.12325,-1.10248,-1.20806
36,-1.32978,-1.27104,-1.29812
37,-1.05873,-1.04851,-1.10365
38,-0.72070,-0.75563,-0.78508
39,-1.03062,-1.02481,-1.05459
40,-0.68432,-0.72309,-0.80874
41,-0.69393,-0.73171,-0.70252
42,-1.35340,-1.28991,-1.36455
43,-0.94696,-0.95356,-0.89465
44,-0.85249,-0.87185,-0.90125
45,-0.89925,-0.91245,-0.90347
46,-1.47345,-1.38454,-1.30773
47,-0.74197,-0.77457,-0.82451
48,-1.26572,-1.21944,-1.20449
49,-0.30156,-0.36879,-0.40956
50,-0.83909,-0.86015,-0.86911
51,-0.89495,-0.90874,-0.90190
52,-1.07989,-1.06628,-1.10183
53,-0.67941,-0.71869,-0.72559
54,-1.34112,-1.28011,-1.31184
55,-0.95764,-0.96271,-1.00954
56,-0.77632,-0.80499,-0.80160
57,-1.31545,-1.25955,-1.21403
58,-0.94551,-0.95231,-0.99482
59,-0.97572,-0.97817,-0.92469
60,-0.90486,-0.91731,-0.89569
61,-0.98934,-0.98978,-0.97140
62,-1.10059,-1.08359,-1.02993
63,-0.19657,-0.26779,-0.35595
64,-0.69866,-0.73595,-0.69661
65,-0.36040,-0.42468,-0.40790
66,-0.69781,-0.73518,-0.69911
67,-0.87719,-0.89334,-0.93837
68,-1.13203,-1.10977,-1.18979
69,-1.10400,-1.08644,-1.01486
70,-1.14523,-1.12071,-1.08775
71,-0.97834,-0.98040,-0.96839
72,-0.62936,-0.67357,-0.64112
73,-0.97315,-0.97597,-0.89851
74,-1.13977,-1.11620,-1.03348
75,-1.12190,-1.10136,-1.10262
76,-1.19078,-1.15829,-1.17685
77,-1.06379,-1.05277,-1.13635
78,-1.19453,-1.16137,-1.13461
79,-0.72953,-0.76350,-0.83911
80,-1.60482,-1.48563,-1.47401
81,-1.00884,-1.00636,-0.92196
82,-1.11413,-1.09489,-1.11750
83,-1.19180,-1.15913,-1.15464
84,-1.05139,-1.04233,-1.01128
85,-1.12298,-1.10225,-1.09362
86,-1.07568,-1.06275,-1.06585
87,-0.64740,-0.68988,-0.65294
88,-0.90095,-0.91393,-0.93546
89,-1.03267,-1.02654,-1.06007
90,-0.60653,-0.65286,-0.81376
91,-0.84406,-0.86449,-0.82394
92,-1.11943,-1.09930,-1.03799
93,-0.59809,-0.64518,-0.75902
94,-0.94885,-0.95518,-1.01941
95,-0.68291,-0.72183,-0.79427
96,-1.20477,-1.16977,-1.11767
97,-1.23868,-1.19747,-1.09059
98,-0.81842,-0.84205,-0.70561
99,-1.25125,-1.20770,-1.23624
100,-0.83976,-0.86074,-0.93248
101,1.44656,1.52734,1.56529
102,1.03084,1.03509,0.99397
103,0.67108,0.62991,0.63789
104,1.12319,1.14221,1.17268
105,1.01932,1.02181,1.07748
106,0.95383,0.94673,0.98994
107,0.85875,0.83886,0.76125
108,0.58467,0.53547,0.45156
109,1.11239,1.12962,1.16948
110,0.70409,0.66628,0.63809
111,1.18311,1.21240,1.27339
112,1.43260,1.51039,1.49233
113,1.06087,1.06979,1.02485
114,0.42982,0.36902,0.36721
115,0.86859,0.84997,0.83385
116,1.01629,1.01833,0.97261
117,0.86082,0.84120,0.81237
118,0.79299,0.76504,0.71122
119,0.54236,0.48964,0.54149
120,1.00462,1.00490,1.05903
121,0.81412,0.78870,0.76559
122,1.33514,1.39288,1.32783
123,1.36158,1.42462,1.38366
124,1.39732,1.46768,1.45405
125,0.93931,0.93017,0.88350
126,1.04637,1.05301,1.03190
127,0.74299,0.70936,0.73442
128,0.94060,0.93164,0.89437
129,1.07318,1.08404,1.06646
130,0.85215,0.83142,0.93584
131,0.58134,0.53185,0.57280
132,0.84753,0.82622,0.86073
133,0.61370,0.56708,0.66227
134,1.18994,1.22043,1.25592
135,0.54061,0.48775,0.50950
136,1.05751,1.06590,1.06350
137,0.92935,0.91883,0.79431
138,0.77585,0.74591,0.68117
139,0.81816,0.79323,0.87782
140,1.42417,1.50017,1.49036
141,1.24036,1.27995,1.19835
142,1.06191,1.07098,1.01329
143,0.99492,0.99377,0.93272
144,0.42545,0.36438,0.40689
145,0.48990,0.43318,0.45509
146,0.96318,0.95741,0.95763
147,1.25467,1.29692,1.24258
148,1.23493,1.27353,1.26958
149,0.86010,0.84039,0.79794
150,0.80848,0.78238,0.81096
151,0.70659,0.66904,0.77190
152,1.10683,1.12314,1.11881
153,1.25987,1.30309,1.24048
154,1.09355,1.10769,1.11152
155,1.17934,1.20796,1.26055
156,1.08216,1.09446,1.07770
157,1.10344,1.11920,1.14942
158,0.79051,0.76228,0.76237
159,0.86096,0.84136,0.80017
160,0.37250,0.30831,0.32856
161,1.24237,1.28234,1.33545
162,0.69531,0.65660,0.66488
163,0.87550,0.85777,0.82788
164,0.90273,0.88859,0.89371
165,1.05370,1.06149,1.12701
166,1.01469,1.01649,1.04210
167,0.89682,0.88189,0.84992
168,1.31903,1.37359,1.35960
169,0.69981,0.66156,0.66922
170,1.15837,1.18335,1.31425
171,0.97345,0.96916,0.98989
172,1.08020,1.09219,1.07064
173,1.36678,1.43088,1.48031
174,1.17673,1.20490,1.13073
175,0.70139,0.66330,0.64527
176,0.78815,0.75964,0.86701
177,0.81246,0.78684,0.82532
178,0.94439,0.93596,0.84050
179,0.73071,0.69574,0.70003
180,1.05688,1.06516,1.09230
181,1.15820,1.18315,1.20174
182,0.87945,0.86223,0.78167
183,0.99822,0.99755,1.01585
184,1.02191,1.02479,1.19179
185,0.71428,0.67755,0.72681
186,1.05621,1.06439,0.96569
187,0.58731,0.53835,0.49947
188,1.45580,1.53857,1.62282
189,0.93568,0.92603,0.88780
190,0.83395,0.81095,0.78210
191,0.96444,0.95885,0.93583
192,1.11689,1.13487,1.10443
193,0.96111,0.95504,0.93204
194,0.94321,0.93462,1.01596
195,0.93760,0.92822,0.93744
196,1.19195,1.22280,1.16944
197,0.88832,0.87227,0.92892
198,0.85293,0.83231,0.80450
199,1.65987,1.78993,1.77290
200,1.05601,1.06416,1.04253
