id,rL,rLrL,rQvrai
1,-0.95592,-0.95915,-1.04291
2,-0.51603,-0.56774,-0.36614
3,-1.08616,-1.06962,-1.03513
4,-1.13875,-1.11352,-1.18033
5,-0.85065,-0.86805,-0.89708
6,-1.54578,-1.43968,-1.43742
7,-0.74768,-0.77737,-0.76394
8,-1.21215,-1.17412,-1.20739
9,-0.66311,-0.70174,-0.67571
10,-0.90313,-0.91367,-0.89375
11,-1.45054,-1.36553,-1.28571
12,-1.23098,-1.18954,-1.20127
13,-0.70429,-0.73871,-0.67728
14,-0.84289,-0.86126,-0.88253
15,-1.30740,-1.25160,-1.28870
16,-1.37371,-1.30475,-1.27410
17,-1.05359,-1.04222,-1.02539
18,-1.08793,-1.07110,-1.03142
19,-1.21842,-1.17926,-1.21220
20,-0.70710,-0.74122,-0.79782
21,-0.99698,-0.99423,-0.99863
22,-0.65589,-0.69524,-0.74749
23,-0.97717,-0.97734,-0.99458
24,-0.98164,-0.98116,-0.89498
25,-0.85116,-0.86849,-0.90490
26,-0.70932,-0.74320,-0.76372
27,-1.29632,-1.24265,-1.32285
28,-1.03433,-1.02595,-0.97045
29,-0.92881,-0.93584,-0.94674
30,-1.03246,-1.02437,-1.00886
31,-0.95568,-0.95894,-0.92182
32,-0.95890,-0.96170,-0.98551
33,-1.00597,-1.00189,-0.97209
34,-0.74857,-0.77817,-0.64231
35,-1.19853,-1.16294,-1.18356
36,-0.35847,-0.42067,-0.51951
37,-1.12162,-1.09926,-1.06817
38,-0.59871,-0.64345,-0.63768
39,-1.05860,-1.04644,-1.03892
40,-0.59411,-0.63927,-0.66461
41,-0.65682,-0.69608,-0.70126
42,-0.92119,-0.92927,-1.00417
43,-1.17007,-1.13947,-1.07122
44,-1.11911,-1.09717,-1.14018
45,-0.83698,-0.85610,-0.87696
46,-0.95567,-0.95893,-1.01809
47,-0.96544,-0.96730,-0.96269
48,-1.06010,-1.04771,-1.07105
49,-1.04309,-1.03336,-1.03657
50,-1.38548,-1.31412,-1.36393
51,-1.27027,-1.22155,-1.31971
52,-1.09350,-1.07577,-1.13432
53,-0.70902,-0.74293,-0.57587
54,-0.92096,-0.92907,-0.93065
55,-0.91629,-0.92504,-0.93753
56,-0.78700,-0.81218,-0.73105
57,-0.70633,-0.74052,-0.82929
58,-1.35564,-1.29033,-1.32907
59,-0.49416,-0.54754,-0.61648
60,-1.08952,-1.07243,-1.09295
61,-0.73677,-0.76768,-0.70812
62,-0.87413,-0.88851,-0.84249
63,-0.51844,-0.56996,-0.44607
64,-0.91007,-0.91966,-0.86910
65,-0.65572,-0.69509,-0.65162
66,-1.25255,-1.20714,-1.26388
67,-1.18283,-1.15001,-1.13121
68,-0.83667,-0.85582,-0.73751
69,-0.86869,-0.88377,-0.70510
70,-0.96252,-0.96480,-0.90402
71,-1.32784,-1.26805,-1.24509
72,-0.42313,-0.48146,-0.54623
73,-1.28572,-1.23407,-1.19349
74,-0.43965,-0.49690,-0.53668
75,-0.87049,-0.88534,-0.90097
76,-0.97594,-0.97628,-0.95729
77,-0.69046,-0.72632,-0.72589
78,-1.20172,-1.16556,-1.20767
79,-0.41754,-0.47623,-0.56612
80,-0.83829,-0.85724,-0.90359
81,-0.73725,-0.76810,-0.61548
82,-0.81465,-0.83652,-0.80955
83,-0.84575,-0.86377,-0.89538
84,-0.89357,-0.90538,-0.84780
85,-1.33840,-1.27652,-1.21167
86,-0.92319,-0.93099,-0.95971
87,-0.52339,-0.57452,-0.62135
88,-1.12752,-1.10418,-1.10015
89,-1.14372,-1.11765,-1.17643
