id,rL,rLrL,rQvrai
1,-0.71378,-0.74943,-0.73984
2,-1.22332,-1.19079,-1.23660
3,-0.59187,-0.63843,-0.71523
4,-0.66893,-0.70883,-0.70240
5,-1.11384,-1.09903,-0.97429
6,-1.17169,-1.14772,-1.16610
7,-0.42152,-0.47983,-0.52235
8,-0.66117,-0.70178,-0.73195
9,-0.99213,-0.99504,-0.90419
10,-1.03194,-1.02929,-0.93004
11,-0.78439,-0.81276,-0.78047
12,-1.10005,-1.08735,-0.99150
13,-0.81178,-0.83714,-0.83956
14,-1.25203,-1.21457,-1.21780
15,-0.84422,-0.86589,-0.88163
16,-1.17281,-1.14866,-1.08691
17,-0.85162,-0.87242,-0.89571
18,-0.70420,-0.74078,-0.78890
19,-0.84797,-0.86920,-0.88974
20,-0.70682,-0.74315,-0.65768
21,-1.52920,-1.43822,-1.44322
22,-0.99183,-0.99479,-0.94902
23,-0.22967,-0.29633,-0.32405
24,-0.53153,-0.58272,-0.40302
25,-0.85949,-0.87936,-0.85505
26,-1.12652,-1.10974,-1.18319
27,-0.45605,-0.51231,-0.56317
28,-1.52971,-1.43862,-1.39852
29,-0.09445,-0.16389,-0.10028
30,-0.84653,-0.86793,-0.94304
31,-1.02435,-1.02278,-0.86849
32,-0.67225,-0.71185,-0.72979
33,-0.85979,-0.87963,-0.89310
34,-1.23710,-1.20221,-1.24983
35,-0.86690,-0.88589,-0.92982
36,-1.28763,-1.24389,-1.17247
37,-1.11421,-1.09934,-1.17538
38,-1.37977,-1.31898,-1.39005
39,-0.63045,-0.67378,-0.70670
40,-1.14984,-1.12939,-1.07610
41,-1.56553,-1.46673,-1.39706
42,-1.21786,-1.18625,-1.15776
43,-0.90707,-0.92114,-0.90060
44,-0.93597,-0.94637,-0.98326
45,-0.97094,-0.97673,-0.95910
46,-0.97446,-0.97978,-0.95514
47,-1.24138,-1.20576,-1.25413
48,-0.17713,-0.24518,-0.31418
49,-0.85603,-0.87631,-0.94876
50,-0.87334,-0.89156,-0.87846
51,-1.55694,-1.46000,-1.54095
52,-0.84616,-0.86760,-0.95861
53,-1.43241,-1.36134,-1.32730
54,-1.29239,-1.24780,-1.22643
55,-0.66809,-0.70808,-0.54803
56,-1.04251,-1.03834,-1.09735
57,-1.29163,-1.24718,-1.16736
58,-1.06394,-1.05664,-1.05349
59,-0.81706,-0.84183,-0.87407
60,-0.49267,-0.54656,-0.53456
61,-0.84571,-0.86720,-0.80509
62,-0.94362,-0.95302,-0.99128
63,-0.06897,-0.13865,-0.16879
64,-0.96488,-0.97148,-0.90583
65,-0.80077,-0.82736,-0.78917
66,-1.68423,-1.55861,-1.56776
67,-1.96279,-1.76645,-1.80088
68,-1.26850,-1.22816,-1.19690
69,-0.65072,-0.69228,-0.61018
70,-0.83752,-0.85996,-0.85378
71,-1.29611,-1.25086,-1.25667
72,-0.61640,-0.66093,-0.65137
73,-0.89505,-0.91062,-0.87623
74,-0.78668,-0.81481,-0.91554
75,-0.88203,-0.89919,-0.99988
76,-0.52957,-0.58090,-0.59276
77,-1.37374,-1.31410,-1.33467
78,-1.24432,-1.20819,-1.14327
79,-0.76960,-0.79956,-0.84468
80,-0.97997,-0.98455,-0.93768
81,-1.30916,-1.26154,-1.30971
82,-1.14218,-1.12294,-1.19343
83,-0.45467,-0.51101,-0.52591
84,-1.44677,-1.37283,-1.43818
85,-0.85882,-0.87877,-0.82307
86,-1.02390,-1.02239,-1.00206
87,-0.93171,-0.94266,-0.92328
88,-1.17218,-1.14813,-1.10954
89,-0.43552,-0.49302,-0.48928
90,-0.93512,-0.94562,-0.96413
91,-0.85634,-0.87659,-0.83927
92,-0.94288,-0.95238,-1.00315
93,-0.99340,-0.99614,-1.03782
94,-0.51761,-0.56979,-0.64425
95,-0.94102,-0.95077,-0.86489
96,-0.90435,-0.91876,-1.00148
97,-1.08464,-1.07427,-1.07263
98,-0.99761,-0.99978,-0.99302
99,-1.14703,-1.12702,-1.18442
100,-1.04667,-1.04190,-1.08350
101,1.31623,1.37089,1.32087
102,1.04446,1.05347,1.19944
103,0.80765,0.78535,0.77360
104,0.80898,0.78684,0.71158
105,0.59032,0.54622,0.52461
106,0.85971,0.84362,0.80532
107,1.02580,1.03206,1.05005
108,0.77529,0.74932,0.69728
109,0.92749,0.92006,0.89884
110,1.62836,1.74823,1.77666
111,0.51574,0.46568,0.39279
112,1.03205,1.03923,0.97844
113,0.98143,0.98135,1.09203
114,0.96953,0.96778,1.01192
115,0.73675,0.70661,0.65694
116,1.26269,1.30753,1.30994
117,0.42916,0.37317,0.26604
118,0.94389,0.93865,0.99951
119,1.18161,1.21236,1.24916
120,0.96696,0.96486,1.01842
121,1.24225,1.28346,1.25558
122,0.95410,0.95024,0.97709
123,0.41568,0.35886,0.40089
124,0.79532,0.77161,0.74007
125,1.22887,1.26772,1.18587
126,1.33268,1.39043,1.33089
127,0.69284,0.65820,0.62762
128,1.22329,1.26117,1.19701
129,1.04491,1.05400,1.00339
130,1.15202,1.17785,1.21886
131,1.16249,1.19005,1.16673
132,0.49670,0.44525,0.36680
133,0.74808,0.71915,0.75707
134,1.36776,1.43223,1.40862
135,0.64718,0.60814,0.71955
136,1.05960,1.07088,1.07787
137,0.28194,0.21827,0.20196
138,0.84755,0.82998,0.84872
139,0.83642,0.81750,0.83754
140,1.13198,1.15457,1.17001
141,0.75639,0.72836,0.71005
142,0.92077,0.91244,0.90173
143,1.21889,1.25600,1.26669
144,0.43575,0.38017,0.38954
145,0.75839,0.73056,0.79239
146,1.18405,1.21521,1.24225
147,1.07301,1.08633,1.09084
148,1.04936,1.05911,1.07806
149,0.89934,0.88823,1.01146
150,0.85461,0.83789,0.85752
151,0.88082,0.86735,0.82173
152,0.91466,0.90554,0.84661
153,0.97572,0.97483,0.93380
154,0.61641,0.57457,0.59471
155,0.39040,0.33209,0.42417
156,1.06508,1.07720,1.19735
157,1.10799,1.12675,1.07480
158,0.50874,0.45817,0.40341
159,0.84309,0.82497,0.78270
160,1.41615,1.49019,1.45912
161,0.90267,0.89199,0.94161
162,1.65139,1.77660,1.69250
163,0.90191,0.89114,0.85654
164,0.82390,0.80350,0.89735
165,0.70122,0.66742,0.69613
166,1.40582,1.47779,1.45733
167,1.06572,1.07793,1.11978
168,0.90778,0.89776,0.92066
169,0.76272,0.73537,0.83740
170,1.39243,1.46174,1.40262
171,1.05936,1.07061,1.06762
172,0.59065,0.54657,0.53524
173,0.76593,0.73893,0.83169
174,1.39082,1.45981,1.43346
175,1.18123,1.21192,1.22495
176,0.90139,0.89054,0.80902
177,0.76168,0.73422,0.69350
178,0.73610,0.70589,0.68084
179,1.17651,1.20641,1.20141
180,0.69860,0.66453,0.63455
181,1.30250,1.35460,1.36687
182,1.35085,1.41206,1.38159
183,0.49587,0.44436,0.42660
184,1.18598,1.21747,1.17047
185,1.18715,1.21884,1.24746
186,0.86992,0.85509,0.82805
187,1.38012,1.44700,1.49468
188,1.16573,1.19383,1.15436
189,0.47194,0.41875,0.35695
190,0.53962,0.49138,0.43711
191,1.17968,1.21010,1.24907
192,1.13469,1.15771,1.25648
193,1.05382,1.06424,1.03597
194,0.73158,0.70090,0.70409
195,1.29423,1.34481,1.30829
196,0.88702,0.87434,0.86472
197,0.69831,0.66421,0.65074
198,0.91569,0.90670,0.97104
199,0.99613,0.99811,1.02249
200,0.89568,0.88411,0.86351
