id,rL,rLrL,rQvrai
1,-1.06341,-1.05123,-1.09056
2,-0.62848,-0.67099,-0.69493
3,-1.13508,-1.11124,-1.15895
4,-0.89187,-0.90456,-0.86995
5,-0.71330,-0.74732,-0.78551
6,-1.14980,-1.12347,-1.17842
7,-1.19556,-1.16128,-1.13622
8,-0.95560,-0.95955,-1.09014
9,-0.47323,-0.52857,-0.55280
10,-1.23763,-1.19579,-1.15953
11,-1.13294,-1.10945,-1.11429
12,-0.67464,-0.71266,-0.59440
13,-0.98971,-0.98874,-1.01098
14,-0.70123,-0.73652,-0.64198
15,-0.87065,-0.88612,-0.85583
16,-1.19899,-1.16411,-1.09236
17,-1.07815,-1.06363,-1.08554
18,-0.65255,-0.69275,-0.72145
19,-0.88426,-0.89795,-0.85470
20,-0.84330,-0.86225,-0.88217
21,-0.65306,-0.69321,-0.76285
22,-0.74480,-0.77540,-0.84967
23,-0.70594,-0.74073,-0.75021
24,-0.73015,-0.76235,-0.81620
25,-0.65831,-0.69795,-0.59711
26,-1.45069,-1.36654,-1.35678
27,-1.04868,-1.03880,-1.07091
28,-1.00083,-0.99822,-0.98590
29,-0.81102,-0.83394,-0.78076
30,-0.90787,-0.91843,-0.89323
31,-1.11173,-1.09177,-1.12017
32,-1.33057,-1.27109,-1.24186
33,-1.11702,-1.09618,-0.99500
34,-1.11602,-1.09535,-1.07167
35,-0.87580,-0.89060,-0.88607
36,-1.09110,-1.07450,-1.13390
37,-0.92021,-0.92909,-0.89542
38,-0.67788,-0.71557,-0.69515
39,-1.18250,-1.15052,-1.13323
40,-0.90416,-0.91521,-0.95783
41,-1.20060,-1.16543,-1.04142
42,-1.29186,-1.23988,-1.15786
43,-0.89364,-0.90610,-0.85854
44,-1.11091,-1.09108,-1.13825
45,-0.95520,-0.95921,-0.90255
46,-1.09084,-1.07428,-1.13451
47,-1.13533,-1.11144,-1.19681
48,-1.10120,-1.08296,-1.13663
49,-1.20731,-1.17095,-1.23339
50,-1.34733,-1.28453,-1.27717
51,-0.64962,-0.69011,-0.60374
52,-0.61104,-0.65517,-0.75036
53,-1.41294,-1.33677,-1.41942
54,-1.26200,-1.21565,-1.25151
55,-1.43488,-1.35410,-1.32527
56,-0.80586,-0.82941,-0.69801
57,-1.25531,-1.21021,-1.26294
58,-0.85833,-0.87538,-0.78631
59,-1.20838,-1.17183,-1.21463
60,-1.05287,-1.04234,-1.11108
61,-0.38796,-0.44884,-0.37710
62,-0.81490,-0.83735,-0.86841
63,-1.34477,-1.28248,-1.26302
64,-1.15607,-1.12866,-1.09538
65,-1.42460,-1.34599,-1.36056
66,-1.11463,-1.09419,-1.01893
67,-0.86412,-0.88043,-0.81919
68,-1.08137,-1.06633,-1.08432
69,-0.76645,-0.79461,-0.82152
70,-0.69454,-0.73053,-0.73932
71,-1.31181,-1.25599,-1.23426
72,-0.89370,-0.90615,-0.83202
73,-0.68790,-0.72457,-0.79018
74,-0.84136,-0.86056,-0.76826
75,-0.88674,-0.90011,-0.92233
76,-1.21675,-1.17869,-1.22789
77,-1.04575,-1.03633,-1.00303
78,-1.11627,-1.09556,-1.07892
79,-0.77093,-0.79857,-0.79197
80,-0.52877,-0.57992,-0.60456
81,-0.76518,-0.79348,-0.80884
82,-1.10682,-1.08766,-1.06958
83,-0.86977,-0.88535,-0.90165
84,-0.87759,-0.89216,-0.85970
85,-1.10185,-1.08351,-1.07876
86,-0.58776,-0.63398,-0.68930
87,-0.72890,-0.76124,-0.81663
88,-0.89543,-0.90765,-0.97561
89,-1.06580,-1.05324,-0.92768
90,-1.02128,-1.01561,-1.07779
91,-0.65334,-0.69347,-0.70035
92,-1.22619,-1.18643,-1.18797
93,-0.63902,-0.68053,-0.61114
94,-1.06287,-1.05078,-1.04193
95,-1.31496,-1.25853,-1.27615
96,-0.52633,-0.57768,-0.57569
97,-0.91364,-0.92341,-0.94854
98,-1.05339,-1.04278,-1.04064
99,-0.78125,-0.80770,-0.81535
100,-0.89364,-0.90609,-0.89562
101,0.92161,0.90901,0.95567
102,1.37707,1.44001,1.42078
103,0.97619,0.97105,0.98997
104,0.98153,0.97714,0.96622
105,0.39545,0.33333,0.31274
106,0.47528,0.41807,0.38067
107,0.84504,0.82272,0.75699
108,1.14074,1.16071,1.12526
109,1.12716,1.14490,1.18929
110,1.46593,1.54713,1.52836
111,0.61415,0.56771,0.50188
112,1.29416,1.34109,1.42739
113,0.62161,0.57582,0.52411
114,0.62333,0.57769,0.63400
115,1.18653,1.21418,1.25979
116,1.01514,1.01558,1.08551
117,0.82876,0.80449,0.82746
118,1.04149,1.04583,1.11806
119,1.08864,1.10022,1.01642
120,0.91940,0.90651,0.93404
121,1.36084,1.42056,1.41345
122,0.72047,0.68416,0.66762
123,1.35241,1.41049,1.43727
124,1.08317,1.09390,1.05290
125,1.17390,1.19939,1.24846
126,0.82188,0.79679,0.71449
127,1.19884,1.22860,1.25559
128,1.31440,1.36515,1.35227
129,1.15367,1.17577,1.10767
130,0.68218,0.64204,0.66580
131,1.07332,1.08251,1.16275
132,0.56287,0.51212,0.47206
133,1.24856,1.28711,1.36805
134,1.47252,1.55513,1.57966
135,0.91523,0.90180,0.85413
136,0.74861,0.71527,0.63493
137,1.41944,1.49094,1.43515
138,1.04750,1.05275,1.03646
139,0.96944,0.96335,0.89436
140,0.74438,0.71058,0.77002
141,1.24705,1.28533,1.32227
142,0.80551,0.77851,0.75427
143,0.67726,0.63663,0.57716
144,0.44977,0.39090,0.36638
145,1.12510,1.14250,1.15472
146,0.94238,0.93257,0.86291
147,1.28809,1.33389,1.35187
