id,rL,rLrL,rQvrai
1,-0.81098,-0.83603,-0.90278
2,-1.32757,-1.26755,-1.22383
3,-0.90457,-0.91724,-0.91998
4,-1.13757,-1.11360,-1.13654
5,-0.62980,-0.67501,-0.56201
6,-0.79126,-0.81875,-0.69318
7,-1.14283,-1.11793,-1.09422
8,-1.10274,-1.08477,-1.09366
9,-0.83923,-0.86069,-0.83595
10,-0.89377,-0.90794,-0.83634
11,-1.34764,-1.28349,-1.30233
12,-1.05111,-1.04170,-1.09891
13,-0.75134,-0.78359,-0.77507
14,-0.90772,-0.91995,-0.92551
15,-1.20540,-1.16919,-1.15230
16,-0.75873,-0.79012,-0.72119
17,-0.48941,-0.54678,-0.55115
18,-1.06175,-1.05061,-1.05368
19,-0.88514,-0.90050,-0.91461
20,-1.14148,-1.11682,-1.15710
21,-0.94169,-0.94908,-0.94439
22,-0.85854,-0.87747,-0.91938
23,-0.34740,-0.41401,-0.41346
24,-1.37726,-1.30691,-1.22685
25,-1.28238,-1.23144,-1.18117
26,-0.58523,-0.63463,-0.64889
27,-0.91215,-0.92377,-0.94111
28,-0.94904,-0.95536,-0.95723
29,-0.96935,-0.97267,-0.99850
30,-0.71487,-0.75124,-0.81926
31,-0.82746,-0.85043,-0.83186
32,-0.45192,-0.51203,-0.51092
33,-1.71126,-1.56161,-1.64385
34,-0.92044,-0.93088,-0.93122
35,-1.35193,-1.28689,-1.33613
36,-0.89112,-0.90566,-0.94841
37,-0.74212,-0.77543,-0.78740
38,-1.05434,-1.04441,-0.99040
39,-0.97299,-0.97576,-0.91087
40,-0.95438,-0.95992,-0.98302
41,-0.88441,-0.89987,-0.87468
42,-1.09383,-1.07737,-1.06178
43,-0.61788,-0.66424,-0.68632
44,-1.16345,-1.13489,-1.13536
45,-0.97909,-0.98095,-0.89591
46,-1.19871,-1.16374,-1.21073
47,-0.59746,-0.64574,-0.68863
48,-0.51786,-0.57302,-0.59672
49,-0.60958,-0.65673,-0.63421
50,-1.16972,-1.14003,-1.14627
51,-0.71276,-0.74936,-0.77564
52,-0.49237,-0.54952,-0.62437
53,-1.07820,-1.06435,-1.15765
54,-1.07771,-1.06394,-1.11004
55,-1.01255,-1.00928,-1.05378
56,-1.18064,-1.14898,-1.20455
57,-0.80418,-0.83008,-0.74064
58,-0.76083,-0.79196,-0.53275
59,-1.14804,-1.12222,-1.14350
60,-0.80605,-0.83172,-0.87421
61,-0.85922,-0.87806,-0.83775
62,-0.75147,-0.78370,-0.85986
63,-0.63166,-0.67669,-0.68566
64,-0.84558,-0.86622,-0.86431
65,-1.11610,-1.09585,-1.08675
66,-1.49500,-1.39865,-1.39296
67,-0.91390,-0.92526,-0.95906
68,-1.17583,-1.14504,-1.10130
69,-0.95004,-0.95622,-0.99495
70,-1.13858,-1.11442,-1.16328
71,-1.02365,-1.01863,-0.88040
72,-0.76065,-0.79181,-0.82732
73,-0.92272,-0.93283,-1.04352
74,-1.31277,-1.25576,-1.34611
75,-1.24582,-1.20199,-1.19178
76,-1.05081,-1.04146,-0.98187
77,-1.04217,-1.03420,-1.07686
78,-0.81506,-0.83961,-0.81287
79,-1.26937,-1.22098,-1.24468
80,-0.87869,-0.89492,-0.85256
81,-0.78455,-0.81286,-0.75892
82,-0.59174,-0.64055,-0.69277
83,-1.34971,-1.28514,-1.29055
84,-1.44212,-1.35770,-1.25446
85,-1.57387,-1.45891,-1.50261
86,-1.59577,-1.47547,-1.50188
87,-0.76039,-0.79157,-0.79767
88,-0.75292,-0.78499,-0.77852
89,-0.58821,-0.63734,-0.59560
90,-1.16583,-1.13684,-1.02647
91,-0.93981,-0.94748,-1.08231
92,-0.81852,-0.84262,-0.79574
93,-1.02059,-1.01605,-1.01915
94,-0.86023,-0.87893,-0.88562
95,-1.08580,-1.07069,-1.13462
96,-0.92165,-0.93192,-0.87329
97,-0.96500,-0.96897,-0.85544
98,-0.97978,-0.98153,-0.96842
99,-1.13625,-1.11251,-1.06397
100,-0.75798,-0.78945,-0.79626
101,0.35563,0.28880,0.35808
102,1.58455,1.69910,1.74088
103,1.04159,1.04748,0.95744
104,0.35774,0.29102,0.24924
105,1.10861,1.12548,1.01273
106,0.97056,0.96558,0.94959
107,1.22051,1.25722,1.21273
108,0.97237,0.96766,0.87273
109,1.25194,1.29457,1.35191
110,1.03870,1.04413,0.94015
111,0.59418,0.54447,0.41935
112,0.91276,0.89950,0.84784
113,1.21879,1.25518,1.29041
114,0.71293,0.67499,0.64665
115,1.33723,1.39669,1.39729
116,0.93897,0.92941,0.95200
117,1.08544,1.09843,1.19874
118,1.05799,1.06650,1.00430
119,1.05841,1.06699,1.05408
120,0.90285,0.88822,0.85851
121,1.03518,1.04006,1.09872
122,1.36437,1.42942,1.42975
123,0.93684,0.92697,1.01102
124,1.15054,1.17461,1.13777
125,0.98298,0.97984,1.05234
126,0.64158,0.59631,0.63508
127,0.30327,0.23384,0.20172
128,1.00027,0.99974,1.01924
129,1.06313,1.07247,1.12895
130,0.78948,0.76027,0.79734
131,1.34124,1.40151,1.35926
132,0.77136,0.74000,0.76732
133,1.11176,1.12916,1.17107
134,0.58124,0.53038,0.50429
135,1.34072,1.40089,1.30857
136,1.20176,1.23501,1.18972
137,0.59822,0.54887,0.55469
138,1.02988,1.03393,1.11672
139,1.31019,1.36419,1.34194
140,1.04823,1.05518,1.07165
141,0.70603,0.66735,0.62139
142,0.97384,0.96934,0.94243
143,1.37382,1.44084,1.49465
144,0.91730,0.90467,0.84728
145,0.95716,0.95021,0.90787
146,0.48652,0.42800,0.42221
147,1.45807,1.54327,1.43527
148,0.85119,0.82968,0.88174
149,0.87086,0.85192,0.74627
150,0.53139,0.47632,0.46108
151,0.93004,0.91920,0.97149
152,1.10034,1.11581,1.15773
153,0.96715,0.96167,0.99150
154,0.99133,0.98945,0.93138
155,0.52975,0.47456,0.48390
156,0.94091,0.93162,1.00023
157,1.08744,1.10077,1.12351
158,0.70210,0.66299,0.67352
159,0.61095,0.56277,0.53747
160,1.26417,1.30914,1.33633
161,1.39263,1.46362,1.51355
162,0.87185,0.85304,0.84428
163,0.67469,0.63272,0.67351
164,0.92679,0.91549,0.88495
165,0.75755,0.72459,0.66966
166,0.59196,0.54205,0.49330
167,0.96654,0.96096,1.00074
168,1.07229,1.08312,1.10477
169,1.40773,1.48193,1.46835
170,1.12920,1.14958,1.12710
171,0.54777,0.49404,0.54367
172,0.79771,0.76949,0.71163
173,0.76410,0.73189,0.70461
174,1.13073,1.15137,1.33237
175,0.87984,0.86209,0.83707
176,1.14418,1.16714,1.16638
177,0.80827,0.78134,0.88160
178,0.78316,0.75319,0.74934
179,1.23768,1.27760,1.33304
180,0.64442,0.59942,0.59568
181,1.08672,1.09992,1.13535
182,0.70461,0.66577,0.72973
183,1.07990,1.09198,1.08426
184,0.99954,0.99891,1.13537
185,0.95564,0.94847,0.89496
186,0.69751,0.65792,0.65042
187,1.04198,1.04794,1.01371
188,1.31377,1.36849,1.42572
189,1.04294,1.04905,1.06016
190,1.28598,1.33519,1.26922
191,1.10730,1.12394,1.13050
192,0.78108,0.75086,0.80198
193,0.96594,0.96028,0.89946
194,1.23678,1.27654,1.24402
195,0.78161,0.75146,0.75212
196,1.61849,1.74133,1.68285
197,1.11627,1.13443,1.07365
198,0.80016,0.77224,0.73884
199,0.72538,0.68880,0.66681
200,0.74605,0.71177,0.69668
