id,rL,rLrL,rQvrai
1,-1.44707,-1.36613,-1.40746
2,-0.80570,-0.83235,-0.81883
3,-0.70566,-0.74354,-0.78541
4,-1.35504,-1.29332,-1.28543
5,-0.95084,-0.95854,-1.00552
6,-0.97114,-0.97593,-1.01839
7,-0.70289,-0.74106,-0.78163
8,-0.64434,-0.68836,-0.72148
9,-0.61495,-0.66171,-0.66981
10,-0.53502,-0.58859,-0.64020
11,-0.93092,-0.94140,-0.95629
12,-1.36992,-1.30518,-1.30610
13,-0.66504,-0.70705,-0.74213
14,-0.97375,-0.97817,-0.89179
15,-0.95604,-0.96300,-1.03382
16,-0.78856,-0.81724,-0.81034
17,-1.15328,-1.12927,-1.21581
18,-1.03973,-1.03426,-1.03326
19,-1.14280,-1.12058,-1.08886
20,-1.24612,-1.20552,-1.26292
21,-0.85659,-0.87695,-0.87044
22,-1.46390,-1.37930,-1.38201
23,-1.06414,-1.05485,-1.10216
24,-0.42724,-0.48848,-0.35977
25,-1.38949,-1.32072,-1.36154
26,-0.79003,-0.81854,-0.90145
27,-1.26241,-1.21876,-1.17417
28,-0.98391,-0.98685,-0.85523
29,-1.43645,-1.35779,-1.07772
30,-1.29737,-1.24705,-1.28673
31,-0.91221,-0.92526,-0.89211
32,-1.13912,-1.11753,-1.17809
33,-0.79540,-0.82327,-0.71817
34,-1.18437,-1.15495,-1.07179
35,-1.08718,-1.07420,-1.12119
36,-0.55692,-0.60873,-0.56457
37,-0.81236,-0.83821,-0.82774
38,-1.15715,-1.13248,-1.09112
39,-0.64491,-0.68888,-0.64174
40,-0.80261,-0.82963,-0.87672
41,-0.53460,-0.58821,-0.69293
42,-1.28123,-1.23402,-1.28339
43,-0.36346,-0.42842,-0.44879
44,-0.61350,-0.66040,-0.66949
45,-1.03857,-1.03328,-1.08210
46,-0.75465,-0.78722,-0.72021
47,-1.45615,-1.37324,-1.44129
48,-0.80599,-0.83261,-0.77294
49,-0.83294,-0.85627,-0.79626
50,-0.80243,-0.82947,-0.88262
51,-0.93927,-0.94859,-0.96320
52,-1.07617,-1.06496,-1.13018
53,-1.20782,-1.17422,-1.05617
54,-1.45431,-1.37180,-1.37055
55,-0.86829,-0.88716,-0.87151
56,-0.92816,-0.93903,-0.91178
57,-0.01888,-0.09338,-0.10253
58,-1.11444,-1.09699,-1.12300
59,-0.23573,-0.30629,-0.31928
60,-0.74961,-0.78274,-0.84235
61,-0.78554,-0.81458,-0.81545
62,-1.41776,-1.34308,-1.37968
63,-1.32783,-1.27155,-1.25114
64,-1.03667,-1.03167,-0.89525
65,-0.91221,-0.92525,-0.87296
66,-1.19680,-1.16517,-1.21765
67,-0.91580,-0.92836,-0.86180
68,-1.09205,-1.07828,-1.01890
69,-0.65848,-0.70113,-0.69807
70,-0.96583,-0.97139,-0.93114
71,-1.72168,-1.57583,-1.43107
72,-0.61588,-0.66256,-0.69803
73,-1.67477,-1.54081,-1.57969
74,-0.98636,-0.98893,-1.01011
75,-0.98477,-0.98758,-0.96242
76,-0.92685,-0.93790,-1.00448
77,-0.67080,-0.71224,-0.76685
78,-0.81513,-0.84064,-0.86482
79,-1.18692,-1.15705,-1.22540
80,-0.91268,-0.92567,-0.91282
81,-0.67892,-0.71954,-0.80395
82,-0.76179,-0.79355,-0.83719
83,-0.81991,-0.84484,-0.76298
84,-0.96829,-0.97350,-1.01191
85,-0.75630,-0.78868,-0.84794
86,-0.87111,-0.88961,-0.94520
