id,rL,rLrL,rQvrai
1,-0.90830,-0.92096,-0.95615
2,-0.35003,-0.41347,-0.47867
3,-1.51741,-1.42304,-1.36513
4,-0.76663,-0.79645,-0.71807
5,-1.42005,-1.34641,-1.39293
6,-0.99162,-0.99281,-1.05860
7,-1.16649,-1.14035,-1.05669
8,-1.19656,-1.16528,-1.21545
9,-0.64261,-0.68507,-0.79783
10,-1.12112,-1.10250,-1.00366
11,-0.92893,-0.93884,-1.01109
12,-0.87491,-0.89187,-0.86240
13,-0.93104,-0.94066,-0.91308
14,-1.02558,-1.02181,-1.04394
15,-0.77615,-0.80491,-0.83090
16,-1.28100,-1.23456,-1.27245
17,-0.66728,-0.70741,-0.78041
18,-0.98485,-0.98701,-0.86766
19,-1.22806,-1.19125,-1.19338
20,-0.89127,-0.90614,-0.96074
21,-1.17911,-1.15083,-1.07995
22,-0.91074,-0.92307,-0.80862
23,-0.84421,-0.86499,-0.88341
24,-1.33043,-1.27464,-1.14204
25,-0.99842,-0.99863,-0.94754
26,-1.19317,-1.16248,-1.23312
27,-0.65861,-0.69957,-0.72454
28,-0.93205,-0.94154,-0.94749
29,-0.80279,-0.82850,-0.84178
30,-0.82067,-0.84428,-0.81996
31,-1.45077,-1.37074,-1.27113
32,-0.50479,-0.55868,-0.61031
33,-0.79932,-0.82544,-0.73297
34,-0.62208,-0.66642,-0.69666
35,-0.46862,-0.52505,-0.50531
36,-1.06063,-1.05157,-1.11310
37,-0.83330,-0.85541,-0.89998
38,-0.76523,-0.79521,-0.72578
39,-0.38303,-0.44472,-0.45645
40,-1.21515,-1.18062,-1.28690
41,-1.03128,-1.02667,-1.11766
42,-0.79335,-0.82016,-0.82121
43,-0.92724,-0.93738,-0.92016
44,-0.92509,-0.93552,-0.89823
45,-1.65624,-1.52995,-1.55867
46,-1.10882,-1.09219,-1.03829
47,-0.56617,-0.61532,-0.64432
48,-1.21297,-1.17883,-1.19430
49,-0.87430,-0.89134,-0.88319
50,-1.09804,-1.08313,-1.02471
51,-0.90083,-0.91446,-0.88471
52,-0.96428,-0.96934,-0.93531
53,-1.10973,-1.09295,-1.05745
54,-1.11969,-1.10130,-1.12284
55,-0.72629,-0.76047,-0.70559
56,-1.15530,-1.13105,-1.10268
57,-1.05403,-1.04598,-0.95143
58,-0.86609,-0.88416,-0.92956
59,-1.01494,-1.01274,-1.06213
60,-0.59483,-0.64157,-0.63877
61,-1.14599,-1.12329,-1.06058
62,-1.00725,-1.00618,-1.00846
63,-0.69435,-0.73182,-0.76054
64,-1.14782,-1.12482,-1.13347
65,-0.79373,-0.82050,-0.83926
66,-1.38884,-1.32155,-1.30738
67,-0.98451,-0.98672,-1.01132
68,-0.99547,-0.99611,-0.98674
69,-1.32580,-1.27090,-1.25730
70,-1.14668,-1.12386,-1.09670
71,-0.83594,-0.85773,-0.81553
72,-1.14376,-1.12143,-1.16731
73,-0.85966,-0.87854,-0.92268
74,-0.98634,-0.98829,-0.94348
75,-0.89803,-0.91203,-0.89148
76,-0.10154,-0.17304,-0.16311
77,-1.05206,-1.04431,-1.03664
78,-1.32700,-1.27187,-1.25697
79,-0.57543,-0.62381,-0.59913
80,-1.04423,-1.03767,-1.08205
81,-1.22037,-1.18492,-1.14600
82,-0.88628,-0.90179,-0.92736
83,-1.34952,-1.29003,-1.34881
84,-1.14241,-1.12030,-0.97165
85,-0.83849,-0.85996,-0.86085
86,-0.80333,-0.82899,-0.82609
87,-0.98457,-0.98677,-1.02688
88,-1.26060,-1.21792,-1.22599
89,-0.59976,-0.64607,-0.64033
90,-0.39846,-0.45929,-0.52871
91,-0.67308,-0.71265,-0.70841
92,-0.82363,-0.84689,-0.74100
93,-0.84033,-0.86159,-0.87396
94,-1.15400,-1.12996,-1.17085
95,-0.81933,-0.84311,-0.91303
96,-1.51978,-1.42489,-1.41372
97,-1.21696,-1.18211,-1.09944
98,-1.10985,-1.09305,-1.14232
99,-0.48867,-0.54372,-0.63082
100,-1.38371,-1.31745,-1.41684
101,1.18163,1.21116,1.19479
102,1.11111,1.12888,1.12428
103,1.24301,1.28336,1.37563
104,1.21657,1.25219,1.35027
105,0.82208,0.79920,0.75801
106,1.26619,1.31077,1.31794
107,0.84509,0.82500,0.73162
108,0.97892,0.97660,0.90374
109,0.23065,0.16238,0.13120
110,0.78223,0.75470,0.77916
111,0.85557,0.83678,0.90297
112,1.29903,1.34974,1.32162
113,0.86250,0.84458,0.88676
114,1.32367,1.37907,1.34817
115,0.70054,0.66419,0.64730
116,0.82974,0.80778,0.80297
117,0.67089,0.63158,0.64407
118,1.03422,1.04000,1.06277
119,0.50681,0.45341,0.38527
120,1.40467,1.47614,1.41887
121,1.26830,1.31327,1.27023
122,0.87349,0.85695,0.94579
123,0.91310,0.90172,1.00752
124,0.71905,0.68461,0.64091
125,0.83665,0.81553,0.83541
126,1.39713,1.46707,1.43201
127,0.78095,0.75327,0.66659
128,0.60434,0.55884,0.60294
129,0.76619,0.73685,0.68542
130,0.55560,0.50599,0.45720
131,0.87517,0.85885,0.91398
132,1.10911,1.12656,1.12147
133,0.87386,0.85737,0.89175
134,0.99176,0.99128,1.09572
135,0.95040,0.94408,0.98170
136,0.91821,0.90750,0.98911
137,1.53614,1.63572,1.59528
138,1.12656,1.14684,1.18500
139,1.11869,1.13769,1.09379
140,0.71936,0.68495,0.68840
141,1.05603,1.06512,0.89683
142,1.13259,1.15387,1.08474
143,1.19552,1.22744,1.19137
144,1.22672,1.26414,1.34398
145,0.87392,0.85744,0.89560
146,0.75437,0.72372,0.63287
147,0.73140,0.69827,0.67027
148,1.31585,1.36975,1.37504
149,1.05641,1.06556,1.09718
150,1.05019,1.05839,1.03471
151,1.17340,1.20153,1.15998
152,0.51099,0.45790,0.41065
153,1.25120,1.29304,1.22564
154,0.79121,0.76471,0.64654
155,1.48995,1.57936,1.64411
156,0.62893,0.58564,0.52011
157,1.04157,1.04846,1.00752
158,1.22709,1.26459,1.21156
159,1.28032,1.32752,1.35332
160,0.91926,0.90869,0.87075
161,1.20442,1.23791,1.32994
162,1.38242,1.44938,1.51537
163,0.80456,0.77961,0.74283
164,0.63610,0.59347,0.60176
165,0.49542,0.44119,0.43967
166,0.60781,0.56262,0.57232
167,0.73358,0.70068,0.64109
168,1.30291,1.35435,1.34157
169,0.77116,0.74237,0.74538
170,1.08242,1.09562,1.14870
171,1.06175,1.07172,1.02898
172,0.93428,0.92574,0.95857
173,0.96912,0.96541,0.98504
174,1.08820,1.10231,1.10343
175,1.07436,1.08629,1.07113
176,0.82747,0.80524,0.87757
177,1.11452,1.13284,1.16261
178,0.97903,0.97672,0.96247
179,0.52541,0.47341,0.39079
180,1.15695,1.18228,1.13488
181,0.83890,0.81805,0.79896
182,0.82382,0.80115,0.88008
183,1.05564,1.06466,1.10664
184,0.55537,0.50574,0.50395
185,0.83485,0.81351,0.83124
186,1.05542,1.06442,1.04205
187,0.89860,0.88531,0.84997
188,1.38200,1.44888,1.44651
189,1.00058,1.00137,1.00471
190,0.79669,0.77082,0.87146
191,0.47919,0.42381,0.45422
192,0.98686,0.98567,0.87344
193,0.82772,0.80552,0.75090
194,0.72471,0.69086,0.64643
195,0.80459,0.77964,0.80669
196,1.30518,1.35706,1.39788
197,1.15058,1.17485,1.20174
198,1.00984,1.01199,1.08268
199,0.78464,0.75738,0.81839
200,1.23694,1.27620,1.36827
