id,rL,rLrL,rQvrai
1,-1.09833,-1.08231,-1.05295
2,-0.85688,-0.87607,-0.85190
3,-1.47840,-1.38935,-1.43069
4,-0.60784,-0.65426,-0.68049
5,-0.87935,-0.89563,-0.94680
6,-1.20617,-1.17161,-1.13790
7,-1.21157,-1.17604,-1.23177
8,-0.83625,-0.85805,-0.83061
9,-0.87689,-0.89349,-0.81133
10,-1.32895,-1.27118,-1.30321
11,-0.99685,-0.99668,-0.97983
12,-0.17954,-0.25119,-0.25081
13,-0.98079,-0.98299,-0.89189
14,-0.89483,-0.90906,-0.87535
15,-0.47357,-0.53084,-0.50033
16,-1.06747,-1.05643,-1.03244
17,-1.43715,-1.35706,-1.28131
18,-0.93399,-0.94288,-0.92628
19,-1.29077,-1.24046,-1.13734
20,-0.83351,-0.85565,-0.87262
21,-1.44119,-1.36024,-1.31223
22,-1.27742,-1.22966,-1.20327
23,-0.87476,-0.89164,-0.88580
24,-0.72288,-0.75787,-0.75895
25,-0.88720,-0.90244,-0.85171
26,-0.71752,-0.75308,-0.84403
27,-1.24633,-1.20443,-1.29306
28,-0.74018,-0.77328,-0.80208
29,-0.96145,-0.96645,-0.92247
30,-1.35158,-1.28928,-1.22429
31,-1.27238,-1.22558,-1.24747
32,-1.15116,-1.12627,-1.13317
33,-0.71875,-0.75418,-0.73645
34,-0.77637,-0.80537,-0.78510
35,-1.08510,-1.07123,-1.08707
36,-1.39929,-1.32721,-1.32866
37,-0.64788,-0.69055,-0.66906
38,-0.53783,-0.59024,-0.60348
39,-0.97908,-0.98153,-0.99984
40,-0.95342,-0.95957,-0.87372
41,-1.05657,-1.04725,-1.03577
42,-0.75111,-0.78299,-0.78917
43,-0.90824,-0.92067,-0.86241
44,-1.04144,-1.03450,-1.06226
45,-0.37036,-0.43414,-0.40314
46,-0.90908,-0.92139,-0.94236
47,-0.58605,-0.63441,-0.57609
48,-1.11062,-1.09257,-1.09071
49,-1.21731,-1.18074,-1.13619
50,-0.99684,-0.99667,-1.09041
51,-0.89000,-0.90488,-0.93958
52,-1.00306,-1.00197,-1.06329
53,-0.79705,-0.82362,-0.89956
54,-1.55425,-1.44805,-1.45750
55,-1.21825,-1.18151,-1.14924
56,-0.77369,-0.80301,-0.72438
57,-1.52659,-1.42674,-1.37620
58,-0.71509,-0.75091,-0.71051
59,-0.80967,-0.83473,-0.80366
60,-0.76145,-0.79217,-0.70612
61,-1.61638,-1.49549,-1.48425
62,-0.77406,-0.80333,-0.79096
63,-0.71251,-0.74861,-0.77306
64,-1.16969,-1.14159,-1.18853
65,-1.01773,-1.01442,-1.12049
66,-0.95798,-0.96348,-1.02855
67,-0.20863,-0.27943,-0.30321
68,-1.31359,-1.25884,-1.26009
69,-1.50950,-1.41352,-1.44968
70,-0.85986,-0.87867,-0.92331
71,-0.80253,-0.82845,-0.84211
72,-1.32026,-1.26421,-1.24222
73,-0.90435,-0.91730,-0.92464
74,-0.80937,-0.83447,-0.85910
75,-0.26343,-0.33228,-0.26515
76,-0.88380,-0.89950,-0.89067
77,-1.00648,-1.00488,-0.99315
78,-1.02707,-1.02234,-1.07987
79,-0.72496,-0.75972,-0.78540
80,-1.00786,-1.00604,-0.91384
81,-1.10956,-1.09169,-1.08131
