id,rL,rLrL,rQvrai
1,-0.80183,-0.82638,-0.72413
2,-0.79740,-0.82247,-0.88239
3,-0.77745,-0.80482,-0.86994
4,-0.69136,-0.72799,-0.63213
5,-1.16297,-1.13567,-1.16392
6,-0.94925,-0.95492,-0.99475
7,-1.07778,-1.06441,-1.04305
8,-1.61186,-1.49375,-1.58689
9,-0.77910,-0.80628,-0.79066
10,-1.22538,-1.18720,-1.12733
11,-1.14416,-1.12002,-1.05990
12,-0.92593,-0.93479,-0.91430
13,-0.97905,-0.98051,-1.01280
14,-0.72196,-0.75542,-0.78978
15,-1.49893,-1.40641,-1.39598
16,-0.67715,-0.71521,-0.77182
17,-0.97894,-0.98042,-0.91060
18,-1.56471,-1.45751,-1.45620
19,-0.96614,-0.96944,-1.06536
20,-1.34264,-1.28249,-1.31244
21,-1.05214,-1.04276,-0.99505
22,-0.91719,-0.92723,-0.92087
23,-0.65615,-0.69627,-0.66473
24,-0.67474,-0.71304,-0.68780
25,-1.13845,-1.11526,-1.11539
26,-0.98829,-0.98843,-0.98048
27,-0.57460,-0.62209,-0.63138
28,-0.17702,-0.24664,-0.23262
29,-0.80492,-0.82911,-0.89163
30,-0.86449,-0.88140,-0.84993
31,-1.21454,-1.17829,-1.12347
32,-0.92707,-0.93578,-0.96000
33,-1.03126,-1.02506,-0.98620
34,-1.09574,-1.07952,-1.08205
35,-1.39854,-1.32722,-1.28788
36,-1.05595,-1.04598,-0.87493
37,-1.24568,-1.20384,-1.26094
38,-0.82816,-0.84957,-0.92735
39,-0.65975,-0.69952,-0.61705
40,-1.24451,-1.20288,-1.24095
41,-0.93663,-0.94403,-0.95518
42,-0.68541,-0.72265,-0.73195
43,-1.28463,-1.23560,-1.32122
44,-0.67662,-0.71474,-0.66931
45,-1.56018,-1.45401,-1.41768
46,-0.30194,-0.36707,-0.45983
47,-0.92118,-0.93069,-0.83334
48,-0.94869,-0.95444,-0.99752
49,-1.28159,-1.23312,-1.22088
50,-0.86868,-0.88505,-0.84591
51,-1.42659,-1.34950,-1.32867
52,-1.38113,-1.31334,-1.35029
53,-1.34681,-1.28585,-1.32163
54,-0.90061,-0.91285,-0.93837
55,-0.80278,-0.82722,-0.79486
56,-0.85744,-0.87524,-0.84140
57,-1.15882,-1.13222,-1.16815
58,-0.90128,-0.91344,-0.91896
59,-0.66863,-0.70753,-0.72093
60,-0.70978,-0.74453,-0.76851
61,-1.14798,-1.12320,-1.15992
62,-0.75372,-0.78376,-0.83181
63,-0.81640,-0.83922,-0.81966
64,-0.66586,-0.70504,-0.66789
65,-0.69929,-0.73512,-0.64081
66,-0.69011,-0.72688,-0.75711
67,-0.59774,-0.64323,-0.69541
68,-0.96933,-0.97218,-0.98313
69,-0.94371,-0.95014,-0.93841
70,-1.26109,-1.21643,-1.22760
71,-1.09097,-1.07551,-1.04946
72,-0.88996,-0.90360,-1.00465
73,-0.99821,-0.99691,-0.96520
74,-1.03435,-1.02768,-0.99234
75,-0.51999,-0.57188,-0.57860
76,-0.89398,-0.90710,-0.97810
77,-1.25714,-1.21320,-1.15264
78,-1.26503,-1.21964,-1.21202
79,-0.89517,-0.90813,-0.94898
80,-0.60568,-0.65047,-0.63914
81,-0.52627,-0.57768,-0.58442
82,-0.92307,-0.93232,-0.94157
83,-0.90888,-0.92003,-0.90691
84,-0.62956,-0.67219,-0.65666
85,-0.83430,-0.85497,-0.92635
86,-0.85315,-0.87149,-0.86928
87,-1.51583,-1.41960,-1.40270
88,-1.24066,-1.19972,-1.23569
89,-0.94224,-0.94887,-1.06272
90,-1.36966,-1.30417,-1.23992
91,-0.93745,-0.94474,-0.86061
92,-0.80702,-0.83096,-0.84854
93,-0.67864,-0.71656,-0.68706
94,-0.55841,-0.60724,-0.54518
95,-0.78211,-0.80895,-0.76804
96,-0.43931,-0.49691,-0.47973
97,-1.56255,-1.45584,-1.46518
98,-1.01136,-1.00813,-0.99011
99,-1.19838,-1.16497,-1.11128
100,-0.93533,-0.94291,-0.99433
101,0.66103,0.61980,0.64274
102,0.79706,0.77004,0.76201
103,1.20084,1.23179,1.22961
104,0.76475,0.73411,0.68144
105,1.19111,1.22039,1.30457
106,1.31419,1.36567,1.30772
107,1.14654,1.16832,1.23371
108,1.58847,1.69731,1.60525
109,0.58345,0.53532,0.55297
110,1.35960,1.41982,1.42067
111,0.66786,0.62728,0.66607
112,0.89928,0.88470,0.93653
113,1.01844,1.02027,0.98211
114,1.18225,1.21001,1.27717
115,1.09465,1.10807,1.14393
116,0.83329,0.81050,0.79282
117,1.14291,1.16409,1.09579
118,0.86139,0.84202,0.77634
119,0.95652,0.94957,0.89571
120,1.02926,1.03269,0.98297
121,0.89440,0.87919,0.86923
122,1.05486,1.06212,1.06523
123,0.96935,0.96417,1.09649
124,0.70390,0.66685,0.68839
125,1.47612,1.56015,1.57101
126,0.44894,0.39090,0.48928
127,0.44336,0.38496,0.33996
128,1.05792,1.06565,1.11119
129,0.80768,0.78188,0.83702
