id,rL,rLrL,rQvrai
1,-0.75031,-0.78125,-0.70678
2,-1.02796,-1.02299,-1.03664
3,-0.55274,-0.60243,-0.65886
4,-0.82530,-0.84765,-0.86737
5,-1.11499,-1.09647,-1.15000
6,-1.02316,-1.01891,-0.97686
7,-0.76367,-0.79314,-0.74802
8,-1.51940,-1.42349,-1.37087
9,-1.20055,-1.16763,-1.25572
10,-0.96970,-0.97320,-1.03181
11,-0.61195,-0.65662,-0.60247
12,-0.56897,-0.61734,-0.64021
13,-0.83367,-0.85501,-0.86013
14,-0.68950,-0.72682,-0.77289
15,-1.00714,-1.00525,-0.99253
16,-0.99293,-0.99311,-0.94691
17,-1.03191,-1.02635,-1.06845
18,-0.68982,-0.72710,-0.66706
19,-0.76433,-0.79372,-0.78885
20,-0.98108,-0.98296,-1.01209
21,-1.14079,-1.11804,-1.14925
22,-0.95291,-0.95876,-0.99424
23,-1.37050,-1.30583,-1.21633
24,-1.25819,-1.21497,-1.17672
25,-0.94258,-0.94984,-0.97558
26,-0.70259,-0.73858,-0.74570
27,-0.65978,-0.70002,-0.65265
28,-0.52651,-0.57827,-0.47255
29,-0.86708,-0.88428,-0.85804
30,-0.89229,-0.90627,-0.95095
31,-0.49187,-0.54620,-0.54780
32,-0.88661,-0.90132,-0.86865
33,-0.88071,-0.89618,-0.82790
34,-0.89676,-0.91015,-0.91990
35,-0.92043,-0.93070,-0.96768
36,-1.67612,-1.54384,-1.56371
37,-1.54051,-1.43990,-1.44309
38,-0.72040,-0.75454,-0.68546
39,-0.90679,-0.91887,-0.96765
40,-0.90138,-0.91417,-0.90766
41,-0.47405,-0.52964,-0.55678
42,-1.09194,-1.07712,-1.07804
43,-1.02871,-1.02363,-1.05009
44,-1.33950,-1.28094,-1.31048
45,-0.65231,-0.69326,-0.61367
46,-0.94620,-0.95297,-0.89725
47,-0.57797,-0.62558,-0.64754
48,-0.98397,-0.98544,-1.00353
49,-1.33166,-1.27462,-1.33596
50,-0.78050,-0.80808,-0.87585
51,-1.25157,-1.20956,-1.17128
52,-0.87630,-0.89234,-0.93960
53,-1.18721,-1.15661,-1.10970
54,-1.50352,-1.41109,-1.38920
55,-0.94390,-0.95099,-1.02243
56,-1.06651,-1.05567,-1.03000
57,-0.82548,-0.84780,-0.82110
58,-1.27399,-1.22787,-1.18675
59,-1.60667,-1.49095,-1.53256
60,-1.04071,-1.03383,-0.97290
61,-0.33942,-0.40300,-0.45033
62,-0.94205,-0.94939,-0.81542
63,-1.18949,-1.15849,-1.15313
64,-0.77760,-0.80550,-0.75912
65,-1.27456,-1.22833,-1.29491
66,-0.95502,-0.96057,-0.92512
67,-1.65868,-1.53063,-1.58682
68,-0.79431,-0.82031,-0.87692
69,-0.86021,-0.87827,-0.87890
70,-0.92389,-0.93369,-1.00135
71,-1.06908,-1.05784,-0.93550
72,-0.42669,-0.48539,-0.56084
73,-1.01661,-1.01333,-1.03974
74,-0.79572,-0.82156,-0.92169
75,-1.05111,-1.04264,-1.12500
76,-1.28419,-1.23617,-1.30306
77,-0.56136,-0.61035,-0.60113
78,-1.28563,-1.23734,-1.22592
79,-1.11150,-1.09355,-1.11150
80,-1.31619,-1.26213,-1.24207
81,-0.78229,-0.80967,-0.72283
82,-0.32989,-0.39394,-0.42761
83,-1.09777,-1.08202,-1.08382
84,-0.39200,-0.45277,-0.47495
85,-0.63178,-0.67465,-0.59918
