id,rL,rLrL,rQvrai
1,-0.84393,-0.86403,-0.88691
2,-0.74986,-0.78115,-0.80105
3,-0.53380,-0.58584,-0.63790
4,-1.16318,-1.13552,-1.14374
5,-1.34449,-1.28298,-1.32529
6,-0.99764,-0.99663,-1.03048
7,-0.56715,-0.61644,-0.67668
8,-0.93081,-0.93941,-0.89841
9,-1.33117,-1.27232,-1.25121
10,-1.05418,-1.04453,-0.92838
11,-1.49084,-1.39846,-1.38996
12,-0.94337,-0.95022,-0.93277
13,-0.57589,-0.62444,-0.60845
14,-0.64298,-0.68540,-0.61016
15,-0.68336,-0.72178,-0.79856
16,-1.34481,-1.28324,-1.28353
17,-1.18067,-1.14996,-1.21663
18,-0.54514,-0.59627,-0.64014
19,-0.92650,-0.93569,-0.95911
20,-0.93911,-0.94655,-0.94971
21,-1.54756,-1.44237,-1.42381
22,-0.99771,-0.99669,-0.99426
23,-1.43789,-1.35706,-1.27218
24,-0.85370,-0.87256,-0.84988
25,-0.57484,-0.62348,-0.68168
26,-0.80502,-0.82991,-0.83390
27,-1.31583,-1.26000,-1.31214
28,-1.05536,-1.04552,-0.93926
29,-1.19247,-1.15967,-1.24685
30,-1.12569,-1.10442,-1.05003
31,-0.81543,-0.83906,-0.85652
32,-1.51066,-1.41386,-1.39781
33,-1.52557,-1.42541,-1.43945
34,-0.88719,-0.90170,-0.86709
35,-1.12815,-1.10647,-1.14464
36,-1.40810,-1.33357,-1.35120
37,-1.02676,-1.02136,-1.07687
38,-0.77355,-0.80215,-0.84578
39,-0.86228,-0.88005,-0.90603
40,-0.88095,-0.89629,-0.76940
41,-0.59164,-0.63880,-0.67057
42,-0.97650,-0.97860,-1.00095
43,-1.17192,-1.14274,-1.16760
44,-0.94852,-0.95464,-0.96188
45,-1.12433,-1.10329,-0.99657
46,-1.19693,-1.16334,-1.16463
47,-0.55035,-0.60105,-0.58585
48,-0.96618,-0.96978,-0.99820
49,-0.85801,-0.87632,-0.80990
50,-0.87501,-0.89113,-0.83131
51,-1.07545,-1.06242,-1.09379
52,-1.10032,-1.08326,-1.07062
53,-0.84336,-0.86354,-0.86863
54,-0.71268,-0.74803,-0.55484
55,-0.38148,-0.44400,-0.42527
56,-1.03501,-1.02834,-1.07639
57,-0.76148,-0.79146,-0.83411
58,-0.58273,-0.63068,-0.67062
59,-0.86755,-0.88463,-0.92232
60,-0.93250,-0.94087,-0.98474
61,-0.77693,-0.80514,-0.85029
62,-1.09322,-1.07732,-1.15585
63,-1.01522,-1.01157,-0.99658
64,-1.01894,-1.01473,-0.98557
65,-0.92153,-0.93141,-0.88008
66,-1.00444,-1.00242,-1.05782
67,-1.00577,-1.00354,-0.88979
68,-0.74683,-0.77847,-0.69432
69,-1.02571,-1.02047,-0.98502
70,-1.24118,-1.19956,-1.26715
71,-0.52985,-0.58221,-0.66305
72,-1.16382,-1.13605,-1.11325
73,-1.32289,-1.26568,-1.31928
74,-0.63757,-0.68051,-0.70444
75,-1.26647,-1.22013,-1.10317
76,-1.26825,-1.22157,-1.21149
77,-1.25359,-1.20966,-1.12683
78,-0.79735,-0.82316,-0.78961
79,-1.26315,-1.21743,-1.26481
80,-0.82493,-0.84739,-0.85655
81,-1.22001,-1.18226,-1.23089
82,-0.89438,-0.90794,-0.87877
83,-0.78249,-0.81005,-0.80087
84,-0.85672,-0.87520,-0.89732
85,-0.90266,-0.91510,-0.88758
86,-0.81733,-0.84073,-0.88758
