id,rL,rLrL,rQvrai
1,-0.78441,-0.81259,-0.84963
2,-0.75565,-0.78707,-0.79669
3,-1.29754,-1.24734,-1.21386
4,-0.88760,-0.90313,-0.84592
5,-0.85320,-0.87311,-0.83290
6,-0.66321,-0.70425,-0.63016
7,-1.13772,-1.11608,-1.12917
8,-0.99809,-0.99833,-0.96053
9,-0.75771,-0.78891,-0.81704
10,-1.26561,-1.22142,-1.18950
11,-0.52712,-0.58001,-0.64361
12,-0.63273,-0.67666,-0.71365
13,-1.02624,-1.02231,-1.00649
14,-0.66522,-0.70606,-0.73218
15,-1.23900,-1.19971,-1.10826
16,-1.21624,-1.18104,-1.23352
17,-0.67719,-0.71684,-0.71790
18,-1.26347,-1.21968,-1.23717
19,-0.68544,-0.72428,-0.69847
20,-0.19886,-0.26917,-0.25730
21,-0.81034,-0.83548,-0.87995
22,-0.74311,-0.77591,-0.67811
23,-1.11916,-1.10060,-1.14755
24,-1.48864,-1.39937,-1.50547
25,-0.92171,-0.93271,-0.89188
26,-0.85278,-0.87275,-0.90850
27,-1.02933,-1.02493,-1.06180
28,-1.28932,-1.24069,-1.32756
29,-0.47920,-0.53562,-0.59386
30,-1.46305,-1.37932,-1.44259
31,-1.27008,-1.22506,-1.21051
32,-0.87499,-0.89214,-0.91016
33,-0.96869,-0.97317,-0.96728
34,-1.49476,-1.40414,-1.38589
35,-1.04010,-1.03406,-1.00577
36,-0.98130,-0.98398,-0.95368
37,-1.36147,-1.29880,-1.35454
38,-0.60535,-0.65176,-0.65062
39,-0.95504,-0.96145,-0.93354
40,-0.96018,-0.96587,-0.78555
41,-0.92647,-0.93682,-1.05110
42,-0.91429,-0.92628,-0.85080
43,-0.96181,-0.96727,-0.96098
44,-0.96715,-0.97185,-1.01414
45,-0.55895,-0.60931,-0.54816
46,-1.38794,-1.31993,-1.37113
47,-0.57671,-0.62560,-0.64331
48,-0.88327,-0.89935,-0.79540
49,-0.79159,-0.81893,-0.83043
50,-0.94445,-0.95233,-0.94636
51,-0.53632,-0.58850,-0.65994
52,-0.53228,-0.58477,-0.54528
53,-1.34679,-1.28704,-1.33104
54,-0.80652,-0.83212,-0.85054
55,-0.51452,-0.56837,-0.58702
56,-1.06275,-1.05322,-1.01085
57,-0.77018,-0.79997,-0.73301
58,-1.20961,-1.17559,-1.10432
59,-0.62864,-0.67294,-0.66017
60,-0.89474,-0.90933,-0.92130
61,-1.37135,-1.30670,-1.36132
62,-1.10577,-1.08939,-1.05470
63,-1.04478,-1.03803,-0.98694
64,-1.15414,-1.12974,-1.18432
65,-0.44787,-0.50642,-0.52950
66,-1.09813,-1.08299,-1.07127
67,-0.87853,-0.89523,-0.84727
68,-1.35549,-1.29401,-1.30211
69,-0.98003,-0.98289,-1.02249
70,-0.95093,-0.95791,-0.93532
71,-1.61782,-1.49909,-1.58704
72,-1.28613,-1.23810,-1.20804
73,-0.85826,-0.87754,-0.93799
74,-1.04600,-1.03906,-0.99558
75,-0.98084,-0.98359,-1.01630
76,-0.92006,-0.93128,-1.01959
77,-0.67985,-0.71924,-0.50505
78,-0.81864,-0.84279,-0.85417
79,-0.78624,-0.81420,-0.71184
80,-0.60651,-0.65282,-0.62302
81,-0.70918,-0.74559,-0.75937
82,-1.04082,-1.03467,-1.13063
83,-1.10053,-1.08500,-1.08104
84,-1.60434,-1.48879,-1.53273
85,-0.99957,-0.99960,-0.99243
86,-0.91771,-0.92925,-1.01267
87,-0.98740,-0.98920,-0.89364
88,-1.33699,-1.27917,-1.25198
89,-0.96010,-0.96580,-1.00264
90,-0.71016,-0.74647,-0.71268
91,-1.08457,-1.07160,-1.05914
92,-1.18384,-1.15435,-1.00065
93,-1.05724,-1.04856,-1.11324
94,-1.26283,-1.21916,-1.20884
95,-0.61004,-0.65603,-0.65242
96,-1.09757,-1.08252,-1.07096
97,-0.36681,-0.43019,-0.40180
98,-1.62613,-1.50541,-1.54430
99,-1.10847,-1.09165,-1.04275
100,-0.39585,-0.45761,-0.45368
101,1.13539,1.15739,1.16403
102,0.96827,0.96436,0.95391
103,0.94448,0.93723,0.90789
104,0.94575,0.93868,0.90519
105,0.94931,0.94273,0.93525
106,0.85334,0.83401,0.92563
107,0.55908,0.50910,0.40892
108,1.43668,1.51575,1.41481
109,0.67992,0.64098,0.62195
110,0.63023,0.58649,0.55929
111,1.15380,1.17890,1.21636
112,0.79318,0.76655,0.74913
113,0.80887,0.78408,0.83195
114,1.32915,1.38632,1.44596
115,0.96344,0.95885,0.92285
116,1.28658,1.33554,1.34825
117,0.72767,0.69368,0.70988
118,0.93546,0.92695,0.95747
119,1.72626,1.87276,1.85011
120,0.19265,0.12229,0.12985
121,0.45633,0.39864,0.33708
122,1.21750,1.25373,1.22880
123,0.77745,0.74899,0.66788
124,0.94116,0.93345,0.89927
125,1.07310,1.08496,1.14793
126,1.25718,1.30064,1.36987
127,0.48525,0.42957,0.44057
128,1.06388,1.07429,1.04393
129,0.80791,0.78301,0.77017
130,1.11756,1.13660,1.10998
131,1.40491,1.47733,1.47338
132,1.07783,1.09044,0.95734
133,0.89421,0.88014,0.90219
134,0.89258,0.87830,0.80058
135,1.34678,1.40742,1.44329
136,1.34809,1.40899,1.40421
137,1.03359,1.03932,1.07421
138,1.03797,1.04437,0.98916
139,0.87076,0.85364,0.88548
140,0.72363,0.68922,0.74630
141,0.95909,0.95388,0.98433
142,0.95564,0.94994,0.90547
143,1.43428,1.51284,1.52542
144,0.70362,0.66710,0.63828
145,1.36657,1.43117,1.42827
146,1.15006,1.17452,1.15421
147,1.17675,1.20579,1.12324
148,0.59994,0.55345,0.58621
149,1.15304,1.17801,1.25702
150,1.00023,1.00096,0.98835
151,1.37695,1.44365,1.39623
152,1.25013,1.29229,1.35342
153,0.78561,0.75809,0.72647
154,0.91083,0.89898,0.86210
155,0.95763,0.95222,1.00508
156,0.59452,0.54756,0.51519
157,1.35153,1.41312,1.49495
158,0.56683,0.51749,0.51114
159,0.99083,0.99019,0.99760
160,0.94350,0.93611,1.00873
161,0.43729,0.37835,0.45518
162,1.24018,1.28051,1.31349
163,0.81508,0.79104,0.80409
164,1.01699,1.02021,0.95016
165,0.84191,0.82115,0.94665
166,1.26071,1.30483,1.33234
167,0.97627,0.97352,0.92095
168,0.60931,0.56365,0.58675
169,0.85218,0.83270,0.80813
170,0.99737,0.99768,0.98538
171,1.13138,1.15270,1.08960
172,0.96787,0.96391,0.97982
173,0.92320,0.91301,0.87512
174,1.12280,1.14271,1.07601
175,1.11535,1.13402,1.09885
176,0.63456,0.59123,0.55233
177,1.26134,1.30557,1.30435
178,0.45762,0.40002,0.34794
179,0.67294,0.63331,0.64930
180,1.03728,1.04357,1.04438
181,1.00691,1.00863,1.05541
182,0.51983,0.46671,0.46249
183,1.05404,1.06292,1.20084
184,1.12524,1.14554,1.20228
185,0.79870,0.77271,0.75398
186,0.61871,0.57391,0.53643
187,0.76380,0.73379,0.82312
188,0.96004,0.95496,0.87700
189,1.35757,1.42036,1.39906
190,0.74544,0.71338,0.68195
191,1.16085,1.18715,1.21179
192,0.53745,0.48571,0.46109
193,0.63032,0.58659,0.56872
194,0.89816,0.88461,0.90123
195,0.69200,0.65428,0.69419
196,1.41473,1.48919,1.50261
197,0.77608,0.74746,0.75698
198,0.77515,0.74643,0.74719
199,1.06664,1.07748,0.96053
200,1.25527,1.29838,1.26578
