id,rL,rLrL,rQvrai
1,-1.15413,-1.12727,-1.11616
2,-0.58444,-0.63081,-0.48187
3,-1.16316,-1.13476,-1.11080
4,-1.43694,-1.35617,-1.42125
5,-0.75463,-0.78407,-0.82124
6,-0.87883,-0.89325,-0.91621
7,-1.14790,-1.12209,-1.16195
8,-0.58651,-0.63270,-0.68033
9,-0.83211,-0.85244,-0.81359
10,-1.07054,-1.05738,-1.08174
11,-1.28516,-1.23476,-1.27049
12,-0.84177,-0.86091,-0.89636
13,-1.26724,-1.22022,-1.17880
14,-0.73262,-0.76449,-0.73357
15,-0.55412,-0.60307,-0.69151
16,-1.09605,-1.07881,-1.05561
17,-0.94824,-0.95330,-1.02175
18,-0.90385,-0.91497,-0.99907
19,-0.75662,-0.78583,-0.84226
20,-1.12926,-1.10657,-1.02533
21,-1.36191,-1.29657,-1.27944
22,-0.67456,-0.71249,-0.66134
23,-0.64899,-0.68943,-0.68358
24,-1.01468,-1.01011,-0.96842
25,-0.56607,-0.61402,-0.67968
26,-1.12147,-1.10008,-1.09814
27,-0.96609,-0.96862,-1.11967
28,-1.01215,-1.00796,-1.01508
29,-0.99683,-0.99491,-1.05415
30,-0.77965,-0.80624,-0.83802
31,-0.72022,-0.75343,-0.74442
32,-1.08492,-1.06948,-1.10113
33,-1.03512,-1.02746,-0.97577
34,-0.51020,-0.56264,-0.57453
35,-1.11807,-1.09724,-1.18539
36,-0.70040,-0.73570,-0.66950
37,-1.54637,-1.44161,-1.49198
38,-1.29544,-1.24309,-1.11868
39,-1.35864,-1.29396,-1.33735
40,-0.55772,-0.60637,-0.59090
41,-1.18365,-1.15170,-1.09733
42,-0.83381,-0.85394,-0.90522
43,-0.76005,-0.78888,-0.73659
44,-1.02403,-1.01805,-1.01641
45,-1.01541,-1.01073,-1.01503
46,-0.97836,-0.97913,-1.06422
47,-0.62739,-0.66989,-0.66587
48,-1.06603,-1.05358,-1.04104
49,-0.92426,-0.93263,-0.93990
50,-0.47510,-0.53013,-0.56390
51,-0.84969,-0.86784,-0.90358
52,-1.18792,-1.15522,-1.18786
53,-0.99843,-0.99627,-0.88052
54,-1.54085,-1.43735,-1.50122
55,-1.47521,-1.38625,-1.41137
56,-0.52694,-0.57808,-0.49974
57,-0.86767,-0.88353,-0.92461
58,-0.82109,-0.84278,-0.97787
59,-0.80106,-0.82515,-0.80124
60,-0.69203,-0.72819,-0.72827
61,-0.80953,-0.83261,-0.85591
