id,rL,rLrL,rQvrai
1,-0.86441,-0.88287,-0.86168
2,-1.20087,-1.16557,-1.13303
3,-1.48611,-1.39158,-1.36838
4,-1.13753,-1.11368,-0.98644
5,-1.25220,-1.20716,-1.14900
6,-0.70317,-0.74121,-0.78396
7,-0.76283,-0.79409,-0.69902
8,-1.05449,-1.04472,-1.03780
9,-0.59409,-0.64311,-0.68029
10,-1.14841,-1.12264,-1.15408
11,-0.50723,-0.56368,-0.48026
12,-1.18108,-1.14942,-1.17063
13,-0.78914,-0.81724,-0.81988
14,-0.70165,-0.73986,-0.68503
15,-0.86533,-0.88366,-0.95706
16,-1.12576,-1.10397,-1.11634
17,-1.37281,-1.30330,-1.35261
18,-1.33164,-1.27074,-1.25348
19,-1.13357,-1.11042,-1.18094
20,-1.03004,-1.02422,-0.99367
21,-0.43661,-0.49824,-0.50165
22,-0.82600,-0.84949,-0.76641
23,-1.01365,-1.01042,-0.93173
24,-1.07287,-1.06008,-0.94265
25,-0.68383,-0.72396,-0.77062
26,-1.14508,-1.11990,-1.16314
27,-1.18169,-1.14993,-1.19149
28,-0.99741,-0.99671,-0.93216
29,-1.29333,-1.24020,-1.26055
30,-0.80676,-0.83268,-0.85636
31,-1.09112,-1.07527,-1.09559
32,-0.79580,-0.82308,-0.76052
33,-0.57076,-0.62189,-0.55985
34,-0.89116,-0.90598,-0.79971
35,-1.16839,-1.13904,-1.14292
36,-1.33677,-1.27481,-1.30447
37,-0.99503,-0.99469,-1.04845
38,-0.67231,-0.71365,-0.74526
39,-0.93295,-0.94188,-1.00167
40,-0.63064,-0.67619,-0.62999
41,-0.71353,-0.75043,-0.78722
42,-0.86231,-0.88105,-0.87886
43,-0.60864,-0.65630,-0.58951
44,-0.84557,-0.86653,-0.88889
45,-0.87015,-0.88784,-0.93877
46,-0.91843,-0.92943,-0.90768
47,-1.20299,-1.16730,-1.16962
48,-0.64162,-0.68608,-0.72561
49,-0.97114,-0.97444,-1.00745
50,-0.88902,-0.90414,-0.90595
51,-1.14520,-1.12000,-1.08482
52,-0.71010,-0.74739,-0.76090
53,-1.00132,-1.00001,-0.98192
54,-1.17089,-1.14109,-1.13585
55,-1.01304,-1.00990,-0.97642
56,-1.41329,-1.33507,-1.30033
57,-0.56211,-0.61400,-0.67161
58,-0.98008,-0.98202,-1.03721
59,-0.27294,-0.34363,-0.30462
60,-0.93466,-0.94333,-0.95462
61,-1.02308,-1.01836,-1.04379
62,-1.05805,-1.04770,-1.07042
63,-1.23167,-1.19057,-1.10778
64,-1.18640,-1.15377,-1.22331
65,-0.75527,-0.78742,-0.68728
66,-1.30831,-1.25217,-1.35564
67,-1.04555,-1.03723,-1.07905
68,-1.06900,-1.05685,-1.05688
69,-1.55326,-1.44296,-1.43510
70,-0.82703,-0.85039,-0.81939
71,-0.41267,-0.47589,-0.45343
72,-1.02896,-1.02330,-1.06224
73,-0.91583,-0.92721,-0.97679
74,-0.64608,-0.69009,-0.67379
75,-0.91319,-0.92493,-0.87839
76,-1.06816,-1.05615,-1.03586
77,-1.46835,-1.37787,-1.38351
78,-0.85970,-0.87879,-0.94103
79,-0.94180,-0.94944,-0.80520
80,-1.10518,-1.08695,-1.04186
81,-1.37104,-1.30191,-1.31567
82,-1.26178,-1.21488,-1.22959
83,-1.25399,-1.20861,-1.21553
84,-1.53211,-1.42685,-1.43245
85,-1.11768,-1.09729,-1.18758
86,-0.98802,-0.98876,-1.01653
87,-0.84570,-0.86664,-0.83889
88,-1.25417,-1.20875,-1.25400
89,-0.53882,-0.59270,-0.62990
90,-0.73622,-0.77058,-0.73465
91,-1.23337,-1.19195,-1.26102
92,-0.83789,-0.85984,-0.92166
93,-1.05299,-1.04347,-1.04060
94,-1.02292,-1.01822,-0.98619
95,-0.45972,-0.51975,-0.49622
96,-0.59893,-0.64750,-0.65965
97,-0.68271,-0.72296,-0.73286
98,-0.87555,-0.89251,-0.95314
99,-0.83766,-0.85965,-0.88080
100,-0.70232,-0.74046,-0.81829
101,0.71873,0.68136,0.67771
102,1.10567,1.12240,1.09496
103,0.76153,0.72901,0.71695
104,0.99804,0.99740,1.02810
105,1.05437,1.06259,1.04215
106,1.17279,1.20124,1.22876
107,0.87463,0.85628,0.86769
108,0.24000,0.16763,0.36724
109,1.03630,1.04163,0.98874
110,1.05428,1.06249,1.02570
111,0.46758,0.40744,0.41940
112,1.05127,1.05900,1.03358
113,0.71190,0.67378,0.63790
114,1.38711,1.45767,1.52293
115,1.44408,1.52702,1.57071
116,0.94500,0.93647,0.90847
117,0.82222,0.79706,0.78993
118,1.30449,1.35798,1.37406
119,0.65041,0.60589,0.60328
120,1.08485,1.09808,1.22044
121,1.01324,1.01494,1.01064
122,0.75044,0.71664,0.70306
123,0.67453,0.63245,0.64855
124,0.83484,0.81128,0.77191
125,0.80923,0.78245,0.77407
126,1.14266,1.16576,1.15814
127,0.83537,0.81188,0.97469
128,0.61131,0.56302,0.54129
129,1.52589,1.62747,1.69563
130,1.22007,1.25721,1.21209
131,1.16645,1.19377,1.15404
132,1.06194,1.07140,1.10080
133,0.71122,0.67303,0.67529
134,0.61030,0.56191,0.58154
135,0.81070,0.78410,0.71106
136,0.71873,0.68136,0.64690
137,1.32925,1.38774,1.32850
138,1.32533,1.38303,1.36700
139,0.84611,0.82400,0.82322
140,0.94004,0.93079,0.92969
141,0.64103,0.59559,0.60854
142,0.85180,0.83044,0.82912
143,1.50582,1.60273,1.50156
144,0.90316,0.88870,0.87717
145,1.33785,1.39810,1.37556
146,0.89278,0.87689,0.84282
147,1.09987,1.11562,1.17903
148,1.02608,1.02980,1.12678
149,0.63602,0.59009,0.60971
150,1.11536,1.13373,1.16013
151,1.26720,1.31333,1.29079
152,1.42681,1.50594,1.48118
153,1.04242,1.04873,0.99991
154,0.54619,0.49214,0.48105
155,0.89716,0.88187,0.85233
156,0.53962,0.48503,0.44246
157,1.04642,1.05336,1.09508
158,1.15415,1.17927,1.19218
159,1.00892,1.00996,0.98176
160,0.63567,0.58969,0.58706
161,0.32361,0.25481,0.31596
162,1.05273,1.06069,1.05836
163,0.88576,0.86892,0.83296
164,1.33108,1.38994,1.40557
165,1.29330,1.34455,1.26333
166,1.24967,1.29242,1.33976
167,0.52089,0.46478,0.49207
168,0.85143,0.83001,0.76771
169,0.74105,0.70618,0.67239
170,1.07221,1.08334,1.04607
171,1.02892,1.03308,0.99382
172,1.16028,1.18650,1.12610
173,0.68055,0.63910,0.74107
174,0.75284,0.71932,0.72651
175,0.82081,0.79548,0.76615
176,0.71399,0.67610,0.76196
177,0.73909,0.70399,0.69954
178,1.02381,1.02717,0.99181
179,1.15621,1.18170,1.27075
180,1.22710,1.26555,1.30753
181,0.78941,0.76021,0.73591
182,0.66363,0.62043,0.62315
183,1.25441,1.29806,1.24737
184,1.00145,1.00134,1.05205
185,0.85970,0.83937,0.76488
186,0.99107,0.98937,1.03270
187,1.16601,1.19325,1.18821
188,0.94127,0.93219,0.91786
189,1.14612,1.16983,1.18594
190,1.08418,1.09729,1.08805
191,0.74767,0.71355,0.75762
192,0.66816,0.62543,0.58500
193,0.90263,0.88809,0.88209
194,1.25616,1.30015,1.25117
195,1.39048,1.46176,1.37911
196,1.20550,1.23992,1.20603
197,0.56647,0.51414,0.51453
198,1.00792,1.00880,1.01045
199,1.30112,1.35393,1.40334
200,1.16677,1.19414,1.16658
