id,rL,rLrL,rQvrai
1,-0.64710,-0.69208,-0.67219
2,-0.81942,-0.84562,-0.79015
3,-1.02726,-1.02483,-0.90965
4,-1.24359,-1.20441,-1.18485
5,-0.69274,-0.73318,-0.71083
6,-1.09989,-1.08591,-1.11050
7,-1.23197,-1.19494,-1.07932
8,-1.38897,-1.32112,-1.23709
9,-1.09414,-1.08111,-1.05783
10,-1.02122,-1.01971,-0.93418
11,-0.39706,-0.46129,-0.46969
12,-1.01889,-1.01774,-1.04559
13,-0.87287,-0.89233,-0.79220
14,-1.25981,-1.21759,-1.20794
15,-0.88782,-0.90532,-0.93142
16,-1.12287,-1.10507,-1.18830
17,-0.74297,-0.77805,-0.84417
18,-1.28807,-1.24046,-1.20669
19,-0.60028,-0.64958,-0.52513
20,-1.24988,-1.20952,-1.29306
21,-1.32268,-1.26830,-1.30883
22,-0.74341,-0.77845,-0.72679
23,-1.07904,-1.06846,-1.02653
24,-1.41801,-1.34404,-1.37710
25,-1.10801,-1.09269,-1.17259
26,-0.93793,-0.94861,-0.99915
27,-0.68316,-0.72458,-0.73902
28,-1.16375,-1.13896,-1.20403
29,-1.27116,-1.22679,-1.24230
30,-1.01468,-1.01417,-1.02773
31,-0.73451,-0.77052,-0.79313
32,-0.46218,-0.52231,-0.46964
33,-0.68164,-0.72322,-0.68113
34,-1.40335,-1.33248,-1.40413
35,-0.57029,-0.62219,-0.61610
36,-1.22069,-1.18574,-1.22561
37,-0.87662,-0.89560,-0.90313
38,-0.93486,-0.94597,-0.80690
39,-1.31497,-1.26211,-1.36233
40,-1.28152,-1.23517,-1.17551
41,-1.52470,-1.42718,-1.49110
42,-1.11079,-1.09501,-1.09963
43,-0.55179,-0.60523,-0.60477
44,-0.88827,-0.90571,-0.89121
45,-1.08864,-1.07651,-1.12622
46,-0.45013,-0.51107,-0.60260
47,-0.76756,-0.79988,-0.82425
48,-0.90036,-0.91619,-0.91966
49,-0.67975,-0.72152,-0.83145
50,-0.64916,-0.69394,-0.76550
51,-1.11476,-1.09832,-1.16214
52,-1.25540,-1.21401,-1.20966
53,-1.07480,-1.06490,-1.03976
54,-1.45252,-1.37113,-1.27701
55,-0.45186,-0.51268,-0.58853
56,-0.79821,-0.82696,-0.83641
57,-0.60155,-0.65074,-0.69169
58,-1.10245,-1.08805,-1.02260
59,-0.99635,-0.99859,-0.97456
60,-1.23943,-1.20103,-1.19330
61,-0.91956,-0.93279,-0.98891
62,-1.36919,-1.30543,-1.33762
63,-0.75546,-0.78915,-0.73238
64,-0.91782,-0.93128,-0.95723
65,-0.14906,-0.22303,-0.27405
66,-0.82580,-0.85122,-0.82582
67,-0.90912,-0.92377,-0.84189
68,-0.44213,-0.50359,-0.53793
69,-1.02526,-1.02314,-1.04421
70,-1.24037,-1.20179,-1.14365
71,-0.98791,-0.99140,-1.00569
72,-1.04667,-1.04123,-0.95807
73,-0.72608,-0.76301,-0.81001
74,-1.22601,-1.19008,-1.09229
75,-1.35447,-1.29371,-1.34816
76,-1.13365,-1.11404,-1.12216
77,-0.82387,-0.84952,-0.83665
78,-1.16554,-1.14044,-1.14719
79,-0.23220,-0.30394,-0.32269
80,-0.75469,-0.78847,-0.79157
81,-0.73142,-0.76777,-0.78892
82,-1.39016,-1.32206,-1.33624
83,-1.02035,-1.01898,-0.96391
84,-0.40653,-0.47020,-0.45858
85,-0.37807,-0.44337,-0.43137
86,-1.02025,-1.01889,-1.05965
87,-1.08350,-1.07220,-1.07568
88,-1.18614,-1.15741,-1.12264
89,-0.90616,-0.92121,-0.85916
90,-0.67151,-0.71410,-0.75921
91,-1.65760,-1.52833,-1.46926
92,-1.08933,-1.07708,-1.19892
93,-0.95169,-0.96042,-0.95249
94,-0.69836,-0.73822,-0.79059
95,-1.07511,-1.06516,-1.03059
96,-1.19456,-1.16433,-1.18329
97,-0.69946,-0.73921,-0.69873
98,-1.12577,-1.10748,-0.99010
99,-0.84179,-0.86522,-0.86901
100,-1.14114,-1.12024,-1.14742
101,0.87329,0.85750,0.89046
102,0.84477,0.82522,0.82954
103,0.66904,0.62898,0.61719
104,1.10952,1.12970,1.10457
105,0.61830,0.57319,0.56402
106,0.70523,0.66901,0.66660
107,0.95173,0.94695,0.95616
108,1.16906,1.19963,1.21523
109,1.14659,1.17318,1.23444
110,0.98829,0.98896,0.94020
111,0.70074,0.66403,0.64182
112,0.67079,0.63091,0.59213
113,0.50022,0.44487,0.54896
114,0.75305,0.72221,0.68789
115,1.06725,1.08037,1.02306
116,1.14569,1.17212,1.23728
117,1.21913,1.25886,1.29520
118,1.08315,1.09890,1.09853
119,0.75235,0.72143,0.67677
120,1.00374,1.00678,1.00131
121,1.27818,1.32920,1.31368
122,0.99043,0.99142,1.00275
123,1.13668,1.16154,1.22710
124,1.23112,1.27309,1.30628
125,0.74002,0.70768,0.73019
126,1.07803,1.09292,1.12049
127,1.10424,1.12352,1.12499
128,1.12042,1.14247,1.24972
129,0.89667,0.88407,0.80679
130,0.65734,0.61608,0.62212
131,0.61231,0.56663,0.49845
132,1.22655,1.26768,1.32896
133,0.73872,0.70623,0.63219
134,1.39824,1.47384,1.40381
135,0.85342,0.83500,0.87748
136,0.70689,0.67085,0.69704
137,0.43380,0.37361,0.34627
138,0.71049,0.67484,0.64978
139,0.34535,0.27975,0.22518
140,0.61134,0.56557,0.64632
141,1.05725,1.06874,1.08943
142,0.78365,0.75644,0.74225
143,0.65570,0.61428,0.59754
144,0.92296,0.91404,0.90535
145,1.22190,1.26215,1.30891
146,1.32101,1.38055,1.42127
147,1.05309,1.06391,1.00372
148,1.05805,1.06967,1.09545
149,0.85648,0.83846,0.83131
150,1.34509,1.40954,1.37360
151,0.63262,0.58889,0.61741
152,0.90372,0.89209,0.83558
153,0.58375,0.53543,0.52074
154,1.07196,1.08585,1.09234
155,0.95773,0.95383,0.91340
156,1.26041,1.30797,1.22866
157,1.12613,1.14915,1.12959
158,0.86827,0.85181,0.79575
159,0.71025,0.67458,0.72585
160,1.11931,1.14116,1.16762
161,0.86237,0.84513,0.88748
162,1.14115,1.16678,1.12704
163,0.94727,0.94184,0.89800
164,1.00075,1.00332,0.94776
165,0.75789,0.72762,0.76310
166,1.00613,1.00953,1.05103
167,1.57018,1.68479,1.69630
168,1.18916,1.22337,1.16177
169,0.86774,0.85122,0.94987
170,0.98092,0.98048,0.95347
171,0.68814,0.65009,0.63250
172,1.37036,1.44006,1.40782
173,1.14346,1.16950,1.14254
174,0.68487,0.64647,0.65677
