rL,id
-1.51473,1
0.00959,2
-1.70745,3
0.66939,4
-1.53186,5
-0.28793,6
0.83788,7
0.80980,8
0.31945,9
0.32588,10
0.22463,11
-0.40281,12
1.16790,13
-0.03588,14
0.50736,15
-0.23460,16
0.63792,17
-0.76537,18
-0.29001,19
0.26108,20
-0.67055,21
-0.52376,22
-0.27983,23
1.39551,24
0.97027,25
0.05481,26
0.63005,27
0.30302,28
-0.41164,29
-0.39399,30
-0.01586,31
-0.07201,32
-0.03264,33
-0.14436,34
0.69093,35
0.69894,36
-0.34391,37
0.66539,38
1.11417,39
0.09654,40
-0.66926,41
-2.25441,42
0.90137,43
-0.05550,44
0.77284,45
0.25939,46
-0.91457,47
0.55900,48
0.63978,49
0.41559,50
1.56472,51
-1.58254,52
-0.75430,53
-0.90229,54
-0.40195,55
0.84187,56
-1.50883,57
-0.67475,58
0.16944,59
0.63918,60
0.25101,61
-0.48254,62
1.27415,63
-1.92603,64
-1.18055,65
-1.32216,66
-1.01162,67
1.59867,68
0.39787,69
0.17389,70
1.22307,71
-0.05771,72
-1.73645,73
-1.54139,74
1.47373,75
3.36274,76
1.90114,77
-0.48748,78
0.18019,79
2.22623,80
-0.59308,81
-1.02441,82
0.57049,83
-0.52995,84
-1.25485,85
-0.74102,86
-1.71762,87
1.29588,88
1.08638,89
-0.23849,90
-0.45982,91
0.91115,92
-1.66963,93
1.32224,94
-0.19428,95
-0.59383,96
0.16122,97
0.88692,98
-0.15713,99
-1.15302,100
