rL,id
-1.03175,1
1.53915,2
2.22639,3
-0.81169,4
-0.86927,5
-0.34314,6
-0.09892,7
-0.11737,8
0.36660,9
-1.30875,10
-0.04332,11
-0.39804,12
0.39587,13
0.70555,14
0.39522,15
0.53543,16
0.95357,17
0.75916,18
-0.72921,19
-0.14526,20
0.57095,21
-0.05193,22
0.91301,23
0.77308,24
-0.17188,25
0.23551,26
1.37183,27
0.95574,28
-0.27333,29
-1.95411,30
-0.19150,31
-0.96815,32
0.00975,33
0.12189,34
0.86500,35
-1.62102,36
-0.28912,37
-1.65303,38
-1.10828,39
-0.86480,40
0.45060,41
0.11080,42
1.80346,43
-1.51686,44
1.06149,45
-0.55656,46
0.17244,47
0.33492,48
1.24617,49
0.99865,50
-0.64372,51
0.36617,52
-0.56620,53
0.61724,54
-1.24702,55
0.83478,56
0.59216,57
-0.99922,58
-0.42695,59
-0.33300,60
1.86896,61
0.13800,62
-1.23034,63
-1.26431,64
1.40022,65
0.45348,66
0.51138,67
-1.65049,68
-0.14546,69
0.16927,70
-0.32968,71
-1.58869,72
0.89832,73
-0.74897,74
-0.60820,75
2.56036,76
-1.47744,77
-0.99853,78
-0.09955,79
-0.59299,80
1.31855,81
-0.60005,82
-3.15312,83
0.83965,84
-1.05484,85
0.24674,86
0.10072,87
-0.82419,88
0.54111,89
-0.65959,90
-0.95167,91
-0.35191,92
1.55921,93
0.68931,94
1.68028,95
0.34345,96
0.13067,97
0.78271,98
-0.25709,99
1.40548,100
