rL,id
0.26775,1
1.47032,2
0.86180,3
-0.42750,4
2.21070,5
1.22420,6
-0.79345,7
-0.64867,8
-0.85980,9
1.74290,10
-0.01060,11
-0.44900,12
1.17220,13
-1.11909,14
-0.26359,15
-0.21392,16
0.79693,17
-1.25273,18
0.22433,19
-1.13082,20
-0.27607,21
-0.33535,22
0.73775,23
-1.39866,24
-0.02091,25
0.24180,26
-0.26202,27
-0.21475,28
-0.68799,29
1.36256,30
-0.16828,31
-1.71277,32
-0.23710,33
0.60608,34
0.03815,35
-0.39542,36
-0.24840,37
1.32311,38
0.24655,39
-0.48852,40
0.66428,41
1.40645,42
-0.36983,43
-0.19929,44
-1.21273,45
0.22781,46
0.74690,47
1.28261,48
1.17080,49
-1.42740,50
0.55807,51
1.05289,52
-0.69351,53
-0.20003,54
-0.92080,55
-2.18524,56
0.36128,57
-0.88692,58
0.24705,59
1.62582,60
-0.75330,61
0.12561,62
-2.09047,63
0.10751,64
-1.65154,65
0.82202,66
-0.26566,67
-0.42549,68
-0.40981,69
-0.89226,70
2.42836,71
-1.52195,72
-0.73625,73
-1.21159,74
1.94802,75
-0.00033,76
0.02127,77
1.19331,78
0.56729,79
-0.63338,80
0.22389,81
-0.07730,82
0.83205,83
0.71546,84
0.61325,85
0.19714,86
-0.41037,87
-0.81315,88
-0.91924,89
0.20162,90
0.66923,91
0.87780,92
0.90904,93
-1.18984,94
1.68327,95
-3.24789,96
-0.03603,97
0.20499,98
0.55699,99
0.22782,100
