Gene,_LABEL_,id1,id2,id3,id4,id5,id6,id7,id8,id9,id10,id11,id12,id13,id14,id15,id16,id17,id18,id19,id20,id21,id22,id23,id24,id25,id26,id27,id28,id29,id30,id31,id32,id33,id34,id35,id36,id37,id38,id39,id40,id41,id42,id43,id44,id45,id46,id47,id48,id49,id50,id51,id52,id53,id54,id55,id56,id57,id58,id59,id60,id61,id62,id63,id64,id65,id66,id67,id68,id69,id70,id71,id72,id73,id74,id75,id76,id77,id78,id79,id80,id81,id82,id83,id84,id85,id86,id87,id88,id89,id90,id91,id92,id93,id94,id95,id96,id97,id98,id99,id100
X1,"ST.NORMAL VAR., M=0, STD=1",-2.32527,1.32607,0.54231,-0.02674,-0.56419,0.35326,-0.68561,-1.01053,-0.52665,-0.79422,0.72012,-0.89345,1.02504,-0.40482,-0.02663,-1.86035,-1.41179,-0.26027,-0.15868,0.04854,1.58226,0.77057,0.58177,0.53100,0.06474,0.01937,0.01010,0.13282,-2.05490,1.29750,1.00090,-0.70136,-1.25255,0.56194,1.83940,-0.02775,-1.16317,0.18509,1.21726,-0.91641,0.08546,1.55585,0.00235,0.52061,-0.24496,-0.21265,0.52041,0.17804,-1.45049,-0.18072,1.15834,0.25024,-0.48022,0.51839,-2.87849,0.04006,-1.03514,-0.84937,0.58484,-0.03235,0.38755,-0.51006,0.64037,0.27333,-0.49250,-0.29728,-1.58505,0.55653,0.56305,0.95703,-0.84190,0.08271,0.22652,-1.46806,-2.90434,0.04893,0.92937,-0.20339,0.68361,-0.20990,-0.56231,0.43106,0.53358,-0.99541,0.94031,-2.24384,0.41558,0.83797,-0.50099,-0.75082,1.38978,0.93295,1.30706,0.50397,-2.24328,-1.12028,0.02891,-0.96162,0.43661,0.78933
X2,"ST.NORMAL VAR., M=0, STD=1",-2.24463,1.27139,-0.77911,0.40617,-0.31563,-1.50092,0.39982,-0.74947,-0.66512,-0.36500,0.32618,-0.45234,0.71136,-1.10674,1.28688,0.61855,-0.86832,-1.34608,-0.35871,0.06660,0.59335,0.81867,-0.85944,-0.29756,0.29395,0.23144,-1.48178,0.21614,-1.39802,0.28361,-1.33453,-1.33339,-0.11330,0.56052,2.29447,0.46982,-0.41206,0.68838,0.95025,-0.25327,-0.59715,0.33741,-0.25143,1.42140,-1.91304,-0.70303,1.27570,0.18916,0.82234,0.06893,3.29046,0.24044,-0.19212,1.15118,-0.70837,-0.03746,0.54226,-2.16209,0.92090,-0.99002,-0.13008,-0.30706,0.54620,0.10408,-0.79171,-0.64811,-1.29990,0.08996,-1.26371,0.10853,-1.72399,-1.64986,-0.53033,0.21354,-1.38597,0.60142,2.07801,-1.40093,-0.31028,-1.17547,0.19960,0.54077,0.45768,-0.28111,0.35723,-0.47687,0.03561,0.29297,-0.35885,-3.04050,0.07610,0.13931,-0.47692,0.61144,-1.95052,-0.63244,1.15467,-0.69042,-0.04991,-0.10405
X3,"ST.NORMAL VAR., M=0, STD=1",-1.77623,-0.10784,0.03615,0.95648,-0.56751,-0.41265,-1.16749,-1.65297,0.35529,-0.17546,-0.12955,-0.16219,0.28538,-0.36303,0.67282,0.24222,-1.58557,-0.97566,0.14179,-0.44115,2.02023,1.33903,1.10292,-1.25334,0.08512,-0.98633,-1.29005,0.28640,-2.24212,0.84833,-1.24367,-1.49882,0.21550,-1.79713,0.15335,0.63410,0.19933,0.61534,0.19561,-0.61684,-0.87050,1.23229,0.50261,0.35911,-0.43014,-1.59007,2.15547,-0.46368,-0.67513,-0.27512,2.83856,-0.98151,-0.60907,1.42431,-1.26968,1.25894,-0.39399,-1.09528,0.54465,-0.42314,-1.16550,-1.62373,-0.34574,0.55871,-1.96360,0.32951,-0.93198,0.40613,-0.34205,0.67706,-1.49169,0.43714,-0.22396,-0.52282,-3.02727,1.31819,2.25590,-1.53477,0.75485,-0.03610,-0.83942,0.67852,-0.50151,-0.33620,0.29275,-0.39317,0.02064,1.16093,0.03115,-1.61044,1.02850,0.13878,-0.54333,-0.33112,-2.22741,-0.06716,0.17878,-0.54357,-1.47989,0.05333
X4,"ST.NORMAL VAR., M=0, STD=1",-1.92698,0.43700,-0.06607,1.12788,-0.97048,-0.34288,-0.79880,-0.29743,-0.05255,-0.05853,0.93453,-0.60578,-0.26692,-0.75689,0.24571,-0.73971,-3.20471,-0.62765,-0.09686,-0.07329,1.07274,-0.50047,0.56547,-1.35248,-0.47656,0.16796,-1.03285,0.02565,-0.88350,0.53130,-0.57478,-0.29958,-0.06171,0.02743,1.21561,-0.26348,-0.13103,0.51890,0.54045,0.48151,-0.32814,0.96236,-0.99873,-0.09052,-0.07391,-0.93522,1.67025,0.61096,0.02515,0.59172,1.72452,-1.40824,-1.53590,1.44412,-0.42819,-0.37400,-1.45796,-1.66429,0.15252,-2.62481,0.51401,0.10162,0.76030,0.04193,-0.67432,0.20708,1.03435,-0.79314,-1.25316,2.26037,0.94191,0.23291,0.91887,0.29276,-1.78725,0.19272,0.48843,-0.22645,-0.33107,1.51785,-0.36377,0.14437,0.41585,0.38351,0.00681,-1.95362,0.34705,0.94256,0.35486,-3.86599,0.03382,0.83157,0.39115,-0.72842,-2.60302,-1.54147,1.14366,0.11856,0.00277,0.98007
X5,"ST.NORMAL VAR., M=0, STD=1",-1.99884,0.45952,0.29075,0.04089,-1.94043,0.72319,-0.56988,-0.60923,-1.64466,-1.24771,-0.81371,-0.30543,-0.16463,-0.91958,-0.24816,-0.75116,-2.11045,-0.63827,-0.14483,-0.23350,-0.25031,1.29253,0.85651,-1.16128,0.37680,-0.88608,-2.22365,0.71481,-1.38499,-0.35465,0.01531,-2.03357,0.53519,-0.93731,1.39263,0.17835,-1.66744,-0.85744,0.34354,0.34063,-0.25593,-0.37989,-1.27923,0.42178,-0.68795,-1.18603,1.59383,0.86459,-0.80255,0.92699,1.73238,-1.42766,0.11991,-0.26516,-0.78159,-0.92388,-0.63028,-0.63398,1.24955,-0.20854,0.78348,-0.37178,1.33906,-1.03343,-1.68250,-0.28871,0.43915,0.65576,0.18475,2.21335,-0.31627,-0.69753,0.47836,-0.22711,-0.22326,1.61082,0.90363,-1.09578,-0.75299,-0.03362,-2.33567,-0.38220,0.55334,-0.05335,1.33275,-2.15509,0.73387,0.23328,0.25157,-1.96199,-0.18612,0.07322,0.67443,0.24569,-1.64454,-1.17421,-1.19171,-0.23590,-0.55264,1.43509
X6,"ST.NORMAL VAR., M=0, STD=1",-1.12174,-0.16051,0.75090,0.87741,-0.71740,-0.48693,-0.59687,0.57802,-0.84234,-0.82742,0.33177,1.08310,0.17809,-1.54554,0.92641,-0.79154,-1.05266,-1.09185,-0.39511,0.54265,0.39926,0.28927,0.98113,-0.55851,-0.17054,-1.08614,-1.68924,0.55419,-0.77065,-0.97742,-0.29182,-0.85248,0.11611,-0.15433,0.90943,-0.68222,-0.50971,0.08499,-0.44154,-0.99080,-0.61835,0.91635,-0.19828,1.13099,-1.00204,-0.31802,1.07710,-0.24962,-0.54541,-0.38193,0.65215,-0.60891,-1.37106,1.85508,-0.80942,0.70935,-1.16425,-1.19620,2.11577,0.25889,-0.03712,-0.78848,0.38946,-0.26070,-0.06724,0.14040,0.27888,0.51651,-0.92499,0.33013,-0.62000,-0.43681,-0.56112,-0.85034,-0.28207,0.59368,0.69160,-0.69166,0.46163,0.53430,0.66917,0.96275,0.03850,-1.12994,1.10834,0.14381,-0.40737,-0.29995,-0.48364,-1.84148,0.91443,0.73482,0.28763,-0.69248,-1.43023,-0.31383,-0.13746,-0.60486,-0.75946,-0.65814
X7,"ST.NORMAL VAR., M=0, STD=1",-0.49522,0.43821,-0.05718,0.78837,-1.42945,-1.21675,0.26864,-0.78501,-0.77985,-0.85095,-0.50808,0.26521,-0.30645,-0.19112,0.14734,-1.31769,-0.28950,-2.00571,-2.63762,-0.65003,0.74478,-1.06629,0.38133,-0.51656,-0.47339,0.15808,0.49572,-0.11314,0.02784,-1.25674,-0.52812,-1.37621,-1.40987,0.34045,0.96258,-0.01183,-1.46207,-0.31548,1.96654,-0.55729,-0.93475,1.43711,-1.27320,0.63592,-0.36576,-1.14301,0.81301,0.09231,1.27080,0.92876,1.63890,-0.00724,-2.04818,0.45792,0.82366,-0.20087,-0.65335,-1.69070,1.03823,-0.13298,-0.34074,0.23290,-0.21332,0.05854,-0.00238,-0.14007,-0.78607,-0.23684,-0.52404,1.16255,-1.13451,0.26526,1.35590,0.21537,-1.55621,1.01017,1.54161,-1.14899,-0.44188,-1.90752,0.02960,0.50712,1.40621,-0.90600,-0.24049,-0.24525,0.53594,-0.46840,-0.11138,-2.82318,1.74493,1.44784,0.44514,0.62186,-0.56941,0.18761,-0.52987,-0.37217,-1.45881,0.50921
X8,"ST.NORMAL VAR., M=0, STD=1",-2.14247,0.75514,0.76837,0.75227,-0.54018,-1.29040,0.25576,-0.81786,-1.08056,-0.86407,0.52224,-0.84094,0.76466,-0.25468,0.40492,-0.25932,-0.61656,-0.60931,-1.63550,-0.02157,0.34230,-0.87713,1.35039,-1.08127,-0.37227,0.56171,-0.61383,-0.10694,-1.21500,1.72922,0.65227,-0.36188,0.02108,0.31566,0.49717,-0.41245,-1.67064,0.90122,0.83736,-1.17004,-1.11756,1.12213,0.02480,0.61883,-0.97658,-0.02286,1.42908,0.83255,-1.05540,1.09981,1.20713,-0.67257,0.79612,1.71181,-1.19830,-0.28442,-0.23170,-0.48779,1.20190,-0.84745,0.42119,0.30363,-0.28528,-0.05891,-0.27294,0.65093,-0.78619,0.07353,-0.40364,0.88850,-1.90625,0.17123,0.16364,-0.27101,-0.24524,-0.22336,1.34163,-0.44288,-0.34978,-0.62446,0.05656,0.51421,1.76409,-1.76858,-0.21803,-1.83260,0.04259,0.75492,0.21021,-0.54166,-0.07337,0.76576,1.55097,-0.23546,-0.75085,-1.22560,0.40837,-1.59243,-0.70560,-0.90396
X9,"ST.NORMAL VAR., M=0, STD=1",-1.48174,0.30627,0.26138,0.51756,-0.77445,-0.04043,-0.12175,-1.24055,-0.43493,-1.89781,1.05654,0.63222,0.54693,-1.22215,0.82772,-0.23633,-0.48537,-1.03426,-0.16175,0.01197,-0.36219,1.35849,1.23872,-1.12359,-0.27758,-1.40442,-1.79604,0.53519,-1.08012,-0.08697,-0.62264,-1.96654,-1.13612,-0.09301,2.23743,-0.54366,-1.10461,-0.38516,0.61249,0.26736,0.53049,2.05529,-0.78674,0.94812,-0.50972,-0.11999,0.53616,-1.05529,-0.87868,-0.36327,2.45813,0.44071,-1.25848,0.72842,-1.34893,-0.55945,-0.65351,-0.86455,1.23358,-1.68977,0.20802,-1.16589,-0.23392,0.80487,-1.49037,-0.82550,-0.77422,0.66745,-1.76426,0.54322,-1.52968,-0.32414,0.06806,0.11522,-1.12017,1.33877,1.58781,-1.21394,-0.52810,-1.39875,-0.20605,-0.07179,1.23389,-0.86938,-1.16503,-1.90715,0.83896,1.61348,-1.68503,-2.40209,0.27428,0.51403,0.64521,-0.22150,-1.54648,1.00618,-1.16877,-0.88839,-0.29635,0.72291
X10,"ST.NORMAL VAR., M=0, STD=1",-0.00764,-0.73224,-0.58622,0.98549,0.45666,-0.62096,0.53870,-1.04404,-0.07074,-0.90516,0.86062,0.42737,-0.08092,-1.15858,1.35705,-1.25281,-1.46063,-1.85312,-2.04777,0.69098,-0.82874,-0.52468,0.56704,-1.13252,-1.26664,-0.44684,0.19171,0.09195,-1.76503,-0.09355,-0.56856,-0.89335,-1.31326,-0.13176,0.81309,-0.67161,1.30091,-0.21073,1.37510,0.49541,0.72672,-0.11857,-1.45829,1.73225,0.19770,-1.28093,0.70133,0.23552,-0.70866,0.99990,1.30171,0.63071,-2.05761,0.47682,-1.97631,-0.02719,0.34898,-0.89335,1.54651,0.40371,1.01289,-0.53558,0.33651,0.41090,0.03207,-0.82659,-0.89997,0.89871,-0.08025,1.29534,-0.77003,-1.23012,0.67675,-0.24640,-0.46665,1.11647,0.43680,-0.54763,0.69661,0.12916,0.45920,1.02753,-0.28506,-0.28030,1.18161,-1.35692,1.54234,1.19111,0.14419,-2.58828,0.85127,0.98469,0.42826,-0.60051,-1.34210,0.74471,-1.10972,-1.11339,-0.62090,1.06083
