rL,id
0.02542,1
1.03150,2
0.70237,3
-1.15270,4
0.12366,5
-1.20183,6
-0.03119,7
0.56220,8
0.63103,9
0.61356,10
-0.13356,11
0.14265,12
-0.43739,13
1.01855,14
0.76847,15
0.85833,16
-0.12383,17
0.76272,18
0.35274,19
1.98091,20
-0.73352,21
0.94875,22
0.34166,23
1.58080,24
0.53056,25
-0.19507,26
1.18837,27
-1.06020,28
-0.38802,29
0.93783,30
-0.79170,31
-2.86180,32
0.02359,33
-0.20537,34
-1.20934,35
-0.49281,36
0.33006,37
-2.36754,38
2.48930,39
-0.11693,40
-0.92090,41
1.37510,42
0.09955,43
-0.70135,44
-0.44781,45
-1.15862,46
0.04446,47
-0.01040,48
-0.49217,49
-1.25425,50
-0.16814,51
-1.70302,52
-0.40126,53
-0.17063,54
1.07551,55
0.80652,56
-0.53402,57
0.01575,58
0.85027,59
1.40826,60
-0.82425,61
-0.15691,62
0.10386,63
0.62474,64
0.19476,65
-0.77136,66
-0.43291,67
0.53122,68
0.35029,69
-0.43478,70
0.93535,71
0.87983,72
-2.24452,73
-0.58080,74
-2.19443,75
-1.61620,76
-0.95057,77
-1.01467,78
0.20443,79
1.11324,80
0.82685,81
0.28848,82
-0.83278,83
0.71616,84
-1.28090,85
0.46080,86
2.05127,87
0.89433,88
-0.17961,89
-0.78819,90
1.48201,91
0.97483,92
-1.47782,93
0.45089,94
0.22399,95
-1.16437,96
-0.20505,97
-0.64568,98
0.27773,99
2.05569,100
