rL,id
-1.38484,1
0.45568,2
0.13336,3
0.41008,4
2.31992,5
-0.12493,6
0.03348,7
-0.76840,8
0.20298,9
0.02082,10
0.50940,11
0.16655,12
-0.54679,13
-0.01093,14
0.83308,15
-0.88655,16
-0.15715,17
0.64636,18
-0.58478,19
-1.05391,20
-0.05871,21
-0.43023,22
-0.27250,23
0.47014,24
-0.04508,25
-1.72631,26
0.45524,27
-0.05346,28
0.00082,29
-2.83903,30
0.32255,31
-1.84904,32
-0.15934,33
-1.15499,34
0.13333,35
-0.12702,36
0.15322,37
1.76530,38
-1.02261,39
-0.42360,40
0.32085,41
-1.92880,42
-1.44065,43
-0.59483,44
-0.48406,45
1.77515,46
-0.28729,47
-0.31238,48
0.71143,49
-1.24702,50
-1.06000,51
-0.64845,52
1.00539,53
0.15617,54
0.23810,55
-0.09592,56
1.53731,57
-2.36682,58
-0.60595,59
0.65103,60
-0.70400,61
0.24987,62
1.01720,63
-1.87363,64
-0.84270,65
-1.08366,66
1.96203,67
0.42448,68
0.08654,69
0.67419,70
-0.17144,71
1.10938,72
0.74409,73
-0.47119,74
2.50139,75
-0.02665,76
1.04900,77
1.67265,78
0.06346,79
-0.26874,80
-0.57481,81
-0.42997,82
0.06409,83
0.20832,84
0.08322,85
0.43813,86
1.45302,87
-0.02428,88
1.84046,89
0.45502,90
-1.26824,91
-0.41886,92
1.60488,93
-0.44037,94
0.00425,95
1.70998,96
-0.39619,97
-0.88189,98
-0.15044,99
1.93605,100
