rL,id
-0.49715,1
-0.64183,2
1.44474,3
0.13337,4
-1.07512,5
-0.25986,6
-0.08080,7
0.31979,8
-0.02421,9
-0.50385,10
-0.02237,11
0.07291,12
-1.37194,13
-2.14067,14
-0.48157,15
1.36845,16
-0.97528,17
-1.73847,18
-0.27142,19
-1.48149,20
-0.23771,21
0.46268,22
0.41997,23
-1.08600,24
-0.01341,25
1.01910,26
-0.85993,27
-0.73732,28
0.86901,29
-0.01377,30
0.69460,31
0.91649,32
-0.27035,33
-0.14350,34
-0.12892,35
-0.56178,36
0.40281,37
1.82375,38
1.28040,39
0.14975,40
-0.91380,41
0.95071,42
-0.32366,43
0.77696,44
1.12699,45
1.78122,46
-0.67213,47
-0.31139,48
-0.65953,49
-1.03998,50
0.10987,51
0.36854,52
0.60631,53
-0.33505,54
0.04077,55
0.36770,56
-0.87617,57
0.77281,58
-0.86731,59
1.14361,60
0.64048,61
-0.51830,62
1.89721,63
-2.30611,64
1.52489,65
-1.21575,66
1.10409,67
1.44558,68
-0.27230,69
0.09649,70
2.53754,71
-1.64637,72
-1.26089,73
-1.06756,74
-0.67575,75
-1.55330,76
-1.71899,77
-0.15433,78
-0.10890,79
0.52642,80
-0.12340,81
-0.16077,82
1.56034,83
-1.11217,84
-0.95320,85
0.84623,86
-1.00024,87
1.22483,88
-2.15147,89
0.78245,90
0.77643,91
0.73621,92
-0.25465,93
1.35250,94
0.17473,95
0.32870,96
1.07887,97
1.58488,98
-0.28370,99
0.51366,100
