Gene,_LABEL_,id1,id2,id3,id4,id5,id6,id7,id8,id9,id10,id11,id12,id13,id14,id15,id16,id17,id18,id19,id20,id21,id22,id23,id24,id25,id26,id27,id28,id29,id30,id31,id32,id33,id34,id35,id36,id37,id38,id39,id40,id41,id42,id43,id44,id45,id46,id47,id48,id49,id50,id51,id52,id53,id54,id55,id56,id57,id58,id59,id60,id61,id62,id63,id64,id65,id66,id67,id68,id69,id70,id71,id72,id73,id74,id75,id76,id77,id78,id79,id80,id81,id82,id83,id84,id85,id86,id87,id88,id89,id90,id91,id92,id93,id94,id95,id96,id97,id98,id99,id100
X1,"ST.NORMAL VAR., M=0, STD=1",1.45899,-0.15554,0.65966,0.30967,0.80192,1.87476,1.80905,-1.34365,1.22086,1.42490,1.70542,0.06948,0.64802,-0.28906,-0.80370,-1.24257,0.38068,-1.17842,-1.46097,-0.77864,-0.14825,0.69601,-1.03252,-0.15541,-0.80179,1.13289,0.14194,-0.06372,-0.07154,1.88308,0.14257,-0.18880,-0.16172,-0.69154,-0.35524,-0.01150,-0.47722,0.93164,0.55282,-0.68307,-1.28577,0.16246,0.65937,1.04074,0.16814,-0.21317,-1.19308,-0.44500,-0.89213,-0.71635,1.89420,0.22293,-1.56417,0.42598,-0.95449,-0.47910,0.54931,-0.14686,0.21909,-1.72827,-0.73217,0.73919,1.46328,0.21272,-0.81532,0.42793,0.26688,-0.23641,-0.81637,-1.05190,-0.24928,-0.97302,-0.98720,0.10463,0.28545,-1.47058,-1.14169,0.45278,-1.55520,0.17941,-0.97962,-0.47516,1.11241,-0.30501,-0.01723,-1.00058,-0.94874,-1.92929,-0.03962,-1.37219,1.46464,2.05220,-0.67373,0.62078,0.53439,-0.70530,-0.03859,-0.65311,-0.66240,0.04048
X2,"ST.NORMAL VAR., M=0, STD=1",2.38176,0.66226,0.42892,-0.18919,1.57942,1.52196,0.30996,-0.92289,0.45119,0.95945,0.94805,0.42999,-0.59919,-0.99988,-1.04074,0.67789,-0.32959,-0.88339,-0.70826,-0.98135,-0.53454,-0.15196,-1.20966,-1.29550,-0.84899,1.63765,1.26265,-0.49461,-0.46383,2.17726,1.63607,-1.00158,0.72332,0.57087,0.19680,-0.38359,-0.46945,-0.62354,0.73769,-1.53900,-0.36074,-0.10462,0.92400,1.88936,-0.34468,-0.04936,0.91850,0.88256,-1.05219,-0.15745,-0.46495,0.10184,-0.43013,0.50505,-1.08861,-1.05299,-0.50671,0.40936,-0.35467,-0.89295,0.06198,-0.50194,0.70958,-1.15069,-1.92672,1.59474,-0.08968,0.00786,-0.59628,0.04154,0.10874,0.70248,-0.28354,1.82697,0.53115,-1.30092,-1.84030,0.07596,-0.11727,1.39943,1.72353,-1.72360,0.20525,0.02465,0.20577,-0.62633,1.17894,-0.50463,0.38803,-1.16531,0.52373,1.19030,-0.32776,0.65929,-1.25470,0.12028,-0.03484,-0.87428,-1.12502,0.47694
X3,"ST.NORMAL VAR., M=0, STD=1",0.56801,-0.71150,-0.62953,-1.90544,2.13424,1.62475,0.56992,0.65799,2.03134,0.10016,0.26245,0.62703,1.98782,0.88904,-1.32286,-0.01808,-0.57158,0.07644,0.23235,-0.80062,0.84546,-0.13816,-1.15183,-0.46828,-1.47539,0.44369,0.27101,-0.08592,-0.01342,1.53207,0.58384,-0.51613,0.17572,-0.23192,0.65678,0.24694,-0.45090,1.54553,0.34007,-2.16573,-0.29148,-0.74735,0.08231,-0.19722,-0.80769,-0.69293,-1.15597,0.05080,-0.45858,-0.12326,0.02729,-0.66669,0.32236,0.49720,-0.89681,-0.60356,0.67318,1.27311,-0.80941,-1.47553,-0.85358,-0.76062,0.95305,0.76343,-1.05964,-0.14678,0.19747,-0.31409,-1.36119,1.00910,-0.90085,-0.21929,-0.51101,0.75375,1.20216,-0.65976,0.06635,0.58178,-0.89473,0.58453,0.59822,0.69648,-1.09402,-1.55993,-1.29641,-0.38604,-0.23870,-0.91467,1.87956,-0.87320,-0.15804,0.66770,0.13161,1.15465,-1.96509,-0.10130,-0.02038,-0.79544,-0.40659,0.39394
X4,"ST.NORMAL VAR., M=0, STD=1",1.46810,0.19606,0.15125,0.26237,1.98091,1.60730,0.74425,-0.03844,1.25659,-0.84388,0.17674,0.06408,0.77088,0.41194,-2.80499,0.03546,-0.54553,-0.96799,-1.17947,0.02834,-0.17751,-0.56303,-1.87598,-0.24500,-0.19218,0.22615,1.31541,0.96823,-1.69113,2.38662,0.47673,1.18783,-0.75009,-0.77570,-0.79173,-0.64955,-1.63856,0.06819,1.37772,-0.94876,-1.92991,-0.00608,-0.02026,0.34777,-0.39998,0.95533,0.07358,-1.47635,-0.59487,1.51273,1.04682,1.60817,-1.06437,-0.31484,-1.42858,1.04888,0.57121,0.17660,-0.16834,-0.11337,-0.64232,-0.53654,2.34867,-0.71449,-1.38560,0.29057,-0.23636,0.51788,0.22933,0.71882,-1.13032,1.02917,-1.49048,0.80941,1.12826,-0.77470,0.39386,-0.29579,-0.46347,0.14873,1.30055,-0.56105,-0.05407,1.52979,0.02001,0.40849,-0.36674,-1.84578,0.68085,-0.74971,1.07190,-0.31646,-0.32909,1.47159,-1.28287,-1.86722,-0.95842,0.02784,-1.20096,0.41621
X5,"ST.NORMAL VAR., M=0, STD=1",1.49850,-0.79846,0.77936,-0.46089,1.65621,0.87903,0.51542,0.31197,0.68780,1.64846,0.30854,0.11769,0.09772,-0.15538,-0.39225,-0.67035,-1.05428,-1.30444,-1.39213,-0.85428,-0.88689,0.95864,-2.69974,-1.02004,-0.87782,0.61424,1.11197,0.84410,-1.14757,1.21742,1.12400,-0.60945,0.26065,0.34617,0.80293,0.32730,-1.98308,0.23266,0.45616,-1.65399,-1.57761,-0.98766,0.86292,1.24927,-2.10919,0.00749,-0.07606,0.22659,0.29993,0.47263,0.57693,0.46490,-0.20027,-0.15306,0.10537,-0.28008,0.91470,-1.36094,-0.14544,0.86984,-1.12034,0.29440,1.53312,-0.97337,-0.81444,-0.05568,0.00210,-0.09199,-0.71569,0.46984,-1.26350,-1.09221,-2.10711,-0.04453,-0.20904,-1.62998,-1.02084,-0.17536,-1.10740,-0.95435,0.59437,-0.65814,0.29555,-0.89748,1.11810,-0.16254,-0.34405,-1.31972,0.82868,0.00422,0.17736,-0.79749,-0.49863,2.26171,0.02424,0.51484,-0.10474,-0.03368,-1.18318,-0.53119
X6,"ST.NORMAL VAR., M=0, STD=1",1.48540,-0.56651,-0.31142,-0.35291,1.19629,1.01470,0.12695,-1.30217,0.71790,0.00487,0.97752,-0.08959,-0.57229,0.10295,-0.72374,-0.09801,-1.79322,-0.85176,-0.10323,-0.42543,-2.29912,0.24071,-2.24409,-1.51885,-0.75086,1.30732,0.31977,0.52997,-0.58781,3.17759,0.77329,-0.93926,-0.44247,0.95099,-0.50637,0.55012,-1.61516,0.91240,-0.52639,-0.65327,-0.70778,-0.68289,0.67180,0.56438,-0.20438,1.25150,-0.56115,0.57610,0.28140,0.35213,0.80215,-0.03677,-0.52352,-1.02495,-1.27449,0.48640,-0.32947,0.01839,0.30667,-0.97322,-0.25303,-1.03110,1.28203,-0.05096,-0.47753,0.14800,-0.68744,-0.52090,-0.34956,-0.06242,-0.06508,0.06250,0.17094,-0.35535,-0.45385,-1.65760,-0.64072,0.31180,-1.53446,0.30211,0.17681,-0.08040,0.83876,-0.83746,-0.27929,-1.23446,-1.30465,0.03481,-0.17610,-0.80050,0.58729,-0.31787,-0.38194,1.72777,-0.40453,-0.58845,-0.26887,-0.75530,-0.59924,-0.46420
X7,"ST.NORMAL VAR., M=0, STD=1",2.12053,-0.29626,-1.29718,-0.43409,0.33282,1.33554,0.55160,0.02572,-0.05503,0.80968,0.48365,-0.45648,0.42257,-0.77094,-1.86675,0.40511,-1.56836,0.17925,-0.48959,-1.23448,-1.32298,0.49989,-0.27342,-0.06765,0.39804,-0.45890,0.59428,0.63841,-1.15128,2.64909,0.64039,-0.12704,-0.08025,-0.80893,-0.49609,-0.94817,-1.67444,1.11814,-0.10853,-1.13814,-1.11414,0.79967,1.25984,0.87130,-0.15843,0.62087,-0.64749,1.13410,-0.49994,-1.35219,1.23680,0.46436,0.45354,1.09920,-1.56449,-0.98133,1.36589,0.03242,0.02657,-0.32876,0.29011,-0.00117,1.07184,0.54415,-1.72955,-0.20816,-0.42061,-1.15010,-0.88880,-0.02478,0.01131,0.67618,-1.00499,-0.04016,0.65605,-0.86754,-0.87395,0.07069,-1.55968,0.15871,1.44322,-0.87554,-0.62139,0.13450,0.16034,-0.70942,-0.01992,-1.00083,1.58418,-1.93391,0.28532,0.51180,-0.65964,0.87433,-2.50665,-0.18861,-0.91781,-1.16361,0.01423,0.39504
X8,"ST.NORMAL VAR., M=0, STD=1",0.66984,-0.06518,-1.63889,0.54776,-0.55281,1.09977,1.23037,0.51957,1.71098,1.00215,-0.17524,0.44254,0.26206,-0.25786,-0.42771,-0.33294,-1.60572,-1.35365,0.85064,-0.38415,-0.30867,0.22948,-1.03898,-0.56875,-0.27124,0.34063,0.09888,-1.05243,0.11358,0.04833,1.47754,1.18604,-1.34248,0.41705,-0.78365,-1.47444,-1.31152,0.47496,-0.42407,-0.73115,-0.60783,0.52309,0.74291,-1.12988,-0.77195,-0.60843,-0.84905,0.92842,0.25558,0.26288,1.12398,1.08133,-0.00997,-1.33855,-1.05726,-1.16538,0.55428,0.85809,-0.03119,-0.94036,-0.10480,-0.08487,0.82268,0.49649,-1.40576,-0.83672,0.62953,0.17926,-1.87638,-0.42936,-1.78450,0.23991,-1.53930,-0.60719,1.18126,-1.61060,-0.58963,-1.16589,-1.40954,-0.59759,-0.56281,-2.93576,1.09306,-0.71252,1.29849,-2.01507,0.29529,-0.32182,0.62681,-0.90861,0.99292,1.15544,-1.66654,1.89360,-1.32706,0.40791,-0.54160,0.17684,0.32442,-0.22383
X9,"ST.NORMAL VAR., M=0, STD=1",1.45706,-1.06106,-0.35282,-0.70489,0.43420,0.76239,1.47399,-0.93206,1.07831,0.69686,0.37694,0.62755,0.19143,-0.71539,-1.26641,0.08333,-0.96363,-1.18520,-0.76398,-0.89834,-0.97934,0.16474,-0.59335,-0.29797,-1.03449,1.01549,0.82120,1.21209,-1.73377,2.22973,1.00543,0.43079,0.09878,0.50615,-0.73501,-0.33893,-2.94402,-0.23815,-0.25832,-0.57755,-1.48878,-0.27343,1.65410,-1.85733,-0.23255,0.44739,0.15444,0.05268,-0.25869,-0.41042,1.83987,1.13986,-0.33727,-0.32494,-0.27123,-0.55460,0.52032,0.08565,1.41966,-0.73403,0.37714,0.86605,0.68714,0.00119,-1.39202,-0.01357,1.29698,0.12763,-1.56891,-0.96656,-0.35628,1.27334,-1.34918,0.83742,1.34139,-1.30621,-2.70707,-0.47618,-1.15352,-0.35806,1.41627,-1.31073,0.07948,0.36655,-0.52800,-1.44331,-1.33620,-2.01586,0.64707,-2.11803,-0.11650,-0.38650,-0.81459,1.86444,-2.39948,0.19885,-1.26346,-0.51080,-0.98345,0.98514
X10,"ST.NORMAL VAR., M=0, STD=1",1.14064,-0.60004,0.28555,0.46832,1.32880,0.97047,-0.22016,-0.91359,1.25986,-0.51671,0.48351,0.11247,0.51988,0.11468,0.11059,0.03391,-0.34115,-0.38151,0.38304,-0.72189,0.18594,0.88676,-0.39936,-2.71429,0.00411,0.80539,-0.86789,0.76352,-0.23594,1.53835,0.66719,0.93682,-0.10478,0.47189,0.01258,-0.70630,-1.74638,-1.06038,0.37697,-1.24412,-1.26418,-0.24870,2.34124,-0.50418,-0.93966,0.83617,-0.65479,0.79127,-0.76528,-1.55082,1.00223,0.09156,0.19928,0.24169,0.00948,-0.29843,-0.94836,0.03807,0.02590,-0.19645,1.57991,0.64293,1.36435,-0.77917,-1.18024,0.52781,0.90906,-0.99188,0.98495,0.00681,-0.76355,-0.84419,-2.21002,-0.32957,0.91124,-1.32459,-1.19798,-0.59944,-0.92634,-0.11721,0.44276,-0.96163,-1.16347,1.14612,-0.06829,-1.44900,-2.85267,-0.19595,0.76088,-0.08998,-1.46964,0.49595,-1.08665,2.16501,-1.01422,0.00102,-0.74242,-0.45941,-1.27484,-0.99524
