rL,id
-1.58612,1
0.45292,2
-1.14058,3
0.01184,4
-1.20491,5
-0.06342,6
0.71519,7
-0.40271,8
0.01017,9
-1.19754,10
-0.04977,11
-0.23256,12
-0.86247,13
1.70884,14
0.78629,15
-0.10961,16
-0.20917,17
1.76322,18
-0.38091,19
0.26293,20
0.25718,21
-0.25175,22
-0.37772,23
0.73041,24
0.34076,25
1.30068,26
0.57393,27
-0.61427,28
0.42589,29
-1.42783,30
-0.03660,31
-0.42573,32
-0.04251,33
0.68581,34
0.57196,35
-1.46617,36
-1.11363,37
1.58224,38
-1.64505,39
-0.78480,40
0.32750,41
-0.98054,42
-1.62180,43
-2.01485,44
0.42678,45
-1.38292,46
-0.76971,47
-0.63820,48
0.46415,49
2.01936,50
0.78833,51
-1.95023,52
-0.93426,53
0.23672,54
-0.12009,55
-0.28923,56
2.05907,57
-1.51834,58
-0.49495,59
-1.96180,60
-0.73255,61
0.06269,62
1.48750,63
2.26058,64
0.55728,65
-0.95556,66
-0.73151,67
0.62648,68
0.36335,69
-0.98584,70
0.05213,71
-0.16957,72
0.45701,73
1.70791,74
-0.05488,75
0.63757,76
1.71483,77
0.92443,78
-0.15256,79
0.99506,80
1.30575,81
0.93317,82
2.02644,83
1.10024,84
-0.42325,85
0.34955,86
0.64877,87
-0.88024,88
-0.69818,89
0.06423,90
-1.13351,91
0.66232,92
0.07352,93
-0.98775,94
0.08131,95
0.88871,96
-0.89181,97
-1.14431,98
1.18889,99
0.57238,100
