rL,id
2.19117,1
-1.25186,2
-0.76456,3
0.97303,4
0.15290,5
-0.43457,6
0.73021,7
-0.32273,8
-0.23260,9
0.99235,10
0.09337,11
0.86568,12
0.87731,13
-0.27850,14
-0.51057,15
-0.80778,16
-1.98440,17
-0.77727,18
0.25714,19
2.52580,20
0.24171,21
-0.19020,22
0.58107,23
-0.40722,24
0.13290,25
-1.10545,26
0.77852,27
-0.68549,28
0.16187,29
2.40283,30
-0.16759,31
-0.05432,32
-0.21572,33
-1.46301,34
1.01027,35
0.25753,36
0.21247,37
-1.18787,38
-0.12811,39
-0.42915,40
0.40734,41
-0.63259,42
1.22071,43
-1.26291,44
0.60478,45
-1.22145,46
0.35670,47
-0.57733,48
0.83147,49
0.55820,50
0.39110,51
-1.81090,52
0.53507,53
0.87136,54
1.76753,55
-0.44886,56
0.82480,57
-0.63157,58
-0.35415,59
0.65639,60
-1.36277,61
0.54005,62
0.84991,63
0.38715,64
1.84989,65
-1.10782,66
-0.94091,67
-1.42807,68
-0.38967,69
-1.30378,70
2.41642,71
0.31082,72
0.49029,73
-0.67555,74
-1.21368,75
1.19474,76
1.06619,77
-1.02822,78
-0.00839,79
-1.55336,80
2.00351,81
0.38435,82
-2.40360,83
0.27037,84
0.41049,85
0.19430,86
-0.64150,87
-0.26915,88
-1.40911,89
0.31645,90
0.43902,91
-0.27066,92
0.87832,93
1.00950,94
0.14063,95
-1.27697,96
-0.30623,97
-1.20844,98
0.41918,99
-0.89858,100
