rL,id
0.98587,1
0.68071,2
-0.35043,3
0.49311,4
1.83532,5
0.98508,6
0.66585,7
0.20105,8
0.58783,9
-0.48812,10
0.25111,11
-0.04163,12
-0.63424,13
0.97801,14
-0.81466,15
-0.43367,16
1.13342,17
0.67442,18
-1.15455,19
-2.49472,20
0.34900,21
0.20042,22
0.71482,23
1.29634,24
1.01526,25
0.29638,26
-2.02717,27
-0.32341,28
0.85976,29
1.15188,30
0.02177,31
0.44866,32
-0.02910,33
-0.10760,34
-0.23073,35
-2.18919,36
-0.30344,37
-1.33301,38
1.56176,39
-0.21751,40
0.21335,41
-0.42476,42
-1.93337,43
1.92245,44
0.78373,45
0.97944,46
1.16338,47
-0.31499,48
0.91944,49
1.39173,50
-0.71590,51
-1.17241,52
-0.42208,53
-0.37624,54
-0.83842,55
0.40244,56
-1.92312,57
-0.61796,58
-0.82267,59
0.64971,60
-1.38160,61
0.00421,62
1.00164,63
0.24449,64
1.19179,65
-0.29347,66
-1.54855,67
-1.47975,68
-0.20414,69
1.06936,70
-1.50185,71
0.00461,72
-1.94480,73
0.76423,74
-1.05930,75
-0.06244,76
1.97471,77
1.19657,78
-0.08890,79
-0.47633,80
0.18614,81
-2.01850,82
0.58275,83
-0.16903,84
-0.50352,85
-0.41181,86
1.27593,87
0.71854,88
-1.69329,89
0.12070,90
-0.30947,91
-0.52780,92
-1.14089,93
0.47937,94
1.46900,95
0.55337,96
-0.30277,97
0.88849,98
-0.36392,99
0.67786,100
