rL,id
-1.63054,1
-0.03724,2
0.77330,3
-0.63988,4
-1.46584,5
-0.35761,6
0.67799,7
0.39051,8
-0.01163,9
-1.00622,10
0.03587,11
-0.44536,12
0.38627,13
-2.05041,14
-0.44259,15
0.58359,16
2.09508,17
0.11140,18
-0.03946,19
-1.22690,20
-0.71248,21
0.43647,22
0.64522,23
-2.38312,24
-0.05110,25
1.03400,26
0.90853,27
-1.09188,28
-0.78870,29
0.34652,30
0.37550,31
0.27603,32
-0.29211,33
1.04456,34
-0.17090,35
-0.53685,36
-0.26106,37
-0.32366,38
0.37704,39
-0.08709,40
-0.59941,41
-0.89267,42
2.01075,43
0.21363,44
0.47963,45
0.58262,46
0.50708,47
0.21406,48
0.69646,49
-0.91833,50
-1.51450,51
-1.85292,52
-0.80700,53
0.43176,54
1.12242,55
0.68903,56
-0.36588,57
2.73500,58
-0.03417,59
0.49332,60
0.81942,61
1.07575,62
-1.05283,63
0.54222,64
1.17420,65
-0.76168,66
-1.36076,67
-0.49381,68
0.10514,69
-2.30666,70
-0.35735,71
-0.34822,72
0.86468,73
1.40797,74
-1.10962,75
0.53742,76
-0.41623,77
0.70259,78
-0.04775,79
-1.30809,80
2.22905,81
-0.17971,82
-0.71717,83
0.07528,84
0.45960,85
-0.08707,86
0.39884,87
2.01809,88
2.46813,89
-1.15473,90
-1.17240,91
-0.43080,92
0.91707,93
-0.70500,94
-0.14297,95
-0.52252,96
0.00923,97
-0.52232,98
-0.18679,99
1.94367,100
