rL,id
-0.20940,1
-1.71663,2
-1.38355,3
1.00147,4
-2.47339,5
1.37713,6
0.35529,7
0.68082,8
0.07491,9
1.07003,10
0.01575,11
-0.01775,12
-0.78034,13
-0.88418,14
0.41350,15
-0.44091,16
-0.45306,17
1.33610,18
0.20835,19
0.35962,20
-0.43780,21
-0.37975,22
0.41242,23
-0.78214,24
0.11025,25
0.08748,26
-0.74510,27
1.24616,28
0.66188,29
-0.48052,30
-0.10067,31
-1.35166,32
-0.51126,33
0.54852,34
0.29804,35
0.95772,36
-1.04063,37
1.95121,38
0.61452,39
-0.20624,40
-0.39271,41
1.54585,42
-0.05836,43
0.95565,44
1.14259,45
-1.57499,46
0.84683,47
0.72270,48
-0.06517,49
1.82407,50
-0.52705,51
-1.16258,52
-0.19267,53
0.28892,54
-0.82424,55
2.58363,56
-1.06345,57
-2.94975,58
-0.97658,59
0.14660,60
0.52639,61
0.68129,62
-0.83817,63
-0.93601,64
-0.20519,65
-0.91805,66
-1.00110,67
-0.82359,68
1.22065,69
-0.96497,70
1.22120,71
0.53783,72
0.97363,73
0.13917,74
1.65638,75
-1.41148,76
1.52795,77
0.34346,78
0.15143,79
-0.46743,80
-0.09294,81
-1.86953,82
0.33215,83
0.29542,84
1.17228,85
-1.46154,86
-0.38694,87
0.19773,88
-1.07121,89
1.00970,90
0.48550,91
-0.51437,92
1.31657,93
0.49709,94
0.52026,95
0.55536,96
0.96903,97
-1.30071,98
-0.21632,99
-1.50637,100
