rL,id
1.14460,1
0.74717,2
0.34946,3
-0.68023,4
0.50624,5
-0.12638,6
-1.03240,7
0.21287,8
0.46605,9
0.04771,10
1.04771,11
-1.39461,12
1.33456,13
1.31865,14
0.76157,15
1.59743,16
0.53051,17
-1.23570,18
0.35537,19
0.60679,20
-0.10999,21
0.18281,22
-1.13020,23
1.74181,24
0.20871,25
0.50076,26
-1.45298,27
-0.32780,28
-0.52941,29
-0.35882,30
-0.06131,31
-1.56388,32
-0.42878,33
2.02020,34
-0.87329,35
-1.49895,36
-0.14582,37
-0.80847,38
0.27324,39
0.34759,40
0.33671,41
-1.26257,42
-0.61821,43
1.55802,44
-1.07996,45
-0.67311,46
-1.10585,47
0.66902,48
-0.98266,49
-1.02274,50
0.62520,51
1.33860,52
1.05900,53
-0.18865,54
0.31509,55
1.33087,56
-0.65605,57
-0.28732,58
0.10863,59
-0.25009,60
-2.04932,61
0.31278,62
0.04046,63
-1.57265,64
-1.10549,65
-1.33636,66
1.68174,67
-0.42449,68
-0.85772,69
0.23061,70
1.29120,71
-1.33861,72
0.78523,73
-1.01165,74
-2.24001,75
2.33577,76
-2.25209,77
-0.89629,78
0.10369,79
0.24131,80
-0.80058,81
0.60160,82
1.10750,83
0.58020,84
1.28730,85
0.75745,86
-0.11323,87
0.66553,88
0.93813,89
0.44709,90
-1.31286,91
-0.79628,92
1.42068,93
1.39600,94
-0.04897,95
0.20073,96
0.64499,97
-0.88044,98
-0.36889,99
0.57920,100
