rL,id
1.04854,1
1.16732,2
0.09272,3
0.21562,4
-0.69838,5
-0.45369,6
-0.14050,7
0.15503,8
-0.21264,9
0.97105,10
0.65028,11
-0.44335,12
0.94458,13
-0.12967,14
-0.77870,15
0.66746,16
1.16347,17
1.05920,18
0.37583,19
1.08975,20
1.21452,21
-0.10771,22
0.31872,23
-0.31823,24
-0.01104,25
-0.12934,26
-1.60592,27
-0.47724,28
0.36775,29
0.82362,30
0.27233,31
0.86327,32
0.80600,33
0.64513,34
-0.24032,35
0.14390,36
-0.24249,37
-2.17285,38
1.95891,39
-0.49166,40
-0.12721,41
-2.62964,42
-2.11190,43
2.49894,44
-0.48271,45
0.13350,46
0.39732,47
0.89472,48
0.48361,49
-1.70933,50
-1.61344,51
1.07844,52
-0.18184,53
-0.10990,54
-0.71179,55
0.38124,56
-1.12940,57
-0.02184,58
-0.11771,59
-0.65200,60
-0.54295,61
-0.01087,62
1.42657,63
-0.11010,64
-0.28797,65
-1.44749,66
1.04647,67
-0.90709,68
-0.78955,69
-0.50875,70
1.27716,71
-0.50987,72
0.38884,73
-1.69700,74
-1.24705,75
-0.25017,76
-1.74528,77
0.31554,78
0.08452,79
0.04831,80
2.61437,81
0.10245,82
-2.67209,83
-0.67396,84
0.61577,85
-0.97119,86
1.66296,87
0.92894,88
0.14842,89
-0.31391,90
1.25638,91
-0.55695,92
-0.33650,93
-0.83190,94
-0.00076,95
1.80441,96
0.96461,97
0.18440,98
-0.61596,99
-0.47313,100
