rL,id
0.33072,1
0.46645,2
0.74379,3
-0.56226,4
0.87754,5
-0.24251,6
-0.61259,7
-0.37152,8
-1.21929,9
0.39509,10
-0.20496,11
-0.36737,12
-1.11150,13
0.02502,14
-0.42731,15
0.38898,16
0.27104,17
2.46003,18
-0.44933,19
-1.10238,20
-0.17352,21
-0.63133,22
-0.12841,23
0.89182,24
-0.04192,25
0.05129,26
-1.61601,27
1.63915,28
0.78723,29
-2.08743,30
-0.35470,31
0.97158,32
-0.06906,33
0.56920,34
-1.03042,35
-1.13596,36
-0.30687,37
-1.28607,38
-1.21594,39
-0.60821,40
0.43280,41
1.07639,42
-0.21739,43
-0.31359,44
0.89852,45
2.43265,46
-0.59525,47
-0.50403,48
1.35191,49
-0.14660,50
0.85734,51
2.24631,52
-0.73225,53
-0.42318,54
-1.40610,55
0.03106,56
0.72220,57
-1.57707,58
-0.09411,59
-0.44929,60
-0.17467,61
-0.06152,62
-1.49372,63
0.16618,64
-1.14870,65
-1.48635,66
-0.87146,67
1.42923,68
0.27624,69
-0.98585,70
0.09201,71
0.73430,72
0.78540,73
0.83163,74
2.81690,75
1.16764,76
-1.39116,77
-0.45889,78
0.05358,79
2.06484,80
-1.42116,81
-0.70841,82
-0.71867,83
-0.28634,84
-0.23016,85
0.33167,86
0.54768,87
-0.20233,88
-1.75270,89
0.62491,90
0.00547,91
0.41954,92
1.99405,93
0.80327,94
-0.09610,95
1.39771,96
-1.13777,97
1.13349,98
-0.63169,99
0.47954,100
