rL,id
-0.35971,1
-0.48327,2
0.21449,3
-2.00011,4
-1.23173,5
-0.32183,6
0.57088,7
-0.36359,8
0.18938,9
-0.97649,10
-0.12105,11
0.74659,12
-1.41612,13
0.69374,14
0.29741,15
1.04586,16
-0.05726,17
-0.76881,18
1.41088,19
-0.41756,20
-0.59376,21
-1.06904,22
-1.03538,23
0.09410,24
-0.77805,25
-1.32592,26
-1.63729,27
1.20365,28
-0.23575,29
2.15545,30
0.01386,31
-0.23839,32
-0.39948,33
-0.96020,34
0.11392,35
2.25113,36
0.78255,37
-1.45032,38
-1.15265,39
0.55613,40
0.20707,41
1.34868,42
0.28931,43
0.36396,44
0.51295,45
1.30892,46
0.38449,47
-1.14229,48
-0.78790,49
1.27332,50
-0.35134,51
0.32322,52
1.03707,53
-0.51645,54
-0.67381,55
-2.68509,56
0.30481,57
1.98957,58
-0.62155,59
-0.57772,60
-0.25522,61
0.91579,62
0.49756,63
-0.88495,64
0.71534,65
0.27247,66
-1.60531,67
-1.11053,68
0.06520,69
-1.43898,70
-1.37850,71
-0.74369,72
1.05953,73
0.33869,74
0.80874,75
1.07743,76
-0.76575,77
-0.22515,78
0.21286,79
2.18951,80
0.40474,81
0.30622,82
1.35450,83
1.10126,84
-0.58097,85
-0.29665,86
-0.92745,87
0.69187,88
1.78185,89
0.15784,90
0.72040,91
-0.09576,92
1.35906,93
-1.89205,94
-0.55866,95
0.43592,96
1.58173,97
-0.61887,98
-0.62227,99
1.01882,100
