Gene,_LABEL_,id1,id2,id3,id4,id5,id6,id7,id8,id9,id10,id11,id12,id13,id14,id15,id16,id17,id18,id19,id20,id21,id22,id23,id24,id25,id26,id27,id28,id29,id30,id31,id32,id33,id34,id35,id36,id37,id38,id39,id40,id41,id42,id43,id44,id45,id46,id47,id48,id49,id50,id51,id52,id53,id54,id55,id56,id57,id58,id59,id60,id61,id62,id63,id64,id65,id66,id67,id68,id69,id70,id71,id72,id73,id74,id75,id76,id77,id78,id79,id80,id81,id82,id83,id84,id85,id86,id87,id88,id89,id90,id91,id92,id93,id94,id95,id96,id97,id98,id99,id100
X1,"ST.NORMAL VAR., M=0, STD=1",-0.76965,-1.66868,0.20619,-0.22859,-0.55203,-0.26556,-0.13820,-1.71883,1.15048,0.48289,0.53081,0.83928,0.06107,1.24540,-0.70893,0.35168,1.08295,-0.03068,1.18983,1.61326,1.38791,-0.10668,1.60727,0.03769,-0.58735,-0.65681,-1.40155,0.02846,-1.37792,-2.04009,1.55205,-0.32682,0.87607,-0.98929,-1.33465,1.64166,-0.13521,-0.82225,0.07093,-0.00663,-1.41344,-1.05077,-0.00725,1.29294,0.77001,-0.03643,0.26609,-0.41557,-1.02463,0.54310,0.95754,1.24801,0.69935,-1.02588,1.58661,-1.59325,0.52848,0.01383,-1.24981,-1.37863,-0.56298,2.25954,-0.28200,1.61196,-2.27696,0.80123,0.14123,-0.90899,-1.67407,-1.82066,1.03247,0.78737,-0.02926,-0.17962,-2.88025,0.53361,-1.78718,-1.32042,1.05937,-0.32135,-0.86575,-0.34405,-1.05813,-1.08427,-0.44044,-0.51621,-1.50840,-1.36723,0.43856,-0.28195,0.27217,0.34990,0.83545,-1.51707,0.23794,0.08121,-0.67772,-0.08255,0.35304,-0.08756
X2,"ST.NORMAL VAR., M=0, STD=1",0.01879,-1.37351,-0.23855,-0.99896,0.64186,-0.20229,2.30463,-0.61518,0.82649,1.92639,-0.42095,-0.98689,-0.65425,0.04991,-0.31201,1.04845,-0.58242,-0.51414,0.39460,-0.77688,0.38668,-0.22686,0.79283,0.89033,-1.20023,-0.96382,-1.69148,0.38720,-2.07331,-0.76896,0.12935,0.01854,0.23658,2.00556,-0.89186,1.03217,-0.08794,-1.33377,-0.72126,2.09605,-0.05620,0.18923,-0.08363,0.95509,-0.17198,0.02989,-1.62147,-0.07527,0.12450,0.81155,1.31313,0.63919,0.33972,-0.83381,-0.03993,-2.06611,0.59558,-1.09149,-0.90418,-2.19172,0.20097,1.10124,-2.29185,2.28178,-1.54038,0.45281,0.13471,0.73643,-1.02725,-0.78116,1.25313,0.84988,0.52195,-0.01249,-0.59887,0.68044,-1.75391,-0.05675,-0.29120,-0.86929,0.44112,-0.41672,-0.98832,0.26788,-1.15159,0.79545,-0.52125,-0.50079,0.62037,-0.10522,1.05288,0.87122,1.67385,-1.10600,0.86613,0.15418,-0.75019,-0.39926,1.10482,-0.51244
X3,"ST.NORMAL VAR., M=0, STD=1",0.41667,-1.83299,1.35529,-0.71100,0.14341,-1.34719,1.25765,-0.62797,1.59443,0.56505,1.12619,0.04903,-0.46716,0.92752,0.06358,0.72042,1.67150,-1.06623,-0.65869,-0.81702,1.37975,-0.29169,0.30120,0.79059,-0.65050,-0.12568,-2.13981,-1.04275,0.14305,-0.61608,0.57513,-0.13900,-1.49234,0.57735,-1.17884,0.13973,0.87088,0.63030,0.02661,1.32678,-0.41903,1.54095,-0.09584,0.40284,0.63163,-0.23259,0.41002,0.27500,-0.77732,-0.64032,0.25890,0.60218,1.32051,-0.51481,-0.65984,-0.99272,1.34841,-1.00732,-1.22372,-1.31763,-2.18576,0.41839,-1.18287,0.87764,-1.12860,0.96169,-0.25407,-0.18472,0.73843,-0.55190,0.33971,0.29683,0.29718,0.04166,0.00499,0.50448,-0.88641,-0.45701,1.04250,-1.71925,-1.36595,0.16294,0.54319,-0.64059,-0.55134,0.03664,-0.14011,0.63029,-0.20469,0.19017,-0.84816,0.18561,0.08811,0.04897,1.95926,-0.18082,-0.69683,0.66030,0.49019,0.21090
X4,"ST.NORMAL VAR., M=0, STD=1",0.12685,-1.50552,0.49798,-0.26404,-1.06336,0.69591,0.71944,-0.70396,1.01446,1.13034,0.29494,-0.88288,-0.31614,1.99342,-0.06885,1.04732,0.75359,-0.40915,1.03822,1.34505,1.85608,0.24948,0.16357,0.59862,0.12703,-1.41146,-1.31320,-0.58505,-0.45032,-1.21806,-0.40927,-1.44682,0.23036,-0.98229,-0.90383,0.35044,0.12064,0.59770,0.30552,0.42956,-0.05750,0.06028,0.31197,1.28368,0.66114,-0.13914,0.66893,-0.69318,-1.04818,1.94603,0.78700,-0.76293,1.55560,-0.65220,-0.19404,-0.50894,1.21707,0.52404,-1.27827,-0.93869,-1.45704,1.43653,-0.06844,0.86777,-1.04703,0.91306,0.57568,0.74426,-1.07892,-1.46913,0.25118,0.37354,-0.52246,-1.25145,-1.14899,0.92016,-0.28987,-0.21197,1.05605,0.87974,-0.33787,-1.47215,0.54452,-2.10991,-1.14552,-0.10305,-1.12655,0.67111,0.55014,0.24121,1.17560,1.09623,-0.57402,-1.22954,0.53077,-0.26756,0.10370,-0.11713,0.30091,-0.05167
X5,"ST.NORMAL VAR., M=0, STD=1",0.66178,-1.23919,0.25715,0.27362,-0.02633,-0.29313,1.50551,-1.53716,0.77537,1.01250,0.13494,-0.75408,-1.41199,0.35596,-1.96730,0.78310,0.99983,-0.14968,0.07031,-0.65286,0.40594,-0.58825,-0.43966,0.08396,0.65092,-1.20393,-2.00514,0.02642,-0.84253,-2.41816,1.02777,-0.42233,-0.07607,-0.11801,-1.37793,0.21028,1.11273,0.61781,-0.38125,1.38168,-0.68024,0.77943,-0.06165,2.34715,-1.11013,0.16416,0.13325,-0.02009,-0.88643,0.98922,0.60014,-0.89622,0.55719,-0.20085,0.82680,-1.71277,0.64455,-0.14210,-0.11802,-2.58471,0.37526,1.01246,-1.44103,1.05169,-0.31480,-0.64100,0.23816,0.68511,0.52740,-0.70915,1.72239,-0.25348,-0.25895,-0.28333,-1.22593,0.35059,-0.58318,-1.02024,0.92439,-0.66156,1.23877,-1.13460,-0.30397,-0.87556,0.09424,-0.84114,-0.16561,0.60433,1.47491,-1.20347,-0.54441,0.70590,-0.17779,-1.65413,-0.10964,1.34257,0.60564,0.95159,0.43597,1.21415
X6,"ST.NORMAL VAR., M=0, STD=1",-0.08764,-1.00164,-0.19547,-0.27305,0.27306,0.21496,0.60114,-0.95041,1.23541,0.45515,0.02828,-1.05462,0.37297,0.86255,0.04701,0.99280,2.65892,-0.35975,-0.17817,-1.74691,0.43017,-0.95068,0.72536,2.06511,-0.61850,-2.38633,-0.19563,-1.04789,-0.57467,-0.94627,-0.53653,1.52089,1.41854,1.01588,-1.28050,2.01411,-0.58359,-1.26065,-0.88834,0.53912,-0.97128,0.24110,0.16811,-0.03250,-0.99484,-0.75421,-0.52609,-0.81771,-0.94956,2.42040,0.94764,-0.64277,1.59438,-0.74948,-0.31293,0.28703,0.20325,-1.01346,-1.10392,-1.73612,-0.07228,0.88096,-0.71734,1.12565,-0.11650,1.84773,-0.28954,0.86809,-0.61095,-0.49424,0.87100,1.24991,1.10976,-0.78215,0.32200,0.69212,-1.70945,-0.53989,1.58423,0.01614,-0.57560,-0.16474,0.83126,0.12382,1.02168,-0.90403,-0.63853,-1.15667,0.76522,-0.84495,-0.37160,-0.51385,-0.40716,-0.78750,0.44461,0.93082,-0.26618,1.56552,0.52471,0.28433
X7,"ST.NORMAL VAR., M=0, STD=1",-0.46759,-2.38835,0.54746,-0.21304,1.18983,-0.30433,1.02914,-2.11189,1.46183,-0.03732,0.47943,-0.36735,0.00404,-0.31669,0.27446,0.84647,1.18436,-1.09352,1.18625,-0.44045,0.94652,-1.24518,-0.58980,0.50600,0.54739,-1.72872,-0.49620,-0.67562,-1.48783,-0.11453,-0.61830,0.06107,0.98389,1.88978,-2.06112,1.14328,-0.46642,-0.15337,-0.30267,0.52503,-0.53740,-0.54425,0.37174,0.87743,0.41626,-1.17507,-0.44348,-1.12613,0.04826,-0.30973,1.30665,-0.86065,1.07910,-0.84081,1.60967,-1.47163,0.39133,0.58420,-0.82257,-1.66948,0.37717,1.01120,-0.04404,1.73645,-1.37279,0.49086,-0.72374,1.39874,0.28551,-1.06305,1.34536,0.24866,0.19781,0.67586,-1.00147,0.85225,-1.32517,-1.00833,1.38753,0.18605,-0.55781,-1.58722,0.86365,-0.91168,0.64003,-1.59410,0.72099,-0.77349,-0.23978,-1.22557,-0.92464,1.94574,-0.16019,-0.79437,1.11874,0.24813,-0.58323,0.23390,1.25967,-1.11419
X8,"ST.NORMAL VAR., M=0, STD=1",0.55995,-1.75127,-0.29077,-2.05947,-0.72903,-0.70068,0.71343,0.33599,-0.04448,0.80191,0.48874,-0.12379,-0.64335,0.47347,-1.94133,0.63169,1.69379,-0.31369,0.63398,1.56773,0.63467,-0.34196,1.55266,0.94272,-0.43701,-1.07338,-1.29610,0.50995,-0.90535,-0.55682,-0.57012,-0.04470,-1.67700,-1.20004,-1.29271,0.81424,-0.71422,-0.91900,1.04641,0.63288,-1.00636,-0.59673,-0.50711,0.16014,-0.86916,-0.38642,1.04352,-0.11666,-0.02752,0.58352,1.21712,-0.18091,0.75849,-1.14893,-0.14453,-2.01108,0.68485,-0.98774,0.49118,-1.38918,1.00926,0.71572,-0.30013,1.73049,-1.10984,1.73744,0.79139,0.77661,0.58640,0.68792,0.23154,0.22061,0.17172,0.34920,-0.26975,0.40092,-1.57708,-1.26229,0.66559,-0.68590,-0.51136,-1.07096,-0.50057,-0.68450,-1.21693,-2.12427,-1.63048,-0.85636,0.79216,0.39660,-1.33528,-0.15335,-0.63044,-0.94736,-0.33077,-0.71130,-0.81093,-0.02063,0.91458,-0.86252
X9,"ST.NORMAL VAR., M=0, STD=1",-1.67359,-1.25268,0.02804,-1.06541,-0.07958,1.03342,1.40480,-0.73073,1.09038,1.87287,0.07547,-0.94534,0.27801,0.75396,-0.36052,-0.89959,-0.58130,0.38556,0.89508,-0.79743,1.49421,0.22515,0.08854,0.16216,0.70970,-1.48406,-1.14860,-0.83541,-0.82069,-0.39095,-0.10843,-1.01201,0.96759,0.01286,-1.78495,0.73103,-0.27412,0.36800,0.82588,-0.53473,0.16497,-0.19862,0.42437,-0.17843,-0.95643,0.21231,-0.87092,-0.13307,0.05474,0.78149,0.86000,0.31245,0.25543,-0.57721,0.93018,-0.25591,2.14388,-1.16666,-0.41013,-2.67346,-1.85441,1.29262,0.84077,0.03800,-2.03157,0.99343,0.54748,-0.06234,0.09470,-0.01100,1.69339,0.31538,-0.37850,1.01859,-0.63735,0.01783,-1.09710,-0.13630,0.68462,-0.60963,-1.04848,-1.57314,0.00665,0.04586,-0.63373,-0.66312,-1.35233,-0.46958,0.85102,-2.51002,-0.07967,1.25751,1.80297,-1.11227,0.19693,-0.13646,-0.75522,-0.10840,1.94087,0.02357
X10,"ST.NORMAL VAR., M=0, STD=1",-0.25288,-1.15807,-0.27861,-1.36721,-1.43816,-0.39281,-0.40462,0.59727,1.27851,1.72600,0.86637,-0.28969,-0.78526,1.17021,-1.47335,0.12964,0.47464,-0.65054,1.48287,-0.12310,-0.31960,0.69138,1.03804,-0.26376,-0.44249,0.16340,-1.43389,-0.00743,-1.43225,0.02983,-0.16171,-0.76027,-0.44959,1.21213,-0.65513,0.05300,-0.20849,0.30713,-1.13884,0.32332,0.72107,0.38923,-1.84848,1.14667,-0.95208,-0.24961,1.30358,0.42264,0.39641,0.87032,0.70244,0.84699,2.67128,-0.62065,0.10435,-1.14162,0.93735,-0.59028,0.81217,-1.72101,-0.40602,1.10486,-1.20860,-0.05287,-0.79975,1.14300,-0.59899,0.20646,-0.03491,-1.78021,0.92318,1.41914,0.40886,-0.37721,-1.62056,-0.74312,-1.38898,-0.32235,0.29455,-0.89629,0.08102,-0.30225,0.37030,0.39717,-0.77463,0.73437,-0.96658,-0.51960,0.31927,-0.83326,0.31845,-0.20338,-1.30901,-1.32105,2.33570,0.83457,-1.19509,-0.36699,0.06346,-0.29949
X11,"ST.NORMAL VAR., M=0, STD=1",-0.99321,-1.38654,0.32516,1.36228,0.52711,-0.90058,1.02548,-1.32356,0.72054,1.83009,-0.73193,0.10332,-0.03471,-0.28547,0.63443,0.51524,1.96143,-0.39526,-0.09401,-0.76005,1.07110,0.54135,0.51299,-0.02311,-0.33618,-0.04299,-1.34288,-0.62011,-0.66825,-0.98086,-0.00318,-0.61504,-0.47530,1.40573,-1.97083,0.73882,0.70716,-1.14135,-0.71571,0.28753,0.00945,-0.81120,0.63820,-0.37412,-0.82686,-0.66550,-0.46322,-0.56652,0.48390,1.74407,-0.06188,1.59812,0.92423,-1.60595,-0.75486,-2.36036,1.34863,0.09985,0.81832,-1.63305,-0.14313,1.77040,-0.84636,2.47407,-1.34723,0.74750,1.61310,-0.01831,0.76195,-0.02517,0.87824,0.34114,0.64908,-0.57944,-2.64853,0.60817,0.44049,-1.16071,0.24074,-1.20455,0.79385,0.49779,0.08211,-1.74773,-0.64941,-0.38310,-0.41866,0.20116,1.49747,-0.27221,-0.42540,0.77881,0.20440,0.22399,0.94438,0.53172,-1.44862,1.76685,1.78812,0.22773
X12,"ST.NORMAL VAR., M=0, STD=1",0.59047,-1.76811,-0.63590,0.97185,-0.80141,-0.83220,0.80310,-1.48042,1.39338,1.26594,0.57102,-0.32254,-1.05553,0.81801,-0.41800,0.91100,1.77394,-0.06549,1.60305,-1.28290,-0.30079,0.36657,-0.20451,0.86289,1.28267,-2.04830,-0.15902,-1.10388,-0.63132,0.69922,0.08781,-0.56200,0.74197,-0.73086,-2.06956,1.47893,0.65446,1.09834,0.22407,0.01906,0.58453,-0.33706,0.64041,0.52426,0.13373,-0.21886,-1.06378,0.03517,-0.77437,1.37746,0.78964,0.12760,1.44189,1.39013,0.12206,-1.97528,1.25356,-0.74096,-1.31483,-0.92015,-0.86479,0.74584,-0.97025,2.32586,-1.36990,1.54491,1.07775,0.33368,-0.86013,0.11439,1.06000,0.23376,0.70655,1.67291,-1.67066,1.44063,-1.14599,-0.93633,0.75051,0.32105,-0.08570,-0.15011,-0.14737,-1.06203,-0.75613,0.36501,-0.65477,0.72875,0.55778,-0.27438,-1.15709,1.23652,0.17600,-0.86188,0.02740,-1.29512,-0.93789,0.50323,1.26053,-1.82321
X13,"ST.NORMAL VAR., M=0, STD=1",-1.21149,-1.84577,-0.27128,0.66462,-0.61109,0.47887,1.10570,0.53419,1.01625,0.71737,0.40332,-0.61143,-0.21320,0.58439,-0.35270,1.43925,0.81858,-0.92511,0.29965,0.04834,0.65332,0.15561,-0.17384,-0.14542,1.56014,-1.05344,-0.84805,0.20367,-0.32509,-0.31007,-0.35424,-1.17244,1.53659,-0.82713,-1.75876,-0.20873,0.52339,0.07377,-1.62473,-0.28783,-1.68016,-0.51275,-0.28667,0.49367,0.77939,0.13250,0.03741,0.05771,-0.29612,0.52524,-0.05128,-0.13277,0.82495,-1.18472,0.18333,-1.65513,0.16006,1.20634,-1.50898,-1.83316,-0.63582,0.12002,-0.56181,1.77413,-1.23454,0.50976,0.47641,1.22234,-0.48691,-0.81938,2.18678,-1.32157,-0.23105,-0.85785,-1.80705,-0.15858,-0.74290,-2.11889,0.83474,-0.16935,-0.39916,-1.52670,0.46105,-0.08819,0.73762,-1.11263,0.42795,-0.91820,0.69184,-0.18316,-1.43575,0.55757,0.45234,-1.28885,0.79880,0.32757,-1.58222,0.98656,0.30326,-0.89848
X14,"ST.NORMAL VAR., M=0, STD=1",0.34445,-1.44119,-1.00276,-0.28229,-0.73196,-1.32458,0.58258,-1.69732,-0.54512,0.59443,0.42797,-0.03540,-0.84195,0.88372,1.32779,0.97896,1.36140,-0.26740,1.03355,-0.15086,1.17624,-0.29676,-0.56005,0.35980,0.83347,-2.79579,-0.21368,-1.17311,-1.46968,-0.65044,0.80832,0.94004,0.70141,-0.43806,-0.48428,-0.62855,0.67297,-0.67413,0.23387,0.52316,-0.01530,-0.19090,0.33149,1.78159,0.98953,0.34057,0.15928,-0.85277,-1.20009,2.11539,0.18637,0.25895,1.19466,-1.01378,1.24359,-2.09767,0.96847,-0.66111,-1.30546,-1.90127,-0.83720,1.00424,-0.72634,0.74335,-0.40308,-0.15442,0.72508,1.95993,-0.77185,-1.58477,1.01717,0.46881,-0.73381,-1.79050,-1.76070,0.13147,-1.40380,0.76818,0.33115,-2.58096,0.07675,-0.21061,-0.16857,-1.88937,-0.24234,-0.16407,0.09814,-0.33649,-0.12615,0.23216,-0.54185,1.46877,-0.73812,-0.83747,-0.22915,1.00252,0.40765,0.54965,-0.24751,-1.94318
X15,"ST.NORMAL VAR., M=0, STD=1",-0.47780,-1.12657,0.10938,-0.33731,-1.21935,0.33109,0.12408,-0.23020,2.60132,2.03534,0.79784,-1.13511,-0.62914,1.15687,-0.31868,1.77582,1.60779,0.54522,1.11209,-0.12432,0.47892,0.14124,1.40927,1.17411,0.41926,0.19535,-1.23288,-0.19715,-1.12420,-1.34857,-0.60344,-0.09492,0.40983,0.94145,-1.29072,-0.44364,-0.55977,-0.09499,0.31629,1.06442,0.21108,-0.41881,-0.02230,2.09937,0.16792,-0.14324,-0.75266,-0.37756,-1.25285,0.41921,1.25596,-0.63276,1.11949,-0.79409,1.69430,-0.92678,-1.22306,-0.32672,-0.98492,-0.91444,0.57690,1.24772,-0.33291,1.02521,-0.57044,0.81886,0.57845,-0.56929,-0.14351,0.20449,0.40915,0.31096,-0.86741,-0.90616,-2.03331,1.56828,-1.26363,-0.98548,0.90269,-0.26202,-0.13389,-0.98667,-0.01271,-1.09152,-0.13340,0.37597,0.90274,-1.02768,0.29757,-1.04814,0.27487,1.48558,-0.44060,-0.96418,0.95210,1.45140,-0.24388,0.56572,0.63312,0.31982
X16,"ST.NORMAL VAR., M=0, STD=1",-1.88222,-1.09095,1.28002,-0.72108,-0.19558,-0.26855,-0.68425,-2.02052,0.15429,0.77773,-0.12702,-0.38894,1.35529,1.27325,-1.47326,0.96723,0.75469,-1.42807,-0.04184,0.55336,0.21903,0.23309,-1.02010,1.89064,0.00245,-1.73902,-1.51203,-0.58295,-1.68820,-0.22936,-0.01583,-0.56144,1.43657,-1.13008,-2.65519,-0.04818,0.53006,-1.31179,0.49246,-0.17367,-0.55512,-0.52591,0.34702,1.73289,-0.40608,-0.33308,-0.30562,-0.47910,0.41977,-0.34558,1.02145,0.22071,1.74770,-0.88277,-0.89221,-2.33657,0.66592,-0.31164,0.34228,-1.50826,-1.77100,1.08381,0.45125,2.13201,-0.31278,1.80255,-0.14494,-0.27516,-0.25334,-1.58792,1.12514,-0.44874,-0.45633,-0.34306,-1.15104,-0.60674,-1.40208,-0.27531,1.70963,-0.79415,-0.99243,-1.10322,1.21865,-0.16011,-0.37393,-1.26828,-0.35923,-1.07285,-0.48730,-1.43703,-0.74964,0.65370,0.51968,-0.82775,0.31999,1.08511,-0.65670,1.62698,0.35102,-0.61144
