rL,id
-1.62306,1
0.36827,2
0.94164,3
0.44878,4
-0.68614,5
-0.08253,6
-0.76737,7
-0.53587,8
-0.79104,9
-2.05384,10
-0.15358,11
0.46931,12
0.63109,13
0.96032,14
-0.85784,15
-0.02420,16
-0.88401,17
1.40448,18
-0.28795,19
-0.48134,20
-0.77059,21
-0.10223,22
-0.13461,23
0.98451,24
0.21767,25
-0.25642,26
-0.24678,27
0.04829,28
-0.68845,29
1.47930,30
0.15099,31
2.43547,32
-0.40105,33
-0.75180,34
0.05105,35
-0.24098,36
0.26308,37
-0.10197,38
-1.93481,39
0.77782,40
-0.60782,41
-1.56839,42
-3.09271,43
0.72498,44
-1.49458,45
1.86649,46
0.49061,47
0.21384,48
-0.64475,49
-0.22458,50
0.54637,51
1.90401,52
-0.44031,53
0.72635,54
1.25859,55
-1.72604,56
0.99960,57
0.24855,58
-0.15063,59
2.04007,60
0.51191,61
-0.55144,62
-1.25570,63
0.11009,64
0.20011,65
-0.50661,66
0.96545,67
1.08347,68
1.43233,69
2.01730,70
1.02522,71
-1.83333,72
-0.25184,73
-0.48847,74
-0.58953,75
1.41965,76
-1.47830,77
-0.47577,78
-0.00882,79
-0.71111,80
1.52214,81
-1.24141,82
0.49434,83
-0.58564,84
0.17690,85
0.18244,86
-1.58401,87
0.66128,88
-0.81054,89
-0.57031,90
0.99137,91
0.97613,92
0.19275,93
-0.32652,94
0.11874,95
1.33469,96
0.22667,97
0.65189,98
-0.81581,99
-0.05297,100
