Gene,_LABEL_,id1,id2,id3,id4,id5,id6,id7,id8,id9,id10,id11,id12,id13,id14,id15,id16,id17,id18,id19,id20,id21,id22,id23,id24,id25,id26,id27,id28,id29,id30,id31,id32,id33,id34,id35,id36,id37,id38,id39,id40,id41,id42,id43,id44,id45,id46,id47,id48,id49,id50,id51,id52,id53,id54,id55,id56,id57,id58,id59,id60,id61,id62,id63,id64,id65,id66,id67,id68,id69,id70,id71,id72,id73,id74,id75,id76,id77,id78,id79,id80,id81,id82,id83,id84,id85,id86,id87,id88,id89,id90,id91,id92,id93,id94,id95,id96,id97,id98,id99,id100
X1,"ST.NORMAL VAR., M=0, STD=1",0.38330,1.36288,-0.56360,1.08335,-1.00878,-1.57853,-0.11075,0.59396,-0.50887,-0.10043,-0.45635,1.36266,-1.41344,-1.25533,1.39065,-0.94039,-1.06772,0.56249,1.24272,0.48576,-0.07481,-0.13047,0.81249,-0.54453,-1.01658,1.32959,-0.35951,-1.13632,0.48079,-0.25642,-0.40824,-1.06608,0.03840,0.79386,-0.10498,0.65302,0.38227,-0.38779,0.07369,-1.65463,-0.07590,-0.60548,-1.10136,-0.90527,0.46420,0.80417,-0.66941,1.23581,-0.17580,1.31249,0.15860,-0.47078,1.00612,0.41656,-0.29270,0.16739,-1.93708,0.55155,-0.62785,-0.51966,0.06952,1.56957,0.77581,-0.54410,0.32170,1.46107,0.52042,-0.51052,0.47009,2.26662,1.13427,1.02668,0.30858,-0.81711,-0.40015,1.76984,0.77456,-0.60818,-1.01404,1.19847,1.00165,0.00971,-0.57055,0.33329,0.26755,2.01084,0.42744,-1.10488,-1.22085,-1.53160,0.09764,0.64681,1.38275,-0.01219,-0.94315,0.03688,-0.87055,3.19096,0.14080,0.81221
X2,"ST.NORMAL VAR., M=0, STD=1",0.24486,0.63357,-1.25924,0.95534,-1.27957,-1.01252,-0.85675,-0.32927,-0.31620,-0.48244,-0.86922,0.17935,-1.27570,-0.40059,1.82623,-0.26397,-0.97720,1.31658,-0.18205,0.19221,1.57572,-0.65775,-0.00579,-0.22787,-1.88431,0.42372,1.36705,-1.08129,1.54696,-0.10140,0.67679,-1.29287,0.33684,1.80773,1.33734,0.62398,-0.52668,0.09082,0.29395,-1.37959,1.40944,-0.44106,0.39327,-1.41691,-0.33056,0.57707,-0.90348,1.56863,0.48326,2.09472,-1.19729,-0.04177,1.20193,0.38048,-1.02082,1.04068,-1.12079,0.43848,0.49303,0.75865,-0.96338,1.20132,1.01824,-0.97908,-1.15745,1.53377,-0.37132,-1.54055,-0.46176,0.55545,0.01690,-0.27158,0.40865,-0.66545,0.24359,1.18295,1.70319,0.55266,-1.13713,0.69204,0.19660,0.58092,-1.83610,-0.97039,-0.65698,1.87760,-1.44719,-0.05918,-1.47189,-0.76306,1.54898,0.79863,0.67405,-0.89896,-0.77397,-1.80358,0.41200,0.86024,0.48512,0.42019
X3,"ST.NORMAL VAR., M=0, STD=1",0.05012,-0.30068,-0.31205,1.07779,-1.45373,-0.57607,-0.55105,0.73194,-1.03442,-1.17545,-1.20320,0.52096,0.34246,-0.31229,1.88824,-1.58181,-1.10928,0.67531,-0.51320,-0.29318,0.23801,0.51445,-0.70727,-0.50887,-3.08460,0.81254,0.06125,-2.08753,-0.45685,-0.00734,-0.07515,-1.80143,0.38773,0.49908,-0.10898,2.27205,-0.34724,-1.48382,0.57512,-0.80753,-0.76627,-0.86822,0.08995,-0.33919,-0.22485,1.53296,0.21895,0.94426,0.64758,2.23714,-0.66616,-0.09592,1.38159,-1.12320,-2.08761,0.57010,-1.69519,0.51131,0.76558,0.18792,-0.67603,2.43783,0.38841,-0.46812,0.08488,2.37307,-0.29738,-0.19959,-0.59026,1.02721,-0.29458,-0.53175,-0.06904,-1.47099,0.60649,2.02282,2.44361,-0.27114,-0.36465,0.87451,0.40240,-0.56446,-1.24460,-0.52422,0.79170,1.59336,0.51867,-0.73506,-0.29180,-0.13417,0.93325,-0.29546,0.09281,0.64326,0.39582,-1.96806,0.19016,0.77264,0.92108,0.22975
X4,"ST.NORMAL VAR., M=0, STD=1",1.09633,-0.33016,-0.19019,0.54395,-0.73800,-0.55781,0.04254,1.14590,0.35060,0.37596,0.06214,0.52057,-0.17072,-1.47402,1.67293,-1.92066,-1.28980,1.20398,-0.00242,-0.12630,1.39779,1.04226,-1.16928,0.26110,-2.58970,0.76703,0.58395,-0.21757,0.96576,1.25526,0.07637,-0.99226,0.21447,0.51545,0.49825,0.54274,0.00631,-1.68778,1.24038,-1.19192,-1.19598,-0.92032,0.66921,-0.62277,0.82720,-0.13844,0.20180,0.77348,1.70162,1.45828,-0.56207,-0.84320,1.39794,0.54423,-1.40470,0.18158,-1.89545,0.44637,1.52643,-0.58413,-0.66548,0.15768,0.75330,0.57780,0.55612,1.83812,0.32468,0.76433,0.24790,0.54507,0.49419,1.05588,-0.37887,0.11099,-0.21176,1.23613,1.46261,0.14725,1.09585,-0.88401,0.48341,-1.71667,-0.44217,0.22574,0.95430,1.96799,0.60364,-0.07250,-1.05248,-0.89054,0.20377,1.58698,1.21349,-1.39759,-1.37409,-0.70562,0.35284,1.76265,-0.41305,0.99380
X5,"ST.NORMAL VAR., M=0, STD=1",-0.28162,0.99250,-0.61871,-0.67667,-1.53476,-1.26387,-0.85399,1.16233,-0.16911,-0.11831,-1.07370,0.16894,0.74329,0.10452,1.18963,-0.72264,-1.53739,1.28142,0.21400,-0.44630,1.67065,1.73388,-1.30517,-0.96958,-3.29620,-0.58619,0.03739,-1.10410,0.96543,0.82786,0.77950,-1.22862,-0.03967,0.55288,-0.10867,0.62786,-0.88810,-0.31433,-0.22749,-1.56114,-1.86432,-0.23377,0.58449,-0.16521,1.21561,0.93514,-1.44209,1.85677,1.13061,1.39298,-0.64754,1.05820,1.16600,0.85452,-2.49750,0.57104,-0.66028,0.83304,1.52828,0.61787,0.69906,1.05347,1.22638,0.63047,0.21895,1.74234,-0.02312,0.40520,-0.07251,2.22629,0.85970,2.08703,0.73078,0.04899,-0.80569,1.28195,1.55389,-0.29522,-0.17734,-0.50253,1.86660,0.62293,-1.33497,-2.02707,-0.80400,1.10325,0.64145,0.59788,-2.05786,-1.66231,-0.64001,1.70005,0.44587,-1.26544,-0.73595,-0.64391,-0.97112,1.00899,-0.40311,0.20467
X6,"ST.NORMAL VAR., M=0, STD=1",-0.25013,1.63804,-0.85021,-0.25603,-0.28026,0.01074,-1.51191,2.34376,0.26276,0.58481,-0.67348,0.87307,0.12750,-0.63775,2.38750,-0.40503,-1.19113,2.08090,0.15379,-0.27099,1.35251,1.78422,0.43180,0.23674,-1.76888,1.55958,0.58940,-2.24296,0.08083,-0.39347,0.16277,-0.05862,0.24000,0.67346,0.18026,-1.27273,1.22556,-1.30186,0.02506,-1.81828,-0.79569,0.22296,0.12914,-0.05749,0.09285,0.56578,-0.83950,0.50006,0.15058,1.15991,0.16420,-0.07359,-1.15082,-0.21881,-1.35125,0.14942,-1.28710,0.39786,1.40122,-0.18815,-0.29653,0.93833,0.44560,-0.55381,1.72435,1.98322,-0.05693,-1.57152,0.45901,1.74581,1.03344,-0.57807,0.84686,-1.07798,0.77061,0.45000,0.39264,-0.95956,0.50341,0.59460,1.00535,-0.47654,-0.95399,-1.55264,1.91941,2.57319,0.42713,-1.28462,-1.07947,0.05083,-0.72830,0.52671,-0.36544,-1.18490,-1.43348,-1.10945,0.22619,0.23329,-0.11838,0.54762
X7,"ST.NORMAL VAR., M=0, STD=1",-0.28374,-1.03456,-1.98959,-0.06281,-1.03505,-1.51348,0.19880,0.03223,-0.80329,-0.94885,-1.48948,1.04017,-0.04939,-1.92602,2.06067,-0.90168,-0.29001,1.29816,-0.24716,-0.85329,0.34438,1.55142,-0.03908,-0.16278,-2.85055,0.69441,0.94769,-0.76467,-0.19156,-0.20369,0.15817,-0.88300,0.79123,0.13471,0.54576,-0.34236,-1.30366,-0.37913,0.02188,-0.48287,0.05885,0.55725,-1.63627,-0.43771,-0.56790,1.03889,-0.39096,2.10207,-1.16594,0.46940,0.07220,0.12654,1.81150,0.68191,-1.57438,0.66809,-1.71820,-0.02852,0.12897,-1.03841,-1.04828,0.82758,0.02894,-0.48507,-0.45466,2.89704,0.46794,-0.84632,-1.14823,1.06727,-0.71787,0.70204,-0.28776,0.24782,0.17948,-0.66391,0.38323,-1.30201,-0.14632,1.09505,-0.10692,-1.66763,-1.46412,0.10877,0.61651,2.44131,0.41225,-0.76282,-1.91039,-0.31146,0.48442,0.68022,1.23633,-0.74124,-1.65853,-0.89255,0.11241,-0.08517,0.16980,-0.06820
X8,"ST.NORMAL VAR., M=0, STD=1",0.32346,0.31018,0.57103,-0.15283,-1.21912,-0.81068,-1.59274,1.64999,-0.02046,-0.84123,-0.33310,1.48923,0.60958,-1.52182,2.16225,-1.11715,-0.32833,0.82784,0.30592,0.11697,0.59445,0.92959,-0.06316,-1.26976,-1.85959,1.12040,-0.65288,-1.61719,0.30900,-0.32573,0.03666,-0.01882,-0.06098,0.83206,1.05205,0.04791,0.79968,-0.08878,2.57712,-0.14904,-0.60878,-0.24767,0.28677,0.15324,0.49055,0.28167,-0.86265,0.64690,0.18461,1.41047,-0.04242,0.07110,0.07559,0.88020,-1.42750,0.51152,-1.56859,0.70750,1.53392,-0.32026,-0.83565,0.98650,0.98274,-1.15650,0.61219,1.24253,-0.06021,-0.55093,0.16729,1.32775,0.29712,-0.62189,0.92051,0.84433,-1.43477,0.78761,0.33180,-1.47677,-0.04677,0.13226,0.20366,-0.68182,-0.24828,-0.24803,-0.46748,2.09580,-0.15111,-0.40640,-0.43202,-0.88334,-0.19547,1.20280,0.49886,-0.91947,-0.32407,0.07587,0.35338,1.24367,0.04541,0.52471
X9,"ST.NORMAL VAR., M=0, STD=1",0.48493,1.51457,0.10286,0.40956,-0.49143,0.32112,-0.73981,0.28538,-1.41154,-0.31263,-1.00233,-0.61655,-0.25143,0.76185,0.94316,-0.89239,-0.96594,0.99410,-0.53522,-1.01634,0.46811,1.87887,-0.56784,-0.98898,-2.53013,1.25483,1.78436,-2.64779,0.62974,-0.80933,-0.36381,-1.56516,-1.64881,1.57311,1.55028,1.84988,-0.87686,-1.86498,0.53066,-1.06484,-0.82900,-0.23280,0.76752,0.59151,0.14588,0.13673,-0.80556,0.90859,1.30525,1.76723,-0.58857,0.29492,0.37863,-0.30373,-0.73548,1.24495,-2.66180,-0.20773,-0.65488,0.17367,0.04491,0.20687,0.11067,-1.16621,0.75627,0.43357,0.19149,0.88075,-0.73483,0.71944,-1.53196,0.63224,-0.03670,1.06964,-1.39077,1.68381,-0.52237,0.69656,0.39034,-0.86768,-0.14500,1.69108,-1.11462,-1.68450,0.77709,2.63910,-0.72034,-1.31704,-1.87242,-0.51443,0.25157,1.73280,2.18873,-1.78425,0.00755,-0.62046,0.30844,1.11502,-0.34387,-0.58506
X10,"ST.NORMAL VAR., M=0, STD=1",-0.55192,1.55736,-0.43707,0.87106,-1.95732,-1.37687,-0.51040,1.09872,-0.19539,-1.09029,-1.31892,1.45675,-0.97245,1.14872,1.15456,-0.95159,-0.52174,0.07107,0.93158,-0.77536,1.61248,0.95653,-0.90300,-1.35751,-2.24545,1.06381,0.33109,-1.92441,0.64595,1.37336,-0.92717,-1.92345,1.00433,1.33818,0.60666,1.77118,0.62749,0.88536,1.28315,0.04295,-1.48388,-0.23935,-0.17258,-0.47720,-0.43081,-0.10692,-0.17040,-0.13706,0.97506,0.73966,-1.60804,-0.01831,0.53216,0.67647,-1.29794,1.33655,-0.35558,2.15255,1.37767,0.32525,0.20542,0.37448,0.77615,-0.09017,1.89701,1.96278,-0.48588,0.14249,1.25820,1.93712,0.53866,0.49669,0.72802,-1.27387,-0.67510,1.23518,1.40628,-0.47238,-0.57593,0.37820,-0.86064,1.27232,-0.54900,-2.01320,2.00468,1.67329,0.83442,1.85246,1.42304,0.57230,0.78596,1.80947,0.73141,-0.65606,-1.79100,0.01349,1.13161,2.09833,-0.31234,-0.43902
