rL,id
-0.39580,1
-0.92062,2
1.09208,3
0.12977,4
-0.72952,5
-0.21906,6
0.89546,7
-0.23005,8
0.27470,9
0.97224,10
0.10875,11
0.81157,12
0.80715,13
1.66134,14
-0.39530,15
-0.35852,16
0.47673,17
-0.12601,18
0.36762,19
-0.23662,20
0.04004,21
0.78120,22
0.40564,23
1.27047,24
0.28893,25
-1.03910,26
-2.05017,27
-0.65273,28
-0.63411,29
-1.11275,30
1.14515,31
-0.43505,32
-0.03675,33
0.55841,34
-0.82805,35
1.03090,36
-0.24028,37
-1.28900,38
-0.47339,39
-0.36249,40
-0.08737,41
0.19105,42
0.17753,43
1.37414,44
0.71913,45
-0.19255,46
0.57976,47
1.35440,48
-1.17656,49
0.34909,50
0.19317,51
-0.36946,52
1.08141,53
0.45632,54
0.73175,55
-1.91631,56
0.67219,57
-1.23037,58
-0.58696,59
-2.36230,60
-0.97924,61
0.88260,62
-0.21666,63
2.15338,64
-1.82405,65
1.31404,66
0.45485,67
2.11399,68
0.74430,69
-1.67863,70
2.55045,71
-0.44421,72
-0.46384,73
-1.25893,74
-3.41649,75
1.10501,76
-1.58170,77
0.05161,78
0.02066,79
-0.76755,80
0.35102,81
0.53568,82
-0.38986,83
-0.46932,84
-0.43875,85
0.05162,86
-0.47513,87
1.22210,88
0.12958,89
-0.50915,90
0.35675,91
0.73392,92
-0.81577,93
-1.16081,94
-0.08192,95
0.76444,96
0.90607,97
1.51287,98
-0.54182,99
-0.75193,100
