rL,id
0.56236,1
-0.62166,2
-1.08190,3
0.05733,4
0.97953,5
-1.10275,6
-0.61893,7
-0.35776,8
0.46871,9
0.14310,10
-0.08488,11
0.78063,12
1.08276,13
1.26836,14
0.31155,15
0.45742,16
-0.10015,17
-0.97342,18
-0.10272,19
0.23058,20
-0.24227,21
1.02421,22
0.79061,23
1.60733,24
0.72077,25
-0.99730,26
-1.24937,27
-0.04965,28
0.56897,29
1.38835,30
0.76916,31
-1.84239,32
-0.28814,33
-1.99788,34
-0.54500,35
0.14493,36
0.76015,37
-1.10494,38
-1.70713,39
0.85616,40
0.36890,41
1.34791,42
-0.67779,43
-0.01271,44
0.38151,45
-0.52243,46
0.25688,47
-1.44387,48
0.59403,49
1.58579,50
-0.80752,51
0.40988,52
-0.15883,53
-0.84560,54
0.21154,55
-0.42778,56
2.30774,57
1.97855,58
-0.10406,59
2.08005,60
0.10583,61
0.00985,62
0.74993,63
-0.85508,64
1.18020,65
-1.81500,66
-0.64163,67
-0.33567,68
0.62432,69
-0.11461,70
-1.90122,71
-2.01064,72
0.17021,73
0.38286,74
-1.87610,75
1.09231,76
1.59670,77
0.17847,78
0.06997,79
0.42562,80
1.21239,81
-0.70698,82
-1.25842,83
0.65106,84
0.58771,85
-0.15907,86
-0.86309,87
0.27728,88
-1.91718,89
0.32543,90
-0.19893,91
0.13411,92
0.75218,93
1.06724,94
-0.34301,95
0.51134,96
-0.96060,97
-0.97652,98
0.97690,99
-2.57506,100
