rL,id
-1.20311,1
0.19203,2
-1.38750,3
1.39235,4
0.14305,5
0.62041,6
-0.75277,7
0.19092,8
-0.25868,9
-0.72164,10
0.39026,11
0.45953,12
-0.56991,13
-0.84428,14
0.42966,15
0.28468,16
0.92505,17
1.34936,18
-0.15242,19
1.51608,20
0.52668,21
0.46278,22
-0.18623,23
-1.61529,24
-0.41479,25
1.50318,26
2.04643,27
1.19677,28
-0.87269,29
-1.77916,30
-1.40049,31
-2.00271,32
-0.18115,33
-0.15203,34
0.80261,35
-0.11376,36
-0.30323,37
-1.76137,38
-0.56541,39
-0.72376,40
0.16868,41
0.40023,42
2.79239,43
-1.24405,44
-1.24345,45
-0.97136,46
-0.42603,47
-0.56326,48
-0.35584,49
-0.64856,50
-0.06706,51
1.63023,52
0.32211,53
-0.00783,54
-0.30874,55
0.65270,56
0.66770,57
-0.88610,58
-0.73459,59
-0.49580,60
1.25673,61
0.14885,62
-1.18290,63
1.41622,64
-0.97529,65
1.81222,66
-0.36244,67
-0.71579,68
-0.05464,69
-0.02126,70
-0.00450,71
-1.63607,72
-1.73252,73
-0.40391,74
-1.81521,75
-0.96871,76
0.63357,77
-0.51549,78
-0.06848,79
1.96631,80
1.19153,81
-1.02495,82
0.19274,83
0.62696,84
1.28094,85
0.41030,86
-0.80288,87
-0.28431,88
1.01977,89
0.42919,90
0.19377,91
0.95911,92
-0.98022,93
0.96279,94
-0.03242,95
2.26731,96
-0.52396,97
0.74401,98
0.43585,99
1.00696,100
