rL,id
-0.63215,1
0.58195,2
2.15973,3
-2.78121,4
1.12592,5
1.86497,6
0.70528,7
-0.24814,8
-0.10937,9
-1.39727,10
0.02704,11
0.22973,12
0.40298,13
-2.54373,14
-0.49297,15
0.94880,16
0.48153,17
1.81536,18
-0.17323,19
-1.30237,20
0.10147,21
0.45408,22
0.28754,23
-1.31049,24
-0.35438,25
-0.36032,26
0.90882,27
-0.58552,28
0.90840,29
0.97986,30
-1.15745,31
-0.01044,32
0.26301,33
-0.67765,34
0.12204,35
0.26789,36
0.99368,37
-0.09424,38
-1.59397,39
1.06609,40
-0.43020,41
1.08076,42
0.35937,43
-1.47122,44
0.67747,45
-0.06311,46
1.22671,47
0.67871,48
-1.26116,49
1.14742,50
1.54696,51
-1.61157,52
0.43664,53
-1.30812,54
-0.72721,55
-0.11840,56
0.54698,57
-0.01993,58
0.03115,59
0.49375,60
2.15179,61
-0.28424,62
0.47067,63
-0.48560,64
-0.14146,65
-1.54967,66
-0.25270,67
1.08059,68
-0.10630,69
0.85244,70
1.11593,71
0.08254,72
0.83583,73
-1.99589,74
-1.54400,75
-0.53681,76
-0.89560,77
0.83645,78
0.21921,79
-0.70349,80
0.38056,81
0.90260,82
1.18116,83
0.24762,84
-0.86288,85
-0.01021,86
-1.18232,87
0.72040,88
-1.50436,89
-0.53254,90
0.58338,91
-0.48748,92
1.10371,93
-1.52841,94
1.54311,95
0.40794,96
-0.28387,97
-0.04260,98
-0.52044,99
-1.35134,100
