rL,id
1.13220,1
1.21157,2
-0.93563,3
1.97546,4
0.97259,5
-0.47677,6
-0.44618,7
0.70883,8
-0.66668,9
-1.15977,10
0.11730,11
-0.75907,12
-0.97563,13
1.71839,14
-1.07877,15
0.91509,16
1.46286,17
0.14269,18
-0.54594,19
-0.88865,20
-0.01117,21
0.06599,22
-0.41169,23
1.92694,24
-0.43910,25
-0.62713,26
-1.44046,27
-1.00821,28
-0.81431,29
-0.28013,30
0.14332,31
2.35074,32
-0.17692,33
-0.06699,34
-0.55630,35
-2.29807,36
-0.91368,37
-0.02361,38
-0.04660,39
-0.18226,40
0.55131,41
-0.59110,42
-1.91272,43
0.59782,44
0.80185,45
1.57391,46
0.55962,47
-0.33465,48
-0.59789,49
-0.31509,50
-0.88901,51
-0.10621,52
0.43288,53
1.55424,54
-1.07564,55
0.98009,56
-0.20363,57
1.38664,58
0.47805,59
-0.50129,60
-0.42323,61
-0.43038,62
-1.14210,63
-1.02186,64
0.87077,65
-0.73781,66
-0.68382,67
1.08707,68
-0.34410,69
-1.07581,70
-0.30742,71
1.41941,72
-0.48431,73
1.41613,74
3.52560,75
-0.27901,76
0.87674,77
0.37268,78
-0.31855,79
-0.37840,80
-0.38946,81
0.06001,82
0.19533,83
-0.36196,84
0.09847,85
0.30329,86
-0.00231,87
-0.63280,88
-0.49729,89
-0.38298,90
-1.31582,91
-0.02202,92
-2.53011,93
1.07356,94
1.49657,95
0.55428,96
0.60864,97
0.85475,98
0.31373,99
-1.36898,100
