rL,id
0.29005,1
0.97510,2
-0.35184,3
0.11527,4
-1.59599,5
-0.90793,6
0.27758,7
0.33912,8
-0.62687,9
1.33732,10
-0.45045,11
-0.72136,12
-0.12974,13
2.04115,14
-0.60996,15
-1.48616,16
-0.40631,17
1.09179,18
0.03280,19
-0.97314,20
-0.33425,21
0.27614,22
0.63525,23
2.04938,24
-0.22804,25
-0.31752,26
0.54130,27
1.32996,28
0.64133,29
0.04120,30
-0.49915,31
-1.26218,32
-0.01741,33
-1.52287,34
-1.06297,35
0.23622,36
0.11443,37
-0.51427,38
0.41455,39
-0.11262,40
-0.39218,41
0.64297,42
0.24160,43
0.94176,44
1.36787,45
1.26112,46
0.11207,47
-0.49962,48
1.79011,49
-0.79710,50
-0.20371,51
1.99028,52
0.80181,53
-0.04029,54
-0.67135,55
-0.70949,56
-1.30219,57
1.55780,58
-0.66539,59
-1.27761,60
0.12036,61
-0.03325,62
1.32014,63
-1.56621,64
0.23719,65
-1.08618,66
1.18969,67
-2.79291,68
0.39951,69
-0.90552,70
0.03600,71
0.06287,72
1.01576,73
1.40237,74
-1.71609,75
-0.14673,76
0.71645,77
0.54710,78
-0.05404,79
-2.72765,80
1.38216,81
-0.19295,82
-1.46724,83
-0.76863,84
0.74966,85
0.45842,86
1.09304,87
-0.74917,88
-1.42327,89
-0.48142,90
-0.06411,91
0.37710,92
1.55329,93
-2.06183,94
0.13215,95
1.10069,96
0.73619,97
0.37976,98
0.32500,99
0.10498,100
