rL,id
-1.72136,1
1.60373,2
0.58284,3
0.58326,4
1.53608,5
-1.58667,6
0.56666,7
0.20822,8
-0.12543,9
0.57259,10
0.12276,11
0.94906,12
0.28261,13
1.81772,14
-0.53065,15
0.90528,16
0.78881,17
1.41147,18
0.17644,19
1.79415,20
-0.65140,21
0.66288,22
0.91293,23
1.44281,24
-0.81542,25
-1.01892,26
0.25502,27
-0.27890,28
-0.18387,29
-0.01504,30
-0.35952,31
-0.23958,32
-0.54271,33
-0.46946,34
0.37304,35
1.78044,36
0.69562,37
0.44601,38
1.55235,39
0.00232,40
0.11184,41
-2.03141,42
2.19160,43
-0.19283,44
0.86630,45
-2.22292,46
-0.62774,47
-0.39108,48
-0.09634,49
0.73330,50
-1.54790,51
-0.80682,52
1.19306,53
-0.57089,54
-0.16978,55
0.48803,56
-1.26035,57
0.97538,58
0.05618,59
-1.62720,60
-0.26423,61
-0.64852,62
-1.77074,63
-0.76057,64
-1.08710,65
-1.20063,66
0.90208,67
-0.49445,68
2.16952,69
0.64069,70
-0.04917,71
-0.97041,72
-0.56889,73
0.74793,74
-0.97600,75
-1.05067,76
0.01030,77
-0.27160,78
-0.23514,79
-0.42832,80
-1.14303,81
-1.93055,82
1.88342,83
-0.39906,84
-0.47151,85
0.27733,86
0.63651,87
0.39742,88
0.29953,89
-0.97296,90
-1.39051,91
0.35301,92
-1.58715,93
0.48367,94
1.65609,95
-0.79421,96
0.64399,97
-0.74881,98
0.26860,99
0.28757,100
