rL,id
-0.61359,1
-0.18482,2
0.03480,3
-0.58679,4
1.44431,5
0.65727,6
0.58673,7
0.02290,8
-0.52927,9
-0.69551,10
-0.02154,11
1.39702,12
0.90741,13
-1.48182,14
-0.23115,15
-0.08999,16
0.83724,17
-1.52848,18
0.49229,19
-1.18626,20
0.43203,21
0.56589,22
0.13333,23
-0.48116,24
0.59944,25
-0.01226,26
-1.00655,27
1.00407,28
-0.54482,29
-0.43859,30
0.31213,31
-0.86167,32
-0.61882,33
-0.88943,34
-0.85999,35
-0.47668,36
-0.30387,37
-0.07293,38
-0.38588,39
0.59257,40
-0.41500,41
0.80977,42
1.05304,43
1.08505,44
0.18291,45
2.36357,46
-0.06970,47
0.03794,48
0.29473,49
0.67492,50
-0.54214,51
-1.89743,52
0.11517,53
0.89886,54
-1.31344,55
-1.03319,56
-0.87153,57
-1.45182,58
-0.24682,59
0.68979,60
-2.84947,61
0.24107,62
0.94579,63
-1.57917,64
1.85993,65
1.38483,66
-1.54895,67
1.60574,68
1.27203,69
1.30238,70
-1.69320,71
-1.01308,72
1.15921,73
-0.23824,74
-1.34949,75
-0.91478,76
0.18727,77
0.41916,78
-0.07896,79
2.46848,80
0.67805,81
-0.47979,82
-0.10811,83
0.08427,84
0.71353,85
-0.15194,86
-1.03911,87
0.61905,88
-0.94459,89
-0.46313,90
1.73952,91
-0.06497,92
0.77058,93
0.45034,94
0.16810,95
0.77479,96
1.00161,97
1.38259,98
-0.41522,99
-2.57836,100
