rL,id
-1.97932,1
-0.56472,2
2.37374,3
-1.56352,4
1.04092,5
0.74365,6
-0.56157,7
0.38476,8
0.23363,9
3.06636,10
0.08482,11
0.46725,12
1.02049,13
-1.10649,14
-0.49156,15
0.77381,16
-0.73501,17
0.85723,18
0.30095,19
0.49584,20
0.44843,21
-0.23725,22
-0.55110,23
-1.08284,24
0.43244,25
0.04928,26
-1.96795,27
0.86028,28
-0.54346,29
-1.29482,30
-0.07186,31
1.16278,32
0.11558,33
-0.51096,34
0.80872,35
1.63748,36
0.46481,37
-0.26179,38
0.92743,39
0.27961,40
-1.32856,41
0.59016,42
-1.36235,43
1.36855,44
-0.96050,45
1.12809,46
-0.27600,47
-1.02981,48
0.38322,49
-0.45509,50
-0.24645,51
1.06177,52
-0.53208,53
-0.89068,54
1.00497,55
0.87825,56
-0.67859,57
1.33817,58
-0.13307,59
-0.20060,60
1.34863,61
0.08264,62
1.42229,63
-0.47871,64
0.81402,65
-0.46170,66
1.24838,67
-0.36058,68
-0.08395,69
1.02671,70
-0.04485,71
-1.34217,72
-2.21864,73
1.40130,74
0.60411,75
-1.51015,76
-1.24318,77
0.04887,78
0.83568,79
-1.43108,80
-0.46880,81
0.12264,82
-0.48657,83
0.89810,84
-1.04550,85
0.40075,86
-0.89237,87
-0.82452,88
1.17481,89
0.24967,90
-0.03048,91
-0.48765,92
-1.34731,93
-2.14260,94
0.21762,95
-1.55483,96
0.86960,97
0.39904,98
0.69012,99
-0.56480,100
