rL,id
0.17688,1
0.64893,2
-1.19647,3
0.58038,4
1.59356,5
1.21450,6
0.33289,7
0.92895,8
0.07705,9
-1.16335,10
0.04854,11
0.30429,12
0.14829,13
1.31848,14
-0.46077,15
0.12839,16
-0.27883,17
-0.13998,18
-0.07756,19
-1.16868,20
-1.39731,21
-0.95575,22
-0.60938,23
0.09574,24
-0.32229,25
-0.49661,26
1.64765,27
0.06389,28
-0.13722,29
-0.55779,30
-0.13597,31
1.22941,32
-0.17434,33
-1.02051,34
-0.44802,35
-2.34780,36
0.32804,37
-2.70618,38
1.17305,39
0.13834,40
0.51063,41
1.33630,42
0.40339,43
0.20110,44
0.08988,45
0.17957,46
-0.17875,47
0.17338,48
-1.42930,49
-1.63701,50
2.15638,51
-2.41042,52
-1.26393,53
0.16157,54
-0.32067,55
-0.10958,56
-2.24420,57
0.49922,58
0.56384,59
-1.87398,60
-0.31212,61
-0.16614,62
-0.07546,63
-0.97877,64
1.89242,65
-1.52876,66
0.00076,67
-0.02179,68
0.60916,69
0.53742,70
2.55035,71
-1.53966,72
0.57393,73
-0.98610,74
0.91445,75
-0.03389,76
2.00169,77
0.48197,78
-0.16146,79
-0.00289,80
0.32096,81
-0.01617,82
0.69142,83
1.09498,84
0.48449,85
0.10694,86
-1.44999,87
-0.18975,88
1.01812,89
1.40540,90
0.47911,91
0.59811,92
0.44874,93
0.75557,94
0.16949,95
-0.82728,96
-0.22740,97
1.04402,98
0.28229,99
-1.13401,100
