rL,id
-0.74740,1
0.49804,2
0.10886,3
-0.29046,4
-0.40936,5
1.38881,6
-0.83817,7
0.24771,8
-0.05620,9
1.20907,10
0.15173,11
-0.02004,12
-0.40285,13
-1.42398,14
1.01803,15
1.36778,16
-0.75322,17
-0.51440,18
-0.20636,19
0.99380,20
0.14278,21
0.06999,22
0.37856,23
-1.10378,24
0.09974,25
-0.77679,26
2.29729,27
-0.87534,28
-0.44662,29
-0.62307,30
-0.46525,31
1.33688,32
-0.80310,33
-0.57221,34
0.61027,35
0.15720,36
0.16534,37
-0.70142,38
1.03076,39
0.42796,40
-0.14257,41
0.94725,42
-0.89091,43
-1.21204,44
0.60960,45
-1.49018,46
-0.69681,47
-0.59010,48
1.04983,49
-1.27446,50
0.99307,51
1.78010,52
0.80412,53
-0.06268,54
0.24147,55
0.78283,56
-0.29053,57
-0.55408,58
1.37323,59
-0.29485,60
-1.35607,61
0.66719,62
-2.72477,63
-0.42689,64
2.50559,65
2.42789,66
-1.30313,67
0.16358,68
1.14018,69
0.76065,70
1.08857,71
-2.02152,72
-2.32334,73
-0.03677,74
0.65264,75
-0.11692,76
-0.31171,77
1.13126,78
-0.11620,79
1.03838,80
-1.07378,81
-0.08023,82
2.04267,83
0.54083,84
0.05147,85
0.39619,86
-0.48051,87
0.76824,88
0.66036,89
-0.46531,90
-0.81531,91
0.23119,92
-1.24586,93
-1.30838,94
0.04185,95
-1.73914,96
0.70867,97
-0.98041,98
0.08489,99
-0.92893,100
