rL,id
-0.47132,1
1.26060,2
0.53048,3
0.85809,4
-0.42163,5
1.00061,6
0.69203,7
-0.65821,8
0.27261,9
1.24561,10
0.56658,11
-0.96533,12
0.01174,13
-0.49310,14
0.39319,15
0.36479,16
1.26840,17
-1.19554,18
0.35799,19
0.54547,20
0.27336,21
-0.27891,22
-0.79950,23
-0.86293,24
0.10061,25
0.51342,26
1.16767,27
0.80950,28
0.75801,29
-1.53108,30
-0.01998,31
0.71658,32
-0.26792,33
1.39657,34
0.87757,35
-1.21510,36
-0.23437,37
1.00189,38
-1.02090,39
-0.96981,40
-0.37834,41
0.95559,42
0.62422,43
-2.61340,44
0.51372,45
-1.19642,46
-0.74284,47
-0.93091,48
-0.82411,49
-0.05297,50
-1.82395,51
-1.13524,52
0.86979,53
-0.31718,54
0.01467,55
-1.41242,56
1.14404,57
0.78663,58
0.19639,59
-1.56848,60
0.51166,61
-0.20481,62
-0.24326,63
-0.87827,64
2.76626,65
-1.37477,66
1.13936,67
-2.07822,68
-0.22598,69
0.13731,70
-1.83994,71
-0.73118,72
0.99027,73
1.14997,74
1.13125,75
2.54879,76
-1.40772,77
-0.47356,78
-0.09124,79
1.83561,80
-0.18320,81
0.38072,82
-0.09423,83
-0.64780,84
-1.42149,85
-0.22032,86
1.76529,87
0.33233,88
-0.41275,89
-0.48049,90
0.92613,91
0.14136,92
-0.71858,93
0.82586,94
-0.11674,95
0.04328,96
-1.25488,97
-0.30510,98
-0.46914,99
1.56168,100
