rL,id
1.01558,1
0.39341,2
0.86949,3
-0.71326,4
-0.64489,5
0.83377,6
0.43527,7
-0.49569,8
0.28344,9
-0.72381,10
-1.06377,11
0.04580,12
-0.56574,13
-1.85267,14
-0.92806,15
0.59797,16
1.44788,17
-2.43478,18
-0.02826,19
2.66234,20
0.54341,21
0.35425,22
-0.19108,23
-1.72806,24
-0.76497,25
0.70968,26
-1.60426,27
-1.38171,28
-0.51657,29
-0.19343,30
1.22074,31
0.99939,32
-0.17568,33
0.11171,34
-0.57324,35
0.78803,36
-0.21635,37
0.74428,38
-0.50703,39
-0.28856,40
0.13691,41
-1.15794,42
-1.43716,43
0.68338,44
1.11736,45
-0.76023,46
0.22113,47
1.23260,48
0.72350,49
0.54842,50
-0.95275,51
-1.08991,52
-0.43109,53
-0.25975,54
-0.93513,55
1.65302,56
0.26060,57
0.67557,58
0.65960,59
0.70224,60
0.17092,61
0.23955,62
-0.94933,63
0.91307,64
-0.64661,65
1.52435,66
2.26046,67
1.97540,68
-0.45545,69
0.60210,70
0.90062,71
2.13962,72
0.78328,73
-0.82670,74
0.30566,75
0.10249,76
-1.55732,77
0.07484,78
-0.03313,79
0.57781,80
-1.99388,81
-1.10928,82
-2.04579,83
-1.15824,84
0.20432,85
0.12757,86
-0.97772,87
-0.88692,88
-0.60228,89
0.32374,90
0.49372,91
-0.22760,92
1.32102,93
0.08954,94
-0.08208,95
0.28548,96
1.27007,97
0.45411,98
0.15652,99
-1.79887,100
