rL,id
2.36411,1
-0.45129,2
0.66899,3
-1.39405,4
-1.24804,5
-0.10620,6
0.55949,7
0.00808,8
0.66615,9
-0.48181,10
0.22970,11
0.81065,12
1.79742,13
0.94459,14
-0.21756,15
0.33548,16
-1.48645,17
0.60283,18
0.17027,19
0.14881,20
1.18365,21
0.33671,22
-0.57652,23
1.98929,24
0.68307,25
1.18922,26
1.81386,27
-1.02823,28
0.78932,29
1.45010,30
0.26054,31
-0.78583,32
-0.02925,33
0.98256,34
-0.33099,35
1.91691,36
-0.58766,37
-1.27512,38
-1.01618,39
-0.27917,40
-0.09562,41
-1.04921,42
1.59060,43
-0.79852,44
1.17265,45
0.44858,46
-0.53488,47
0.30556,48
-0.17316,49
0.64814,50
0.84243,51
-1.07086,52
-0.06406,53
0.77897,54
-0.43817,55
-0.84110,56
0.49083,57
-1.73845,58
0.27007,59
-2.12974,60
-0.62516,61
-0.30486,62
1.39676,63
-0.36180,64
-1.55374,65
-1.73471,66
0.19464,67
-2.32148,68
-1.86192,69
0.58288,70
-0.06775,71
0.64099,72
0.60763,73
-0.09560,74
-1.33932,75
-1.26299,76
-0.06164,77
-0.50229,78
0.11229,79
2.80265,80
0.00716,81
0.55560,82
1.00212,83
0.77437,84
-0.33831,85
0.47151,86
-0.98122,87
0.54078,88
-0.50585,89
-0.34820,90
-0.23074,91
0.02954,92
-1.10273,93
-0.31605,94
0.42707,95
-0.67940,96
0.06654,97
-1.63225,98
0.71224,99
-0.91826,100
