rL,id
-1.52513,1
-0.16248,2
-1.45003,3
0.35941,4
1.31010,5
0.78216,6
-0.08208,7
0.16355,8
0.18915,9
0.98078,10
-0.11953,11
-0.39736,12
0.08529,13
-1.01802,14
-0.38692,15
-0.26947,16
0.93392,17
1.14627,18
0.10592,19
0.09369,20
0.00702,21
0.00707,22
-1.15321,23
-1.21836,24
-0.24177,25
0.74232,26
-0.80014,27
0.62704,28
0.59034,29
-0.05655,30
0.29060,31
-1.17186,32
-0.02476,33
1.50928,34
-0.85970,35
-1.24529,36
-0.26284,37
0.89432,38
1.05287,39
0.15920,40
1.54150,41
-1.46870,42
2.35819,43
1.00026,44
1.14279,45
0.50456,46
-0.46279,47
0.96347,48
-0.82580,49
-0.19898,50
-1.22822,51
1.35509,52
0.55568,53
0.42782,54
-1.46692,55
-0.14981,56
-2.20096,57
0.27837,58
0.57676,59
1.49759,60
-0.98677,61
0.06094,62
0.74458,63
0.93536,64
0.22131,65
-1.81324,66
-1.10116,67
-1.98003,68
0.47737,69
-1.14434,70
0.99039,71
-1.45381,72
-0.85586,73
-2.45405,74
0.59448,75
0.71024,76
1.91328,77
0.92792,78
-0.08648,79
2.22474,80
-1.02992,81
0.32387,82
-1.13541,83
0.61947,84
-0.00595,85
0.12580,86
-0.03932,87
-0.89181,88
-1.91526,89
0.69246,90
1.05320,91
1.05997,92
0.24268,93
-0.61067,94
-0.22335,95
-1.35660,96
0.86600,97
-0.53498,98
0.47211,99
0.57818,100
