rL,id
0.36798,1
0.44616,2
0.14102,3
1.22436,4
1.84090,5
0.65061,6
0.55911,7
0.22486,8
-0.47978,9
1.13707,10
0.05052,11
0.35756,12
-0.85900,13
-0.67656,14
0.34154,15
-0.66991,16
-0.28278,17
-1.33036,18
-0.51399,19
-0.37809,20
-0.40249,21
0.52774,22
0.27046,23
-1.84368,24
0.79583,25
0.16193,26
0.94484,27
1.01040,28
0.08931,29
0.52684,30
-0.40414,31
-0.57719,32
-0.16204,33
0.37458,34
0.01329,35
-2.50408,36
-1.49143,37
-1.95808,38
1.55506,39
-0.25272,40
0.45169,41
0.59910,42
0.30115,43
0.29001,44
0.38532,45
1.10494,46
0.36313,47
0.60027,48
-1.45979,49
1.05691,50
-1.53464,51
-0.84250,52
0.42576,53
-0.22713,54
-1.82906,55
-0.38329,56
-1.67151,57
-1.26827,58
0.02783,59
0.04438,60
-0.58681,61
-0.17007,62
-0.56897,63
-0.89464,64
-1.14586,65
-1.17812,66
1.48920,67
0.93197,68
1.07278,69
0.91726,70
-1.61182,71
0.24990,72
1.02261,73
1.49197,74
-0.10651,75
1.77173,76
-0.01224,77
-1.68416,78
-0.00903,79
-2.57406,80
-1.00940,81
-1.03491,82
2.51637,83
0.52192,84
1.09892,85
-0.47056,86
0.89451,87
0.56908,88
2.04182,89
0.42887,90
0.62315,91
-0.09270,92
1.10352,93
0.71626,94
0.31663,95
-0.63484,96
-0.13614,97
-1.38012,98
0.14684,99
0.11571,100
