rL,id
-1.18973,1
0.16516,2
-1.09124,3
-0.39370,4
-1.23530,5
0.18195,6
-0.59906,7
-1.32011,8
-0.07430,9
1.03581,10
-0.10777,11
-0.41273,12
-0.37793,13
-1.12016,14
-0.56358,15
-0.01191,16
0.15808,17
-0.50429,18
0.17674,19
-2.06878,20
0.35601,21
-0.36248,22
-0.52947,23
-1.36535,24
0.40270,25
-0.31816,26
0.83137,27
-0.68341,28
-0.86685,29
0.98291,30
-0.07846,31
1.44594,32
-0.48959,33
-1.17947,34
0.11704,35
-1.71175,36
0.71824,37
-1.72824,38
-1.22566,39
0.62321,40
0.70781,41
0.47220,42
0.80004,43
-2.33621,44
0.54180,45
2.18060,46
-0.08263,47
0.28694,48
1.37357,49
0.66746,50
0.14079,51
0.91192,52
-0.40155,53
-0.50183,54
0.88196,55
-0.07132,56
1.31546,57
0.26631,58
-0.74930,59
1.25052,60
1.63801,61
0.04609,62
0.87620,63
-1.19492,64
-1.52597,65
0.62793,66
-1.04803,67
0.32474,68
-0.32376,69
0.90822,70
0.89971,71
0.45111,72
-0.85441,73
1.81099,74
2.53151,75
-0.69789,76
1.23915,77
0.56359,78
0.00092,79
-0.63770,80
-0.67660,81
-1.20718,82
-0.70710,83
0.42617,84
-1.66306,85
-0.42221,86
1.19740,87
-0.44501,88
1.14317,89
0.77355,90
-0.41594,91
0.79555,92
0.33304,93
0.51845,94
-0.35058,95
3.25976,96
0.27540,97
-1.24164,98
0.24367,99
-0.71254,100
