rL,id
-0.12490,1
-0.52067,2
-1.23531,3
1.25132,4
-0.89244,5
0.92231,6
0.25912,7
-0.35980,8
-0.24639,9
1.87215,10
0.12771,11
0.12805,12
-0.91638,13
-0.98921,14
-0.46169,15
-0.30577,16
0.19019,17
2.13231,18
-0.45303,19
1.99985,20
-0.73893,21
0.36527,22
0.22209,23
-1.35457,24
0.28470,25
-0.58343,26
-1.13337,27
1.72374,28
-0.00007,29
-1.46096,30
0.14364,31
0.88763,32
-0.24927,33
-1.45480,34
0.37309,35
0.11129,36
-0.50870,37
-1.64944,38
-1.64130,39
-0.60019,40
-1.02951,41
0.85766,42
-0.03406,43
0.94889,44
1.08370,45
-1.03187,46
-0.58848,47
0.30881,48
0.08861,49
0.82637,50
0.54209,51
1.23894,52
-1.42304,53
-0.12807,54
-1.01598,55
-0.40509,56
1.60006,57
-0.39995,58
-0.48404,59
1.27585,60
-1.23901,61
-0.67322,62
-1.93107,63
-2.51709,64
1.57547,65
-0.30823,66
-0.76709,67
1.84478,68
0.40554,69
0.41086,70
-0.41125,71
0.13576,72
-0.95086,73
1.65919,74
0.17844,75
-1.29630,76
1.77165,77
0.03101,78
1.78558,79
0.20524,80
-0.95124,81
0.70872,82
2.28280,83
0.41107,84
0.31772,85
0.16241,86
-0.31555,87
0.69497,88
0.50120,89
0.43356,90
-1.55372,91
0.63103,92
-0.18249,93
-0.35734,94
-0.32892,95
1.20422,96
-0.83205,97
0.73006,98
-0.62688,99
-0.18374,100
