Gene,_LABEL_,id1,id2,id3,id4,id5,id6,id7,id8,id9,id10,id11,id12,id13,id14,id15,id16,id17,id18,id19,id20,id21,id22,id23,id24,id25,id26,id27,id28,id29,id30,id31,id32,id33,id34,id35,id36,id37,id38,id39,id40,id41,id42,id43,id44,id45,id46,id47,id48,id49,id50,id51,id52,id53,id54,id55,id56,id57,id58,id59,id60,id61,id62,id63,id64,id65,id66,id67,id68,id69,id70,id71,id72,id73,id74,id75,id76,id77,id78,id79,id80,id81,id82,id83,id84,id85,id86,id87,id88,id89,id90,id91,id92,id93,id94,id95,id96,id97,id98,id99,id100
X1,"ST.NORMAL VAR., M=0, STD=1",-2.85487,-2.32883,0.57151,-0.50547,-0.01690,1.52886,1.13921,0.18751,0.98584,0.00737,-0.32961,-0.82176,0.42952,-0.16815,0.09482,0.72216,1.42778,-0.05982,-0.87240,-0.54762,-1.16656,0.82271,-0.66995,-1.79053,-0.44675,0.97634,0.23134,-0.81161,-0.16868,0.54428,0.01430,-0.48731,-0.63039,0.30309,1.45877,-0.52881,1.29974,0.14899,0.71809,1.75349,-0.94649,-1.03601,0.35820,-0.54199,0.84630,-0.24057,0.49386,1.39740,-0.24310,-1.29393,0.31632,-0.31313,-0.47647,-0.18590,-0.01320,1.07222,-0.01417,-1.16933,0.58873,0.01781,1.03644,1.01710,0.36304,2.30587,2.14934,0.49341,0.09024,0.47902,-0.39463,-0.27390,-1.02014,0.86943,0.28777,-0.35072,-0.50428,-0.49601,-0.12561,1.14111,1.00710,0.14035,0.98038,-0.65373,-0.16970,-0.15780,-0.37516,-0.73600,-0.72402,0.44731,-0.54867,-1.63188,0.66404,0.34175,0.52278,1.48971,0.41591,-0.20742,0.45679,1.61558,-1.18327,0.03289
X2,"ST.NORMAL VAR., M=0, STD=1",-0.70799,-1.81158,0.01114,-1.70869,0.80043,1.36376,-0.48452,0.77685,-0.17396,0.91703,-0.14686,1.05464,-1.23974,0.16673,-0.68811,1.68874,2.07403,-0.97911,-0.32634,-1.98620,-0.96718,0.35455,-1.16213,0.63818,0.23863,0.00748,0.10167,-0.89754,-0.08061,-0.21507,0.21409,0.08303,-0.56821,0.13822,0.74213,0.50553,0.98615,-0.30842,0.16317,0.94464,-0.82016,0.55760,1.22212,0.74075,1.81238,0.14664,1.26736,0.31154,0.87430,-1.18784,0.92789,-0.56566,-0.82466,-0.47181,0.99289,0.81239,-0.11914,-1.07836,-0.37365,-0.58177,-0.53602,-0.39003,0.77524,0.24962,1.58539,0.09078,-0.37368,0.78461,0.39837,1.53291,-1.29126,0.45244,-0.25536,0.22154,-0.65450,0.26293,0.18048,0.40628,-0.55104,-0.60492,1.26791,-0.82975,0.11625,-0.13490,0.82626,-0.51204,-1.40703,1.37572,-1.16059,-1.00560,2.51487,0.85348,0.32954,0.33414,0.59909,0.65583,1.71819,1.48014,0.86203,-0.93000
X3,"ST.NORMAL VAR., M=0, STD=1",-1.43650,-1.88418,0.64130,-0.58849,1.79553,3.10574,-1.06566,1.22244,-0.38574,-1.37258,1.15104,-0.10108,0.26731,0.39737,-0.19692,0.85619,-0.31042,-1.50740,-0.79015,-1.87480,0.08382,0.07360,-1.68361,0.07069,0.01396,1.30027,-0.96974,-0.51857,0.46531,-0.17694,0.97143,1.48807,0.70834,-0.38146,2.02127,0.34817,0.65695,-0.46097,1.34986,-0.82133,0.31924,-1.29049,1.29138,0.13848,0.88677,0.68683,0.89395,-1.55954,0.60361,-1.24352,0.17825,0.28045,-0.60949,-0.03120,-1.52373,1.10941,-1.19461,-2.77154,0.58049,0.21876,-0.56031,1.29350,-0.92735,0.26475,1.81968,0.40459,1.12738,0.37293,-0.46979,-0.22728,-1.65048,0.33457,1.23085,-0.32367,-0.30485,0.29917,-1.01339,0.35280,-0.66907,-0.80804,1.40589,0.28114,-0.20965,-1.31361,-0.00443,-0.64820,-1.50617,1.43453,-1.07242,-1.28626,0.64208,-0.01710,1.86546,-1.03693,0.29336,-0.45570,0.86276,0.82998,0.74719,-1.62761
X4,"ST.NORMAL VAR., M=0, STD=1",-0.34087,-1.44087,0.82417,-0.72302,0.06993,1.38902,-0.15754,-0.90276,-1.12004,-0.29343,-0.64918,0.53869,-0.06117,-1.01740,0.30947,-0.02432,0.83159,-0.20259,-0.40987,-2.40290,0.05135,0.99631,-0.58908,-0.07810,0.28735,0.02018,-1.63520,-0.41231,1.59425,0.04529,-0.50227,-0.16564,0.55190,1.11115,1.40970,-0.22086,1.25784,0.15210,1.72952,0.23847,-0.19364,-0.98743,-0.39374,-0.79919,0.86865,-0.37474,1.28865,0.07865,0.93656,-0.39508,2.02717,-0.65824,-0.40257,1.45650,0.66525,1.52617,-0.75603,-1.77621,-0.46765,1.31575,-0.76176,-0.01479,-0.42700,0.08890,1.60811,-1.08724,-0.85737,-0.14924,-0.44775,1.80387,0.05152,-0.90757,1.24658,0.39470,-0.70549,-0.20935,-1.35619,1.33883,-0.14199,-0.53299,2.04848,-0.59337,1.69806,-1.09629,0.30659,-1.79424,-1.60725,1.55726,-1.21416,-0.82348,0.53635,0.37331,0.26202,-1.42406,1.09230,-0.99733,0.88248,1.46429,0.14116,-0.24595
X5,"ST.NORMAL VAR., M=0, STD=1",-1.07392,-0.93672,2.13821,-0.82832,1.65113,1.71410,0.07336,-0.42956,-0.75676,-2.22289,-1.80134,0.61929,-0.53481,1.06244,0.41491,1.04354,0.31577,-0.13690,0.12159,-0.54922,-0.57758,1.28915,-1.02649,0.43224,0.48456,0.79682,-1.69396,-0.92568,-0.32692,0.18924,0.08625,-1.18608,0.34434,1.41778,0.42812,1.96063,0.95440,0.77837,2.27073,-0.52789,-1.23639,0.10474,0.58655,0.57417,2.00770,0.68775,0.35303,-0.28399,1.20899,-1.98732,2.66420,1.18934,0.23525,-1.75039,1.66749,1.59491,0.47420,-0.46610,0.09320,0.80279,0.25814,0.82138,1.00095,1.85322,0.04575,-1.55384,0.11122,0.75667,-0.35544,0.43718,-1.60059,0.26964,1.06595,-0.41916,0.32157,-0.18875,0.51210,0.65054,0.36643,0.33506,0.61691,-0.05545,0.18546,-1.13442,0.40029,-2.78172,-1.89493,1.53198,0.31886,-1.48238,1.17416,-0.12522,0.36259,0.09823,1.01862,-2.52932,1.75139,2.19206,-1.09374,-1.05802
X6,"ST.NORMAL VAR., M=0, STD=1",-0.88351,-1.95399,0.33574,-0.87968,0.35833,1.55661,-0.30223,0.97703,0.19552,-0.80711,-1.18378,1.59890,-1.83965,-0.40022,0.87274,-1.15553,1.48119,-1.15853,-1.15011,-0.94800,-0.77107,1.60581,-1.42376,-0.38934,0.80135,2.51529,-0.33995,-0.50818,0.63237,-0.64196,0.22271,-0.00120,-0.42724,1.02277,0.75295,2.87683,0.33203,0.22136,2.10250,1.36507,-1.26958,-0.84839,0.92248,0.06461,0.27602,0.55441,1.18159,-0.54337,-0.09736,-0.88727,1.08430,-0.10094,0.72529,-0.92360,0.27720,2.14140,-1.40848,-0.39952,1.29479,0.57359,-0.19016,1.07892,-0.06287,1.12606,1.37511,-0.91429,0.71334,2.38237,-0.57859,0.70312,-0.38540,0.87522,-0.50288,-0.92849,-0.21661,0.02574,-1.42160,0.10151,0.83757,0.07851,1.16783,-0.12980,1.20833,0.31142,1.68649,-1.40879,-0.96783,0.80193,-1.25361,-0.53541,0.68751,0.07607,1.76320,-1.06955,0.64336,0.17593,-0.03899,1.02729,-0.65997,-1.24123
X7,"ST.NORMAL VAR., M=0, STD=1",-0.82205,-0.15398,1.58753,-2.47763,1.97264,3.09666,1.21595,1.26667,0.47407,0.13894,0.37057,0.93570,0.55405,0.29039,-0.32425,1.18222,0.87930,-1.08189,0.09969,-1.90637,0.18837,0.34476,-0.25560,0.44889,-0.40764,-0.17272,0.15012,-0.74853,0.42335,1.45311,-0.29415,-0.20051,-0.08847,0.27358,0.43971,0.44457,0.28756,-0.69883,1.57340,0.08970,-1.26554,-0.42940,-0.49032,0.33594,1.19952,0.68570,-0.37927,0.02423,0.66106,-0.44063,-0.67304,-0.05169,-0.43905,-1.08079,0.12789,-0.01901,-1.60648,-0.08149,0.05350,0.38447,-0.05409,0.44417,1.29857,0.44283,1.49639,-1.33551,-0.57291,-0.31036,-1.61080,0.05147,0.24198,0.47547,0.84932,0.40825,-0.17054,0.61436,-0.68201,0.93988,-0.03989,-0.83777,0.62071,-1.83169,0.88239,0.50650,0.60756,-1.15335,-0.32026,1.70448,-0.65216,-0.37735,2.65499,-1.41333,0.25151,-0.83009,0.54236,0.04422,0.49619,0.59269,-0.18785,-0.16541
X8,"ST.NORMAL VAR., M=0, STD=1",-0.68204,-0.77849,1.19163,-1.03256,1.00871,1.19401,0.11995,-1.08859,0.48894,-2.21899,0.31688,-0.32749,-0.21123,-0.25734,-0.49797,0.03865,1.40934,0.09415,-2.33724,-0.31783,-0.17714,1.36506,-0.61985,-0.14850,-0.43299,0.47074,-1.47620,-0.99933,-0.46585,1.08660,-0.81597,0.49112,0.99652,0.73060,-0.98722,-0.05903,1.41179,-0.59780,2.78959,-0.25089,0.36842,-1.91352,0.30610,-0.19376,1.08108,0.73963,0.76810,0.50033,0.23865,-0.79017,0.32076,0.16456,0.81335,0.56331,0.23150,1.70855,-0.52485,-0.42310,-0.04093,0.34402,-0.20696,0.58797,-0.03677,2.03701,1.70554,-0.50534,1.39586,0.94805,-0.08823,-0.53385,-1.32718,0.50162,0.74974,-0.36924,-0.68416,-0.43716,0.96852,0.55647,0.05399,-0.71882,1.15440,0.13566,-0.97285,-1.19650,0.41748,-1.67862,-0.73701,1.91913,-2.01202,0.19569,1.08176,-0.38294,1.37289,0.15104,1.84261,1.31402,-0.66889,0.87565,-1.17363,-1.00419
X9,"ST.NORMAL VAR., M=0, STD=1",0.27256,-1.99628,0.52045,-0.33755,-0.46809,0.31853,0.21854,0.86166,1.22187,-0.86037,-0.84429,0.22086,-0.15785,0.36779,-0.11310,0.68568,0.29292,0.13453,-1.46216,-1.17444,-0.43231,1.11433,0.00127,0.17492,-0.84276,1.64464,-0.80882,-2.33911,-0.17528,-0.37143,-0.87780,-0.26363,-1.29242,1.36377,0.51067,0.09537,0.66241,0.41875,2.17528,-0.53331,-0.90385,-0.84298,1.46090,-0.57188,0.10166,0.67707,1.41797,-0.53324,-0.60699,-1.09334,1.10046,-0.09785,-0.33601,1.61568,-0.37058,2.05374,0.66864,-1.97471,0.69021,1.05632,-0.07105,0.78048,0.15543,1.62503,0.90141,-0.93953,0.59045,1.45138,-0.81910,0.63300,-1.23273,0.53901,-0.14134,-0.59055,0.88550,-1.20358,-0.83533,1.73638,-0.26070,0.55662,1.09249,-0.07317,0.79030,-0.30217,0.72686,-1.73442,-0.03845,2.03707,0.14227,-1.13310,1.18043,0.40235,1.67400,-0.05469,1.66546,-0.43774,1.06608,-0.02694,-1.05341,-2.29193
X10,"ST.NORMAL VAR., M=0, STD=1",-0.91100,-0.81372,1.39357,-0.07427,0.09840,1.48725,0.12578,0.23745,-0.64414,-0.91031,-1.43003,0.47837,-1.07339,-0.18808,-0.24133,0.70974,0.58429,-0.34020,0.16873,-0.07198,0.09661,-0.49571,0.15204,0.29266,-0.24942,0.13041,-0.84100,-1.02433,-0.87136,0.17492,0.22418,-0.16344,-0.20688,-0.47549,0.45246,1.05842,0.30375,1.22992,0.67513,1.39757,-0.48903,0.60943,0.79654,-0.12867,0.82980,0.31511,1.32547,0.11798,0.99575,-2.10055,0.17377,-0.35285,1.10610,0.97793,-0.24195,0.67656,-0.66771,-1.48321,0.73951,2.07166,-0.23902,0.13892,-0.31066,0.73148,1.07824,-0.72851,1.32911,1.21976,-0.14814,0.44090,-1.58877,0.28185,0.57413,0.56147,-0.67705,1.70409,-1.56312,-0.00288,-0.61982,-0.89969,-0.00391,-0.43946,-0.28411,0.12549,0.34404,-0.88546,-0.28220,1.65792,-0.96452,-0.64315,1.40141,-0.74191,1.86447,-0.13610,0.96120,-0.22614,0.42298,0.96668,-0.65345,-0.35741
