rL,id
-1.49294,1
0.27888,2
-1.44402,3
1.57389,4
1.60873,5
1.49319,6
-0.39274,7
-0.27322,8
0.45905,9
-0.68933,10
0.14265,11
-0.66047,12
0.00160,13
-1.09235,14
-0.68651,15
-1.21449,16
-0.60160,17
0.72433,18
1.04759,19
-0.33415,20
-0.83238,21
0.52200,22
0.56963,23
-1.10572,24
0.42932,25
0.30288,26
0.41285,27
-0.34927,28
-0.28790,29
1.77367,30
-0.12051,31
1.82466,32
0.04605,33
0.41261,34
0.94197,35
0.76945,36
0.56890,37
1.27099,38
-1.87349,39
0.85930,40
0.24717,41
-1.64373,42
-1.44551,43
-0.88198,44
-0.80865,45
-0.79072,46
0.10098,47
0.87973,48
0.32884,49
-0.58212,50
0.22105,51
0.11684,52
0.28025,53
0.58955,54
0.88013,55
-0.11033,56
2.06680,57
1.32747,58
-0.42640,59
-0.78662,60
0.00643,61
0.00723,62
-1.12723,63
0.05877,64
-1.24677,65
-1.89686,66
-0.44623,67
-0.07809,68
0.40882,69
-0.45367,70
-1.26438,71
-1.36282,72
0.50168,73
1.26755,74
-0.32825,75
-1.26395,76
1.98367,77
-1.32645,78
-0.11483,79
1.06588,80
2.63569,81
-0.75475,82
-0.66653,83
-0.03891,84
-1.81813,85
-0.03277,86
-1.24791,87
1.02232,88
0.55084,89
-0.72685,90
-0.68104,91
0.41659,92
0.79510,93
1.47030,94
0.27321,95
1.70837,96
-0.14469,97
1.07522,98
-0.48745,99
-1.88500,100
