rL,id
-1.12182,1
-0.37742,2
1.51691,3
-0.44508,4
1.31632,5
1.08918,6
-0.21855,7
-0.13129,8
0.04120,9
2.27272,10
-0.06936,11
-0.65986,12
1.48526,13
-1.50815,14
0.36471,15
-0.12076,16
0.18838,17
0.84949,18
-0.25270,19
-0.32295,20
1.27969,21
0.25407,22
0.08602,23
-0.85934,24
-0.73669,25
-0.30829,26
-1.63516,27
-0.50176,28
-0.44294,29
1.03264,30
0.15534,31
2.31785,32
-0.22278,33
-0.57170,34
0.42622,35
-0.63485,36
1.10723,37
0.93339,38
0.12264,39
-0.35677,40
-0.54370,41
-0.47756,42
0.99564,43
1.92370,44
-0.58130,45
0.14840,46
0.68683,47
-0.72143,48
0.72359,49
1.06580,50
0.00570,51
-1.47507,52
-0.53214,53
-1.09148,54
1.11867,55
-0.93386,56
-0.34081,57
0.89681,58
-0.06684,59
-1.61950,60
-1.09218,61
0.12046,62
-1.83599,63
-0.68094,64
-0.89962,65
1.98102,66
0.28528,67
-0.55747,68
0.57698,69
-0.10587,70
0.03802,71
0.68172,72
0.17558,73
-1.61995,74
1.23761,75
1.20357,76
-2.13807,77
0.87294,78
0.20274,79
-0.78958,80
-1.20461,81
-2.16292,82
1.31123,83
-1.37214,84
-0.97012,85
0.27340,86
1.60972,87
-1.26579,88
-0.14295,89
0.70849,90
-1.83938,91
0.39277,92
-0.11775,93
1.48295,94
-0.29177,95
0.33006,96
0.88414,97
-1.28161,98
0.75453,99
0.72305,100
