rL,id
1.00418,1
0.82531,2
0.50460,3
-1.10783,4
1.17823,5
-1.37879,6
0.34421,7
0.13966,8
0.26792,9
0.01282,10
0.08411,11
-0.28293,12
-1.01531,13
1.28829,14
0.78678,15
0.22203,16
0.40465,17
-1.18082,18
-0.29227,19
0.09677,20
0.24538,21
-0.03169,22
-0.34768,23
0.94290,24
-0.10253,25
0.28827,26
-1.25270,27
1.41029,28
0.60966,29
-0.49882,30
0.31994,31
-0.46720,32
-0.46359,33
0.41965,34
0.59868,35
-1.90558,36
-0.18673,37
-2.37342,38
1.02622,39
0.46741,40
-0.43271,41
-1.29556,42
-0.93279,43
1.32094,44
0.10796,45
-1.32460,46
-0.68060,47
0.35507,48
1.08236,49
-1.18125,50
1.06919,51
0.22358,52
-0.73008,53
0.26532,54
0.79448,55
0.55458,56
-0.51475,57
0.20515,58
-1.19688,59
0.39900,60
-2.26088,61
-0.06143,62
-0.80350,63
-1.89938,64
-2.08226,65
-0.86031,66
1.01020,67
0.54557,68
0.52883,69
0.20727,70
2.56227,71
-0.14093,72
0.20284,73
0.48463,74
1.63432,75
2.38070,76
-0.58191,77
-2.12981,78
0.07233,79
1.36232,80
-0.97389,81
-0.92344,82
-0.67818,83
0.28926,84
0.91159,85
0.16881,86
-1.54013,87
0.18743,88
-1.08106,89
1.31951,90
0.48362,91
-0.36193,92
2.21479,93
-0.78521,94
-0.05665,95
1.19476,96
1.34216,97
-0.51208,98
-0.40616,99
0.34748,100
