rL,id
-0.61318,1
1.14808,2
-1.15741,3
1.37453,4
-0.31346,5
-0.57037,6
0.72584,7
1.60651,8
-0.40036,9
-0.09607,10
-0.16877,11
0.51964,12
0.10124,13
0.37401,14
0.48611,15
-0.96696,16
0.22548,17
0.35906,18
-0.20578,19
1.88143,20
0.18063,21
-0.56814,22
-0.46570,23
0.59069,24
-0.42334,25
0.18410,26
-2.93015,27
1.29274,28
-0.65823,29
1.51848,30
-0.11046,31
0.73233,32
-0.20389,33
-0.14471,34
-0.06380,35
-0.65154,36
-0.26027,37
-0.43025,38
-1.22591,39
0.53259,40
-0.36622,41
0.19885,42
0.81804,43
1.61083,44
0.64481,45
-1.79485,46
-0.00514,47
0.53307,48
-0.88889,49
-2.96103,50
0.45270,51
-2.05274,52
0.72318,53
-0.41349,54
0.07492,55
-1.55553,56
0.49548,57
0.68787,58
-0.42454,59
0.58030,60
-1.76247,61
0.02737,62
0.20353,63
0.79460,64
0.25316,65
1.31500,66
-0.19546,67
-0.87294,68
0.47927,69
0.24789,70
1.02126,71
0.19560,72
-1.96196,73
1.62403,74
1.18947,75
-1.09299,76
1.72198,77
-0.17084,78
0.19597,79
0.20474,80
-1.41888,81
-0.40064,82
-1.08772,83
-0.67417,84
0.78430,85
0.13486,86
0.89734,87
-0.27622,88
-1.25927,89
-0.41637,90
1.35704,91
1.09397,92
-1.95563,93
0.80086,94
-0.26564,95
0.89796,96
1.06969,97
-1.36713,98
-0.68924,99
1.79530,100
