rL,id
-1.25329,1
-0.33634,2
-2.39524,3
0.42215,4
1.01511,5
-1.37856,6
-0.85194,7
0.56687,8
-0.53585,9
-0.59536,10
-0.17351,11
-0.60408,12
0.16400,13
1.64851,14
-0.58599,15
-1.13436,16
-0.93515,17
0.33385,18
0.11059,19
1.29176,20
1.54314,21
0.04371,22
-0.19377,23
1.11493,24
0.48270,25
-0.24327,26
-0.89985,27
1.67623,28
0.18271,29
-0.37725,30
0.08161,31
1.61617,32
-0.53673,33
0.12759,34
0.61536,35
-0.53592,36
0.16361,37
0.60354,38
1.12154,39
0.07036,40
-0.52703,41
1.38037,42
-0.81616,43
1.39476,44
-1.35910,45
-2.44998,46
-0.19468,47
-0.22487,48
1.00481,49
0.64165,50
-0.39719,51
1.22247,52
0.32889,53
-0.18094,54
-0.16968,55
0.48237,56
-1.93409,57
1.96497,58
-0.62189,59
0.11362,60
0.14346,61
-0.26788,62
1.09687,63
2.81063,64
-1.32823,65
-2.23633,66
-1.25017,67
0.41072,68
0.97892,69
-0.68153,70
-0.41548,71
-1.65714,72
0.56436,73
-1.17747,74
0.46986,75
0.82970,76
1.62355,77
1.26215,78
-0.07120,79
-0.67430,80
-1.95672,81
1.25950,82
-1.16452,83
-0.72921,84
0.82984,85
0.56612,86
-0.74639,87
0.21489,88
0.80057,89
-0.49724,90
-0.96701,91
-0.42123,92
0.68139,93
0.11338,94
0.14616,95
-0.59819,96
0.40405,97
0.38402,98
-0.51385,99
0.67608,100
