rL,id
-0.24733,1
-0.51309,2
0.91546,3
0.41354,4
-0.18479,5
-0.38045,6
-0.48855,7
-1.04615,8
0.12799,9
1.48342,10
-0.13474,11
-0.16786,12
-1.07405,13
0.16965,14
-0.69386,15
-0.39290,16
-0.44125,17
-0.37178,18
-0.22739,19
0.40177,20
-0.34119,21
-0.52553,22
-0.16481,23
0.85406,24
-0.28674,25
0.75978,26
1.63080,27
0.95285,28
-0.60600,29
-1.66808,30
0.42375,31
1.03659,32
0.05776,33
1.87002,34
-0.66693,35
1.10392,36
-0.91979,37
-0.88247,38
1.71234,39
0.39182,40
0.43588,41
0.53667,42
-0.21721,43
-2.10606,44
-0.96259,45
0.99543,46
0.53453,47
0.12948,48
0.55139,49
0.74154,50
0.72158,51
-0.74869,52
0.33840,53
0.48781,54
-0.80219,55
1.10849,56
-0.93736,57
-0.13236,58
1.16111,59
0.50075,60
-1.77679,61
1.58659,62
-0.65988,63
0.94982,64
-1.24003,65
0.36842,66
1.74872,67
1.29880,68
0.92225,69
-0.12606,70
-1.79543,71
-1.87537,72
0.81453,73
0.99950,74
0.52206,75
0.46882,76
0.13419,77
0.78009,78
-0.12678,79
-2.00763,80
-1.30205,81
1.62336,82
-0.89220,83
0.15251,84
-0.18915,85
-0.63361,86
-1.22509,87
0.76469,88
-2.36392,89
0.36390,90
1.84053,91
-0.17600,92
0.94924,93
-1.10415,94
0.48820,95
-1.47962,96
-0.34488,97
0.83351,98
0.30432,99
-2.81182,100
