rL,id
2.16326,1
-0.24375,2
-0.44984,3
1.14351,4
0.77383,5
1.02006,6
0.06282,7
-0.19902,8
0.27655,9
1.28963,10
-0.02276,11
0.63438,12
-0.77790,13
-0.60341,14
0.56986,15
-0.59574,16
-0.62262,17
0.02500,18
0.43062,19
0.93826,20
0.74423,21
-0.19573,22
-0.08227,23
-1.38206,24
-0.15163,25
-0.13050,26
1.32999,27
-0.58357,28
0.67506,29
-1.78863,30
0.26542,31
2.44579,32
-0.08092,33
-0.11256,34
-0.32596,35
-0.98452,36
0.44403,37
-1.18502,38
-1.69387,39
-1.10720,40
-0.29389,41
-0.49024,42
1.45590,43
-1.53176,44
1.03989,45
-2.07430,46
0.49758,47
-0.20992,48
-0.79593,49
-1.83244,50
-0.64559,51
-0.58076,52
-0.94870,53
-0.37066,54
0.79036,55
-0.94487,56
1.75805,57
0.49448,58
0.40435,59
0.39333,60
-2.57717,61
-0.14960,62
-0.20261,63
2.12321,64
1.07075,65
-1.61493,66
-1.59645,67
0.99590,68
-0.25301,69
0.33727,70
1.26620,71
-1.33403,72
0.89793,73
-0.79935,74
0.78164,75
0.72814,76
1.76009,77
0.60123,78
0.32234,79
-1.48231,80
0.79169,81
0.10577,82
1.31785,83
0.42088,84
-1.07818,85
-0.15982,86
0.56749,87
1.46072,88
0.46516,89
-0.44109,90
-1.22677,91
-0.29869,92
1.07117,93
-1.47078,94
0.31171,95
-0.44736,96
-0.54416,97
-0.00476,98
-0.45924,99
0.71550,100
